rank_index,time,class,failures,ranking,nfpa,DDP
3.1197545528411865,0.0,1.0,0,54,0.901212407494883,0
2.987447023391724,0.006,0.0,0,26,0.901212407494883,0
1.927142143249512,0.0,1.0,0,71,0.901212407494883,0
1.3332579135894775,0.002,1.0,0,40,0.901212407494883,0
1.2251476049423218,0.001,1.0,0,46,0.901212407494883,0
1.1129610538482666,0.0,1.0,0,69,0.901212407494883,0
0.9106658101081848,0.0,1.0,0,66,0.901212407494883,0
0.9044270515441896,0.001,1.0,0,41,0.901212407494883,0
0.8944252133369446,0.002,1.0,0,37,0.901212407494883,0
0.7517489194869995,0.0,1.0,0,55,0.901212407494883,0
0.7262488007545471,0.0,1.0,0,72,0.901212407494883,0
0.6720460653305054,0.008,0.0,0,22,0.901212407494883,0
0.5144180655479431,0.004,1.0,0,33,0.901212407494883,0
0.3116325736045837,0.0,1.0,0,61,0.901212407494883,0
0.3116325736045837,0.0,1.0,0,68,0.901212407494883,0
0.3116325736045837,0.0,1.0,0,67,0.901212407494883,0
0.3116325736045837,0.0,1.0,0,65,0.901212407494883,0
0.3116325736045837,0.001,1.0,0,42,0.901212407494883,0
0.3116325736045837,0.001,1.0,0,43,0.901212407494883,0
0.3116325736045837,0.001,1.0,0,48,0.901212407494883,0
0.3116325736045837,0.0,1.0,0,59,0.901212407494883,0
0.28664836287498474,0.0,1.0,0,53,0.901212407494883,0
0.23135383427143094,0.0,1.0,0,70,0.901212407494883,0
0.1953081637620926,0.0,1.0,0,52,0.901212407494883,0
0.17932505905628204,0.0,1.0,0,60,0.901212407494883,0
0.17932505905628204,0.0,1.0,0,62,0.901212407494883,0
0.17932505905628204,0.006,0.0,0,25,0.901212407494883,0
0.17932505905628204,0.026,0.0,0,14,0.901212407494883,0
0.17932505905628204,0.0,1.0,0,58,0.901212407494883,0
0.17932505905628204,0.005,0.0,0,28,0.901212407494883,0
0.11377125233411788,0.005,0.0,0,27,0.901212407494883,0
0.021025411784648892,0.001,1.0,0,49,0.901212407494883,0
0.021025411784648892,0.001,1.0,0,50,0.901212407494883,0
-0.16678327322006226,0.004,1.0,0,31,0.901212407494883,0
-0.18521423637866974,0.001,1.0,0,51,0.901212407494883,0
-0.18521423637866974,0.0,1.0,0,57,0.901212407494883,0
-0.20174631476402285,0.004,1.0,0,35,0.901212407494883,0
-0.3379722237586975,0.001,1.0,0,45,0.901212407494883,0
-0.3478938341140747,0.004,1.0,0,32,0.901212407494883,0
-0.3478938341140747,0.011,0.0,0,19,0.901212407494883,0
-0.3739218711853027,0.46,0.0,0,4,0.901212407494883,0
-0.3930132389068604,0.004,1.0,0,34,0.901212407494883,0
-0.4209587574005127,0.006999999999999999,0.0,0,23,0.901212407494883,0
-0.4294075965881348,0.006999999999999999,0.0,0,24,0.901212407494883,0
-0.4438544809818268,0.005,0.0,0,29,0.901212407494883,0
-0.4605391323566437,0.5579999999999999,0.0,0,2,0.901212407494883,0
-0.5394469499588013,0.004,1.0,0,30,0.901212407494883,0
-0.6036806702613831,0.001,1.0,0,44,0.901212407494883,0
-0.6870315670967102,0.378,0.0,0,5,0.901212407494883,0
-0.8530003428459167,0.012,0.0,0,17,0.901212407494883,0
-1.0220465660095217,0.002,1.0,0,38,0.901212407494883,0
-1.0520091056823728,0.033,0.0,0,11,0.901212407494883,0
-1.0520091056823728,0.514,0.0,0,3,0.901212407494883,0
-1.0520091056823728,0.028,0.0,0,13,0.901212407494883,0
-1.0520091056823728,0.003,1.0,0,36,0.901212407494883,0
-1.0520091056823728,0.001,1.0,0,47,0.901212407494883,0
-1.1106241941452026,0.021,0.0,0,15,0.901212407494883,0
-1.1106241941452026,0.01,0.0,0,20,0.901212407494883,0
-1.1106241941452026,0.009000000000000001,0.0,0,21,0.901212407494883,0
-1.1106241941452026,0.002,1.0,0,39,0.901212407494883,0
-1.1106241941452026,0.0,1.0,0,56,0.901212407494883,0
-1.1473629474639893,0.0,1.0,0,64,0.901212407494883,0
-1.1928550004959106,0.034,0.0,0,10,0.901212407494883,0
-1.2133134603500366,0.032,0.0,0,12,0.901212407494883,0
-1.279670476913452,0.0,1.0,0,63,0.901212407494883,0
-1.279670476913452,0.273,0.0,0,7,0.901212407494883,0
-1.3382855653762815,0.011,0.0,0,18,0.901212407494883,0
-1.3382855653762815,0.978,0.0,0,1,0.901212407494883,0
-1.3382855653762815,0.236,0.0,0,8,0.901212407494883,0
-1.3382855653762815,0.013,0.0,0,16,0.901212407494883,0
-1.3958529233932495,0.106,0.0,0,9,0.901212407494883,0
-1.4205163717269895,0.326,0.0,0,6,0.901212407494883,0
rank_index,time,class,failures,ranking,nfpa,DDP
1.3385149240493774,0.014,0.0,0,5,0.8681318681318682,0
0.28664836287498474,0.0,1.0,0,11,0.8681318681318682,0
0.23135383427143094,0.0,1.0,0,12,0.8681318681318682,0
0.17932505905628204,0.005,0.0,0,9,0.8681318681318682,0
0.17932505905628204,0.011,0.0,0,6,0.8681318681318682,0
0.17932505905628204,0.127,0.0,0,4,0.8681318681318682,0
0.021025411784648892,0.0,1.0,0,13,0.8681318681318682,0
0.021025411784648892,0.001,1.0,0,10,0.8681318681318682,0
-0.3930132389068604,0.443,0.0,0,2,0.8681318681318682,0
-0.6870315670967102,0.528,0.0,0,1,0.8681318681318682,0
-1.0520091056823728,0.006999999999999999,0.0,0,8,0.8681318681318682,0
-1.0520091056823728,0.008,0.0,0,7,0.8681318681318682,0
-1.0520091056823728,0.171,0.0,0,3,0.8681318681318682,0
rank_index,time,class,failures,ranking,nfpa,DDP
1.1274251937866209,0.0,1.0,0,36,0.8799378699466859,0
1.1274251937866209,0.003,1.0,0,28,0.8799378699466859,0
0.8996821641921997,0.004,1.0,0,24,0.8799378699466859,0
0.8195180296897888,0.0,1.0,0,39,0.8799378699466859,0
0.6720460653305054,0.01,0.0,0,17,0.8799378699466859,0
0.5144180655479431,0.006,0.0,0,19,0.8799378699466859,0
0.3116325736045837,0.0,1.0,0,37,0.8799378699466859,0
0.3116325736045837,0.0,1.0,0,35,0.8799378699466859,0
0.3116325736045837,0.002,1.0,0,30,0.8799378699466859,0
0.23135383427143094,0.0,1.0,0,38,0.8799378699466859,0
0.17932505905628204,0.032,0.0,0,11,0.8799378699466859,0
0.17932505905628204,0.003,1.0,0,27,0.8799378699466859,0
0.11377125233411788,0.004,1.0,0,25,0.8799378699466859,0
-0.16678327322006226,0.005,0.0,0,20,0.8799378699466859,0
-0.20174631476402285,0.004,1.0,0,22,0.8799378699466859,0
-0.3379722237586975,0.001,1.0,0,31,0.8799378699466859,0
-0.3739218711853027,0.46,0.0,0,3,0.8799378699466859,0
-0.3930132389068604,0.009000000000000001,0.0,0,18,0.8799378699466859,0
-0.4294075965881348,0.0,1.0,0,34,0.8799378699466859,0
