rank_index,time,class,failures,ranking,nfpa,failure_metric
1.3950643539428709,0.001,1,0,20,0.9622470552703111,0.38095238095238093
0.8070580959320068,0.004,1,0,19,0.9622470552703111,0.38095238095238093
0.8070580959320068,0.009000000000000001,1,0,18,0.9622470552703111,0.38095238095238093
0.8070580959320068,0.065,1,0,15,0.9622470552703111,0.38095238095238093
0.8070580959320068,0.10300000000000001,1,0,14,0.9622470552703111,0.38095238095238093
0.2532268166542053,0.044000000000000004,1,0,16,0.9622470552703111,0.38095238095238093
0.2532268166542053,0.146,1,0,13,0.9622470552703111,0.38095238095238093
0.24029384553432465,0.01,3,1,21,0.9622470552703111,0.38095238095238093
-0.0374252051115036,0.024,1,0,17,0.9622470552703111,0.38095238095238093
-0.14095225930213928,0.221,1,0,11,0.9622470552703111,0.38095238095238093
-0.21965421736240387,0.34600000000000003,1,0,10,0.9622470552703111,0.38095238095238093
-0.7019006609916687,53.985,0,0,2,0.9622470552703111,0.38095238095238093
-0.8750135898590088,0.203,1,0,12,0.9622470552703111,0.38095238095238093
-0.8750135898590088,1.656,0,0,7,0.9622470552703111,0.38095238095238093
-0.8750135898590088,11.317,0,0,4,0.9622470552703111,0.38095238095238093
-0.8750135898590088,38.579,0,0,3,0.9622470552703111,0.38095238095238093
-1.3052971363067627,5.507000000000001,0,0,5,0.9622470552703111,0.38095238095238093
-1.3428633213043213,0.929,0,0,9,0.9622470552703111,0.38095238095238093
-1.3839991092681885,1.202,0,0,8,0.9622470552703111,0.38095238095238093
-2.246762752532959,1.785,0,0,6,0.9622470552703111,0.38095238095238093
-2.246762752532959,77.133,0,0,1,0.9622470552703111,0.38095238095238093
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.8070580959320068,0.009000000000000001,1,0,22,0.9442025479761329,0.5384615384615384
0.8070580959320068,0.07,1,0,16,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.162,1,0,13,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.0,1,0,25,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.001,1,0,24,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.001,1,0,23,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.021,1,0,19,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.043,1,0,18,0.9442025479761329,0.5384615384615384
0.2532268166542053,0.125,1,0,15,0.9442025479761329,0.5384615384615384
-0.0374252051115036,0.02,1,0,20,0.9442025479761329,0.5384615384615384
-0.13155142962932587,0.016,1,0,21,0.9442025479761329,0.5384615384615384
-0.14095225930213928,0.222,1,0,12,0.9442025479761329,0.5384615384615384
-0.21965421736240387,0.316,1,0,11,0.9442025479761329,0.5384615384615384
-0.4752361476421356,0.247,3,2,26,0.9442025479761329,0.5384615384615384
-0.7019006609916687,60.669,0,0,2,0.9442025479761329,0.5384615384615384
-0.8750135898590088,0.158,1,0,14,0.9442025479761329,0.5384615384615384
-0.8750135898590088,0.046,1,0,17,0.9442025479761329,0.5384615384615384
-0.8750135898590088,0.71,0,0,10,0.9442025479761329,0.5384615384615384
-0.8750135898590088,1.6019999999999999,0,0,8,0.9442025479761329,0.5384615384615384
-0.8750135898590088,5.405,0,0,6,0.9442025479761329,0.5384615384615384
-0.8750135898590088,12.69,0,0,4,0.9442025479761329,0.5384615384615384
-0.8750135898590088,45.178000000000004,0,0,3,0.9442025479761329,0.5384615384615384
-1.3052971363067627,5.629,0,0,5,0.9442025479761329,0.5384615384615384
-1.3839991092681885,1.365,0,0,9,0.9442025479761329,0.5384615384615384
-2.246762752532959,1.651,0,0,7,0.9442025479761329,0.5384615384615384
-2.246762752532959,76.406,0,0,1,0.9442025479761329,0.5384615384615384
rank_index,time,class,failures,ranking,nfpa,failure_metric
1.5875064134597778,0.009000000000000001,1,0,20,0.88598613126915,0.7115384615384615
1.5875064134597778,0.055,1,0,14,0.88598613126915,0.7115384615384615
1.3950643539428709,0.121,1,0,13,0.88598613126915,0.7115384615384615
1.3950643539428709,0.14800000000000002,1,0,12,0.88598613126915,0.7115384615384615
1.3950643539428709,0.0,1,0,24,0.88598613126915,0.7115384615384615
1.3950643539428709,0.0,1,0,23,0.88598613126915,0.7115384615384615
1.3950643539428709,0.001,1,0,22,0.88598613126915,0.7115384615384615
1.3950643539428709,0.024,1,0,17,0.88598613126915,0.7115384615384615
1.3950643539428709,0.044000000000000004,1,0,15,0.88598613126915,0.7115384615384615
1.17006254196167,0.02,1,0,18,0.88598613126915,0.7115384615384615
1.0665355920791626,0.191,1,0,11,0.88598613126915,0.7115384615384615
1.0102862119674685,0.018000000000000002,1,0,19,0.88598613126915,0.7115384615384615
0.9878336787223816,0.276,1,0,10,0.88598613126915,0.7115384615384615
0.7322516441345215,11.814,2,12,26,0.88598613126915,0.7115384615384615
0.5055871605873108,174.639,0,0,1,0.88598613126915,0.7115384615384615
