cycle_id,num_testsuite,NORMALIZED_RPA,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%,failure_metric
d8d5de6476ac411593bd34ca89492e74905372ab,13,0.9670329670329672,0,56.327000000000005,0,0,0.001,0.001,0,0,0.004,0.004,0,0,0.015,0.015,0.7435897435897436
788f2aaa7aff361416e11fba5df7cfc31060cbb1,13,0.989010989010989,0,52.483,0,0,0.001,0.001,0,0,0.005,0.009000000000000001,0,0,0.027000000000000003,0.027000000000000003,0.7435897435897436
ef51c1ecad91aad5527b8e1568e2a17748039be8,13,0.9743589743589746,0,55.89099999999999,0,0,0.002,0.002,0,0,0.005,0.005,0,0,0.044,0.044,0.7435897435897436
476e8830818f6f31481fa487cf62ffb407b2f4e2,13,0.9682539682539684,0,51.37200000000001,0,0,0.003,0.003,0,0,0.006,0.006,0,0,0.028,0.028,0.7435897435897436
282f21139408d10253b4a9c32a681c05a8d5ef17,13,0.9670329670329672,0,52.36,0,0,0.001,0.001,0,0,0.004,0.004,0,0,0.011,0.011,0.7435897435897436
6fd5179244556bc80a51720de15fe13d143d1717,8,0.9607843137254902,0,54.442,0,0,0.002,0.002,0,0,0.027000000000000003,0.027000000000000003,0,0,0.52,47.992,0.7435897435897436
da55604794b31f84eaa1a04205fe4d9a6573749c,13,0.9816849816849818,0,53.842999999999996,0,0,0.0,0.0,0,0,0.005,0.005,0,0,0.044,0.044,0.7435897435897436
4d2616b7a550c2ce855b612829eb34dea9ce09dc,13,0.9865689865689866,0,55.134,0,0,0.001,0.001,0,0,0.006,0.006,0,0,0.017,0.017,0.7435897435897436
030fb8e37c4024b24fac2b5404300449a6741699,13,0.976800976800977,0,53.839000000000006,0,0,0.001,0.002,0,0,0.006,0.008,0,0,0.020999999999999998,0.020999999999999998,0.7435897435897436
8eb36bd8a783b85f867451b8a0a5abbb79324e88,13,0.9780219780219782,0,51.329,0,0,0.001,0.002,0,0,0.004,0.004,0,0,0.011,0.011,0.7435897435897436
dca99998f17a9755dfb40ed30bc1734e54ba0b04,13,0.9645909645909647,0,59.956,0,0,0.001,0.002,0,0,0.004,0.004,0,0,0.029,0.029,0.7435897435897436
474b7f4d00387aefa7abc559034ab58ee92e62b6,13,0.9743589743589746,0,53.172,0,0,0.0,0.001,0,0,0.004,0.005,0,0,0.049,0.049,0.7435897435897436
6ffce5335b9824ade8e728e3cb9e05198678d420,13,0.9780219780219782,0,52.99,0,0,0.002,0.002,0,0,0.006,0.008,0,0,0.032,0.032,0.7435897435897436
0ff2f24499b54cd3b3439d35d8f4b3ab590de908,13,0.9645909645909647,0,54.82599999999999,0,0,0.002,0.002,0,0,0.005,0.008,0,0,0.034,0.034,0.7435897435897436
89f81712154a7d510e0b0f9323b08421cb8a529a,13,0.9706959706959708,0,53.107,0,0,0.0,0.0,0,0,0.001,0.001,0,0,0.023,0.023,0.7435897435897436
b94e5ac0256b3c9e66f066355340b129706cac46,13,0.9743589743589746,0,54.730000000000004,0,0,0.001,0.002,0,0,0.005,0.005,0,0,0.042,0.042,0.7435897435897436
33bfaeef8a0a0343abc45313d1669df19dfc5e21,13,0.9804639804639805,0,51.17099999999999,0,0,0.001,0.001,0,0,0.004,0.004,0,0,0.019,0.019,0.7435897435897436
d6e494b44d85540923b39eb4956a704ecee295b1,13,0.9865689865689866,0,54.806000000000004,0,0,0.0,0.0,0,0,0.003,0.003,0,0,0.043000000000000003,0.043000000000000003,0.7435897435897436
605bc0154f080e7a98c70256830a7d1d620e1358,13,0.9242979242979243,2,62.261,2,0,0.017,0.001,2,0,0.019000000000000003,0.004,2,0,0.035,56.374,0.7435897435897436
c683594f59030e5515b95ff7d8d0b9fa66eaac42,13,0.9365079365079366,2,52.233000000000004,2,0,0.043,0.0,2,0,0.044,0.002,2,2,0.076,0.076,0.7435897435897436
dd5de3807215e1a38a2819027559e074c9e63d5a,13,0.9035409035409036,2,54.283,2,0,0.049,0.002,2,0,0.052000000000000005,0.004,2,0,0.066,48.394,0.7435897435897436
03550ab565e55f509def8995c3c852b8686e80b2,13,0.9499389499389501,0,51.928000000000004,0,0,0.001,0.002,0,0,0.004,0.004,0,0,0.044000000000000004,46.262,0.7435897435897436
bc64fb569cfba9f8d289d526e879f985fb8b3cf4,13,0.9645909645909647,0,53.480000000000004,0,0,0.0,0.001,0,0,0.004,0.006,0,0,0.024,47.416,0.7435897435897436
53fa8ad35692437c9995117d1e59fd6146997e30,13,0.976800976800977,0,53.059,0,0,0.002,0.002,0,0,0.005,0.005,0,0,0.046,47.102,0.7435897435897436
f7c2ca216608457071ab45d05223952a69f76d58,13,0.9426129426129429,0,51.742,0,0,0.002,0.003,0,0,0.005,0.007,0,0,0.025,45.878,0.7435897435897436
e2f0a4d8a83a41eaa984086636a3712c682307ea,17,0.9484593837535014,0,50.17700000000001,0,0,0.0,0.002,0,0,0.003,0.004,0,0,0.083,0.083,0.7435897435897436
059649167c5045dfd40ebf0f97def33a9235c3d1,15,0.9516129032258065,0,54.96100000000001,0,0,0.0,0.002,0,0,0.003,0.003,0,0,0.11399999999999999,47.88700000000001,0.7435897435897436
18644c88d4f063f9727f5826e78245559aef033a,15,0.9532258064516128,0,52.21899999999999,0,0,0.0,0.001,0,0,0.001,0.001,0,0,0.08100000000000002,45.82599999999999,0.7435897435897436
06dda31f5218c138c2eafbe27f154d2faa79b507,15,0.9483870967741934,0,59.613,0,0,0.0,0.003,0,0,0.003,0.003,0,0,0.14300000000000002,52.689,0.7435897435897436
4033a0199e2d0086afeeb07870a687e3b0caf4bf,10,0.9636363636363637,0,59.540000000000006,0,0,0.0,0.001,0,0,0.016,0.016,0,0,0.236,52.825,0.7435897435897436
b58168683d01149a568734df21568ffcc41105fe,10,0.9636363636363637,0,52.251000000000005,0,0,0.0,0.001,0,0,0.013000000000000001,0.013000000000000001,0,0,0.296,45.328,0.7435897435897436
