rank_index,time,class,failures,ranking,nfpa,DDP
0.44906103137101694,0.015,0.0,0,6,0.6532212885154062,0
0.2885935653907198,0.012,0.0,0,7,0.6532212885154062,0
0.28785520067334885,0.0,1.0,0,15,0.6532212885154062,0
0.28424643375880937,0.036000000000000004,0.0,0,4,0.6532212885154062,0
0.2525400527827492,0.059000000000000004,0.0,0,2,0.6532212885154062,0
0.2433166676594969,0.003,1.0,0,11,0.6532212885154062,0
0.15811384922859095,0.004,1.0,0,9,0.6532212885154062,0
0.15311965384856085,0.039,0.0,0,3,0.6532212885154062,0
0.1495075041557991,0.085,0.0,0,1,0.6532212885154062,0
0.144067906375707,0.009000000000000001,0.0,0,8,0.6532212885154062,0
0.08728419175524317,0.002,1.0,0,12,0.6532212885154062,0
0.08455322709584583,0.033,0.0,0,5,0.6532212885154062,0
0.07283540739431862,0.003,1.0,0,10,0.6532212885154062,0
0.06227345215892292,0.0,1.0,0,14,0.6532212885154062,0
0.06074066003746127,0.0,1.0,0,16,0.6532212885154062,0
0.05410071992215438,0.001,1.0,0,13,0.6532212885154062,0
0.052360041237888136,0.0,1.0,0,17,0.6532212885154062,0
rank_index,time,class,failures,ranking,nfpa,DDP
0.4519797321871388,0.015,0.0,0,7,0.665546218487395,0
0.2966182552871384,0.0,1.0,0,17,0.665546218487395,0
0.2923469250592005,0.019,0.0,0,6,0.665546218487395,0
0.2875775401066185,0.024,0.0,0,5,0.665546218487395,0
0.2567104372483173,0.073,0.0,0,1,0.665546218487395,0
0.16080226265019015,0.008,0.0,0,9,0.665546218487395,0
0.15538771342065796,0.062,0.0,0,3,0.665546218487395,0
0.1530555368379168,0.065,0.0,0,2,0.665546218487395,0
0.1465121612704025,0.012,0.0,0,8,0.665546218487395,0
0.10649379417976244,0.003,1.0,0,12,0.665546218487395,0
0.0902901704490824,0.003,1.0,0,11,0.665546218487395,0
0.08716551296432389,0.038,0.0,0,4,0.665546218487395,0
0.07594190794864591,0.005,0.0,0,10,0.665546218487395,0
0.0654091563534696,0.002,1.0,0,13,0.665546218487395,0
0.06408229035934014,0.001,1.0,0,16,0.665546218487395,0
0.05803309934267228,0.001,1.0,0,15,0.665546218487395,0
0.05663810997584559,0.001,1.0,0,14,0.665546218487395,0
rank_index,time,class,failures,ranking,nfpa,DDP
1.6121064439020871,0.0,1.0,0,23,0.7737556561085971,0
1.5845721755368698,0.0,1.0,0,24,0.7737556561085971,0
0.5883752505711599,0.0,1.0,0,17,0.7737556561085971,0
0.4950170877995722,0.016,0.0,0,7,0.7737556561085971,0
0.3337991092522965,0.013000000000000001,0.0,0,8,0.7737556561085971,0
0.3301255852180582,0.027000000000000003,0.0,0,6,0.7737556561085971,0
0.31643656860832986,0.0,1.0,0,25,0.7737556561085971,0
0.2988413501848845,0.07200000000000001,0.0,0,3,0.7737556561085971,0
0.2033073670098069,0.005,0.0,0,11,0.7737556561085971,0
0.19873799412598886,0.043,0.0,0,4,0.7737556561085971,0
0.194991776848426,0.08,0.0,0,2,0.7737556561085971,0
0.19015815868073727,0.01,0.0,0,9,0.7737556561085971,0
0.17138587528227942,0.0,1.0,0,20,0.7737556561085971,0
0.15015280289652516,0.002,1.0,0,14,0.7737556561085971,0
0.14501699359045314,0.0,1.0,0,18,0.7737556561085971,0
0.14478220262564656,0.003,1.0,0,13,0.7737556561085971,0
0.1384111441239374,0.001,1.0,0,16,0.7737556561085971,0
0.13288321349019222,0.004,1.0,0,12,0.7737556561085971,0
0.13020370157461827,0.035,0.0,0,5,0.7737556561085971,0
0.11956117950044645,0.006,0.0,0,10,0.7737556561085971,0
