cycle_id,num_testsuite,NORMALIZED_FPA,accuracy,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%,prediction_time,learning_time,failure_metric
3a7d87111941c19b6b7805f9f2ba1d93f343827f,13,0.778998778998779,0.3076923076923077,0,2.4759999999999995,0,0,0.02,1.2109999999999999,0,0,0.126,1.2659999999999998,0,0,0.309,2.272,0.0010824203491210938,0.6391074657440186,0.5176581641626994
eff0d29723a5e60759d5e0407fce10b162b8cac5,45,0.7177894569198916,0.4,1,257.08500000000004,1,1,9.899,252.43500000000003,1,1,10.015,253.88700000000006,1,1,10.901,256.03600000000006,0.0010995864868164062,0.7052173614501953,0.5176581641626994
169b1bd1749369a29987640894ba5ed01de89691,63,0.7108056805399323,0.6349206349206349,0,246.98899999999998,0,0,0.0,241.751,0,0,0.019,243.741,0,0,0.335,246.315,0.0011153221130371094,0.03753852844238281,0.5176581641626994
45cbb218492aa58c887175a97cfa6e41bdfb4a39,89,0.7466156131651078,0.38202247191011235,0,250.855,0,0,0.0,2.7389999999999994,0,0,0.048,5.729999999999999,0,0,0.989,7.924,0.0011522769927978516,0.25603222846984863,0.5176581641626994
77f6582aeea7e43676981fddc26649fc949e17f7,22,0.7125164690382082,0.6363636363636364,0,4.103999999999999,0,0,0.05,1.5350000000000001,0,0,0.22400000000000003,2.813,0,0,0.541,3.1780000000000004,0.0010979175567626953,0.26909589767456055,0.5176581641626994
50818fbb32120f1584c35861176aacfda1c072bc,35,0.7496311200536552,0.5714285714285714,0,247.597,0,0,0.001,1.762,0,0,0.068,4.331999999999999,0,0,0.422,245.399,0.0010983943939208984,0.811180830001831,0.5176581641626994
34bcd46620a771cad81df36cb017684ad99f0b5c,36,0.7806368011847463,0.5555555555555556,0,249.504,0,0,0.006,3.149,0,0,0.091,3.9760000000000004,0,0,0.6890000000000001,248.39,0.0011093616485595703,0.8189818859100342,0.5176581641626994
321199c084dec00ba4328f66e6b90de43b23a3e0,35,0.8063715627095907,0.7714285714285715,0,247.69,0,0,0.0,0.677,0,0,0.05499999999999999,4.237,0,0,0.41200000000000003,245.981,0.0010976791381835938,1.2833220958709717,0.5176581641626994
70cb773afe2b2ad02a9d551923bdc9cb05ab3440,18,0.6789947842579421,0.7777777777777778,0,4.631,0,0,0.013000000000000001,1.907,0,0,0.16900000000000004,2.447,0,0,0.7,4.2829999999999995,0.0010874271392822266,0.6157665252685547,0.5176581641626994
138198fd0ff02f68b8f96c61d5c82e58ba8e2010,35,0.7832997987927565,0.7142857142857143,0,247.51700000000002,0,0,0.001,2.61,0,0,0.064,3.672,0,0,0.44299999999999995,244.805,0.0010845661163330078,0.3190460205078125,0.5176581641626994
5cd8bb8e272f61f673ed6284291aa89cfd2ca683,35,0.7166331321260898,0.7714285714285715,0,247.454,0,0,0.0,0.881,0,0,0.054,242.85000000000002,0,0,0.358,245.97300000000004,0.0010991096496582031,0.4519379138946533,0.5176581641626994
2bc6aa8706cc920d2529e688d6012fef314a6b36,44,0.7474974463738512,0.7954545454545454,0,10.264000000000003,0,0,0.003,3.357,0,0,0.123,5.627000000000001,0,0,1.037,7.436,0.0012421607971191406,0.24217963218688965,0.5176581641626994
f2a0623d6e879c7bd91710e4608181c1c41a8ebf,45,0.7321229495142537,0.8222222222222222,0,10.369000000000002,0,0,0.0,4.154,0,0,0.096,5.561,0,0,0.9710000000000001,6.013000000000001,0.0011038780212402344,0.40238499641418457,0.5176581641626994
e3b903ce3611947d6e17a3340b7e1dfb3771f13f,30,0.8284505552617664,0.9,0,247.937,0,0,0.0,0.523,0,0,0.046,0.973,0,0,0.621,246.24499999999998,0.0010790824890136719,0.4867255687713623,0.5176581641626994
647cf25d2bdfc54efd577d2a2baa92d15d63d35a,30,0.711686938127975,0.7666666666666667,0,247.735,0,0,0.001,3.535,0,0,0.054000000000000006,244.946,0,0,0.549,246.161,0.0013089179992675781,0.6212739944458008,0.5176581641626994
051b1ee820fd987ab703bca2ec9cbc4b9f3197a1,7,0.657142857142857,0.5714285714285714,0,2.4609999999999994,0,0,0.0,0.16399999999999998,0,0,0.001,0.9319999999999999,0,0,0.123,2.2119999999999997,0.0011942386627197266,0.4036438465118408,0.5176581641626994
e0a059f96bd4f3e90bfb07e0bdf8a8e1981637b5,7,0.9714285714285715,0.5714285714285714,0,2.6510000000000002,0,0,0.0,0.0,0,0,0.001,0.001,0,0,0.137,0.157,0.0010752677917480469,0.2873802185058594,0.5176581641626994
f13056c385f13460c38600146b71d9f6beaaa1ea,51,0.819597592584457,0.5490196078431373,0,249.44600000000003,0,0,0.01,1.8129999999999997,0,0,0.186,2.482,0,0,1.0539999999999998,246.19200000000004,0.0011637210845947266,0.6267127990722656,0.5176581641626994
db2e3bcae64c0a97a4adc017b4cb536d27d186e2,13,0.6923076923076923,0.6923076923076923,0,4.789999999999999,0,0,0.051000000000000004,1.4859999999999998,0,0,0.22800000000000004,3.6479999999999997,0,0,0.9989999999999999,4.369,0.0012869834899902344,1.8663618564605713,0.5176581641626994
06e368b4305619468e1555b1393593fb51dff442,35,0.8558685446009383,0.6857142857142857,0,247.52200000000002,0,0,0.003,0.010000000000000002,0,0,0.051000000000000004,0.242,0,0,0.351,5.928,0.0010912418365478516,0.4830663204193115,0.5176581641626994
