cycle_id,num_testsuite,NORMALIZED_FPA,accuracy,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%,prediction_time,learning_time,failure_metric
434b52eaeeaf2da9fa4eb5786add73d6f2178ef2,96,0.7762572779231878,0.65625,20,0.601,20,5,0.28,0.062,20,10,0.28400000000000003,0.22000000000000003,20,16,0.30800000000000005,0.49200000000000005,0.0023605823516845703,1.9059240818023682,0.49189767908515314
91d51bcdb37938544d56559e2a48ae2596bb331c,96,0.7860657817424286,0.6979166666666666,20,1.389,20,7,0.7130000000000002,0.15400000000000003,20,11,0.7200000000000002,0.8720000000000001,20,14,0.7550000000000002,1.2040000000000002,0.0021059513092041016,1.5868713855743408,0.49189767908515314
3138c6634af852371045173e613146e5f434e84f,112,0.7596418036241045,0.6428571428571429,22,1.35,22,9,0.47700000000000004,0.44900000000000007,22,11,0.47800000000000004,0.8760000000000001,22,17,0.506,1.169,0.001986980438232422,2.148054599761963,0.49189767908515314
b76b60e3dd66ac102cfd8d7d942b7b2346ac1996,97,0.7427600381945009,0.7216494845360825,20,1.021,20,7,0.5810000000000001,0.196,20,12,0.5870000000000001,0.875,20,14,0.6170000000000001,0.9500000000000001,0.0019519329071044922,3.401193141937256,0.49189767908515314
9a502bdb0e043a887089280246c1dc2b58ba2659,133,0.719159125383474,0.706766917293233,23,1.094,23,4,0.45899999999999996,0.6739999999999999,23,12,0.46099999999999997,0.8830000000000001,23,15,0.494,1.0529999999999997,0.0020363330841064453,1.9774022102355957,0.49189767908515314
29bab89fc8d29c326441a872ae590336fe2849c1,119,0.7191501705284624,0.680672268907563,21,0.871,21,7,0.499,0.164,21,10,0.503,0.5950000000000001,21,11,0.532,0.7710000000000001,0.0022416114807128906,4.429366111755371,0.49189767908515314
5e0342d132f95e67f300ed56b2eda51ea8030355,131,0.7105186776187851,0.6793893129770993,22,1.079,22,4,0.37899999999999995,0.099,22,10,0.37899999999999995,0.366,22,15,0.40299999999999997,0.7880000000000001,0.002248048782348633,4.39629864692688,0.49189767908515314
c0dd81d429f272cb51daea5926ce14583e0696d7,133,0.7578072297967798,0.7744360902255639,23,0.907,23,9,0.355,0.32000000000000006,23,11,0.355,0.442,23,17,0.383,0.679,0.002189159393310547,2.8058524131774902,0.49189767908515314
4034f32b9f0715bd253fc7b14c925a06ca277936,97,0.77223777695059,0.7216494845360825,20,0.8860000000000001,20,8,0.424,0.2,20,12,0.43699999999999994,0.403,20,18,0.477,0.4650000000000001,0.0024557113647460938,3.533592700958252,0.49189767908515314
e74a5e0a7663af58116cda89208a08f1589e0ff1,133,0.7492557487967783,0.7293233082706767,22,1.2800000000000002,22,7,0.487,0.34299999999999997,22,10,0.492,0.5930000000000001,22,15,0.525,1.117,0.002571582794189453,3.17608380317688,0.49189767908515314
