experiment;step;policy;reward_function;sched_time;sched_time_duration;total_build_duration;prioritization_time;detected;missed;tests_ran;tests_not_ran;ttf;ttf_duration;time_reduction;napfd/apfd;cost;rewards;avg_precision;prioritization_order;ddp;nrpa;ntr
1;21;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;11.798000000000002;11.798000000000002;1.6033995151519775;12;0;74;0;7;0.18200000000000002;11.616000000000001;0.43355855855855857;0.32757670791659604;5.134831460674158;123;[89, 1, 2, 65, 64, 63, 62, 61, 60, 59, 58, 57, 56, 55, 54, 53, 52, 51, 50, 49, 48, 47, 66, 67, 68, 79, 87, 86, 85, 84, 83, 82, 81, 80, 78, 69, 77, 76, 75, 74, 73, 72, 71, 70, 46, 45, 44, 12, 20, 19, 18, 17, 16, 15, 14, 13, 11, 22, 10, 9, 8, 7, 6, 5, 4, 3, 21, 23, 43, 34, 42, 41, 40, 39, 38, 37, 36, 35, 33, 24, 32, 31, 30, 29, 28, 27, 26, 25, 88];0.579113280455562;0.7637729004171961;0.9845736565519579
1;22;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;31.018;31.018;1.350172519683838;9;0;70;0;1;0.013999999999999999;31.004;0.6976190476190476;0.9817489486391413;5.333333333333333;123;[86, 49, 89, 26, 79, 54, 55, 87, 88, 4, 6, 85, 39, 48, 73, 3, 33, 43, 45, 58, 36, 30, 29, 28, 34, 41, 37, 78, 74, 76, 75, 77, 53, 57, 50, 47, 51, 25, 81, 70, 62, 32, 31, 35, 42, 68, 72, 69, 67, 52, 61, 59, 60, 19, 64, 65, 23, 22, 21, 20, 27, 10, 7, 5, 11, 17, 18, 16, 14, 56, 66, 40, 1, 44, 24, 46, 71, 80, 38, 63, 83, 8, 82, 15, 9, 13, 12, 84, 2, 90];0.27328282828282824;0.9110492743696222;0.9995486491714488
1;23;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;32.412;32.412;1.3774161338806152;9;0;70;1;2;19.501;12.910999999999998;0.6862284820031299;0.37969647729921674;5.164835164835165;123;[90, 26, 86, 49, 89, 88, 87, 79, 54, 55, 4, 6, 33, 73, 48, 39, 43, 3, 30, 37, 34, 85, 76, 75, 25, 58, 36, 45, 29, 28, 41, 78, 74, 77, 47, 51, 50, 57, 53, 81, 19, 62, 70, 31, 32, 35, 42, 72, 69, 68, 67, 52, 59, 60, 61, 64, 65, 23, 20, 27, 21, 22, 10, 7, 5, 16, 17, 18, 11, 14, 56, 1, 66, 40, 44, 46, 71, 80, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12, 91];0.28682170542635654;0.884861617255983;0.3983401209428606
1;24;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.787;30.787;1.3815345764160156;9;0;70;1;3;19.503;11.283999999999999;0.6768388106416275;0.35142899420029367;5.0989010989010985;123;[91, 49, 26, 86, 90, 88, 87, 89, 6, 4, 79, 55, 54, 48, 39, 43, 33, 73, 3, 30, 37, 34, 75, 76, 25, 85, 36, 58, 45, 29, 28, 41, 78, 77, 74, 57, 50, 51, 53, 47, 19, 81, 62, 70, 31, 32, 35, 42, 69, 72, 68, 67, 52, 59, 60, 61, 65, 64, 23, 20, 10, 22, 21, 27, 5, 7, 16, 17, 14, 18, 11, 56, 1, 66, 40, 44, 46, 80, 71, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.29750546611011724;0.8962539807610228;0.36651833566115566
1;25;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.890000000000004;30.890000000000004;1.3841006755828857;9;0;70;1;3;19.506;11.384000000000004;0.6784037558685445;0.3540196395813099;5.1098901098901095;123;[26, 49, 86, 91, 87, 88, 90, 4, 6, 89, 3, 39, 43, 48, 33, 73, 30, 34, 37, 79, 54, 55, 76, 75, 25, 85, 19, 36, 45, 58, 29, 28, 41, 77, 78, 74, 50, 51, 47, 53, 57, 81, 70, 62, 32, 31, 35, 42, 67, 72, 69, 68, 52, 60, 59, 61, 65, 64, 23, 10, 21, 27, 22, 20, 5, 7, 17, 18, 16, 14, 11, 56, 1, 66, 40, 44, 46, 80, 71, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.2957662492546213;0.9006861682918021;0.36853350598899326
1;26;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;31.115000000000002;31.115000000000002;1.374586820602417;9;0;71;0;3;19.512999999999998;11.602000000000004;0.6784037558685445;0.35498062742157227;5.208791208791209;123;[86, 26, 49, 88, 87, 91, 6, 4, 90, 3, 33, 39, 43, 73, 48, 89, 30, 34, 37, 76, 75, 25, 79, 55, 54, 19, 85, 45, 36, 58, 28, 29, 41, 78, 77, 74, 51, 53, 47, 57, 50, 81, 70, 62, 31, 32, 35, 42, 67, 72, 68, 69, 52, 59, 60, 61, 65, 64, 23, 10, 27, 22, 21, 20, 7, 5, 11, 14, 16, 17, 18, 56, 1, 66, 40, 44, 46, 71, 80, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.2957165573444643;0.8955152828392264;0.3728748192190263
1;27;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;31.305;31.305;1.3804168701171875;9;0;70;1;3;19.503;11.802;0.6784037558685445;0.3602335445172051;5.1098901098901095;123;[26, 49, 86, 88, 87, 6, 4, 91, 33, 43, 73, 3, 48, 39, 30, 37, 34, 90, 75, 76, 25, 89, 79, 54, 55, 19, 85, 36, 58, 45, 29, 28, 41, 77, 78, 74, 50, 47, 57, 51, 53, 81, 70, 62, 31, 32, 35, 42, 67, 72, 68, 69, 52, 59, 60, 61, 65, 64, 23, 10, 22, 27, 21, 20, 5, 7, 17, 16, 18, 11, 14, 56, 1, 66, 40, 44, 46, 80, 71, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.2957662492546213;0.8943744049377846;0.3770004791566842
1;28;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.995000000000008;30.995000000000008;1.3715314865112305;9;0;70;1;3;19.512;11.483000000000008;0.6830985915492958;0.3541323869441305;5.142857142857143;123;[26, 49, 86, 87, 88, 6, 4, 39, 3, 73, 33, 43, 48, 30, 37, 34, 91, 76, 75, 25, 90, 89, 19, 79, 54, 55, 45, 36, 58, 85, 28, 29, 41, 74, 77, 78, 47, 50, 57, 53, 51, 81, 70, 62, 32, 31, 35, 42, 67, 68, 69, 72, 52, 61, 60, 59, 65, 64, 23, 10, 21, 27, 22, 20, 5, 7, 17, 16, 18, 11, 14, 56, 1, 66, 40, 44, 46, 71, 80, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.29039952295766247;0.8918628320036768;0.3704791095337959
1;29;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;30.871000000000002;30.871000000000002;1.396174669265747;9;0;70;1;3;19.511;11.360000000000003;0.6862284820031299;0.35208160121509197;5.164835164835165;123;[26, 49, 86, 88, 87, 6, 4, 39, 73, 33, 3, 43, 48, 30, 34, 37, 76, 75, 25, 91, 90, 19, 89, 79, 54, 55, 45, 36, 58, 85, 28, 29, 41, 77, 78, 74, 53, 57, 51, 50, 47, 70, 62, 81, 31, 32, 35, 42, 67, 68, 69, 72, 52, 60, 59, 61, 64, 65, 23, 10, 21, 22, 27, 20, 7, 5, 14, 11, 16, 17, 18, 56, 1, 66, 40, 44, 46, 71, 80, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.28682170542635654;0.8968449390984599;0.36798289656959615
1;30;FRRMAB (C=0.3, D=1, SW=100);Time-ranked Reward;1;32.28600000000001;32.28600000000001;1.3745617866516113;9;0;71;0;3;19.509999999999998;12.77600000000001;0.6862284820031299;0.38195433865383693;5.263736263736264;123;[86, 26, 49, 88, 87, 4, 6, 39, 43, 3, 33, 73, 48, 30, 34, 37, 76, 75, 25, 91, 19, 90, 89, 79, 55, 54, 45, 36, 58, 85, 28, 29, 41, 78, 77, 74, 51, 50, 47, 57, 53, 70, 62, 81, 31, 32, 35, 42, 67, 68, 69, 72, 52, 59, 60, 61, 65, 64, 23, 10, 21, 22, 27, 20, 7, 5, 14, 16, 11, 18, 17, 56, 1, 66, 40, 44, 46, 71, 80, 63, 24, 38, 83, 82, 8, 15, 9, 13, 84, 2, 12];0.28672232160604255;0.9022784727010076;0.395713312271573
