rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
0.4716545364305277,0.001,1,0,22,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4716432746055538,0.0,1,0,23,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4714930966423721,0.055,1,0,14,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4714874254236076,0.0,1,0,24,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713582856447887,1.7080000000000002,0,0,5,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713471184734498,0.044000000000000004,1,0,15,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713423098004305,0.009000000000000001,1,0,20,0.841154652475407,0.9615384615384616,0.9795918367346939
0.471342096690804,0.14800000000000002,1,0,12,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713364665242771,0.004,1,0,21,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713334807756168,0.121,1,0,13,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713327943579811,0.191,1,0,11,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713324812944234,0.024,1,0,17,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713323220420732,0.018000000000000002,1,0,19,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713302292373561,0.276,1,0,10,0.841154652475407,0.9615384615384616,0.9795918367346939
0.471330229213427,5.5520000000000005,0,0,3,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301386854362,1.3019999999999998,0,0,7,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301361335774,0.02,1,0,18,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301274353531,5.428999999999999,0,0,4,0.841154652475407,0.9615384615384616,0.9795918367346939
0.47133012403384705,0.044000000000000004,1,0,16,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235994791,0.355,1,0,9,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235701429,0.71,0,0,8,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235324006,174.639,0,0,1,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235324005,1.675,0,0,6,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235324005,76.77199999999999,2,1,25,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235324005,41.135,0,0,2,0.841154652475407,0.9615384615384616,0.9795918367346939
0.4713301235324005,11.814,2,12,26,0.841154652475407,0.9615384615384616,0.9795918367346939
rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
0.471480380033638,0.1,1,0,18,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713544114365549,1.64,0,0,8,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713447033636153,0.141,1,0,15,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713405519902618,0.012,1,0,21,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713403686731662,0.134,1,0,16,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713329839431502,0.12,1,0,17,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713323987152726,0.366,1,0,14,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713302135619171,0.626,0,0,12,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713302134699109,5.486000000000001,0,0,4,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301364289979,1.27,0,0,9,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.471330134255109,0.022000000000000002,1,0,20,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301268498278,5.131,0,0,6,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301239590954,0.042,1,0,19,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235895974,0.534,0,0,13,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235645152,0.718,0,0,11,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324073,5.172000000000001,0,0,5,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324009,59.828,2,1,23,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,2.325,0,0,7,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,0.775,0,0,10,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,0.011000000000000001,1,0,22,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,12.770999999999999,0,0,3,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,35.952,0,0,2,0.8593894542090655,0.7391304347826086,0.6956521739130435
0.4713301235324005,76.66,0,0,1,0.8593894542090655,0.7391304347826086,0.6956521739130435
