rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
999.9428100585938,0.0,1,0,30,0.9372233400402413,0.4,0.37142857142857144
999.9376831054688,0.0,1,0,31,0.9372233400402413,0.4,0.37142857142857144
999.8719482421876,0.0,1,0,33,0.9372233400402413,0.4,0.37142857142857144
999.6992797851562,0.001,1,0,19,0.9372233400402413,0.4,0.37142857142857144
999.6599731445312,0.001,1,0,27,0.9372233400402413,0.4,0.37142857142857144
999.4939575195312,0.001,1,0,22,0.9372233400402413,0.4,0.37142857142857144
999.4141235351562,0.001,1,0,25,0.9372233400402413,0.4,0.37142857142857144
999.2379150390624,0.001,1,0,18,0.9372233400402413,0.4,0.37142857142857144
999.2197265625,0.001,1,0,17,0.9372233400402413,0.4,0.37142857142857144
998.7305908203124,0.002,0,0,15,0.9372233400402413,0.4,0.37142857142857144
998.727294921875,0.003,0,0,14,0.9372233400402413,0.4,0.37142857142857144
997.9170532226562,0.001,1,0,16,0.9372233400402413,0.4,0.37142857142857144
997.842041015625,0.001,1,0,23,0.9372233400402413,0.4,0.37142857142857144
997.5162963867188,0.044000000000000004,2,1,35,0.9372233400402413,0.4,0.37142857142857144
997.5137329101562,0.0,1,0,32,0.9372233400402413,0.4,0.37142857142857144
997.3439331054688,0.001,1,0,26,0.9372233400402413,0.4,0.37142857142857144
996.9541625976562,0.0,1,0,29,0.9372233400402413,0.4,0.37142857142857144
996.7720336914062,0.001,1,0,24,0.9372233400402413,0.4,0.37142857142857144
996.6221313476562,0.001,1,0,20,0.9372233400402413,0.4,0.37142857142857144
995.9462280273438,0.0,1,0,34,0.9372233400402413,0.4,0.37142857142857144
994.6827392578124,0.001,1,0,21,0.9372233400402413,0.4,0.37142857142857144
991.949462890625,0.004,0,0,13,0.9372233400402413,0.4,0.37142857142857144
990.2568359375,0.0,1,0,28,0.9372233400402413,0.4,0.37142857142857144
989.3278198242188,0.006999999999999999,0,0,11,0.9372233400402413,0.4,0.37142857142857144
985.2530517578124,0.004,0,0,12,0.9372233400402413,0.4,0.37142857142857144
982.3449096679688,0.013000000000000001,0,0,8,0.9372233400402413,0.4,0.37142857142857144
982.0239868164062,0.006999999999999999,0,0,10,0.9372233400402413,0.4,0.37142857142857144
980.3106689453124,0.011000000000000001,0,0,9,0.9372233400402413,0.4,0.37142857142857144
977.536865234375,0.015,0,0,7,0.9372233400402413,0.4,0.37142857142857144
974.6801147460938,0.016,0,0,6,0.9372233400402413,0.4,0.37142857142857144
963.114013671875,0.021,0,0,5,0.9372233400402413,0.4,0.37142857142857144
961.819091796875,0.046,0,0,3,0.9372233400402413,0.4,0.37142857142857144
945.8541259765624,0.039,0,0,4,0.9372233400402413,0.4,0.37142857142857144
897.0582885742188,0.061,0,0,2,0.9372233400402413,0.4,0.37142857142857144
887.5807495117188,0.07200000000000001,0,0,1,0.9372233400402413,0.4,0.37142857142857144
rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
999.7807006835938,0.0,1,0,29,0.9451923076923077,0.75,0.71875
999.7438354492188,0.0,1,0,28,0.9451923076923077,0.75,0.71875
999.7149658203124,0.0,1,0,30,0.9451923076923077,0.75,0.71875
999.6079711914062,0.0,1,0,31,0.9451923076923077,0.75,0.71875
999.5003051757812,0.001,1,0,24,0.9451923076923077,0.75,0.71875
999.412353515625,0.001,1,0,25,0.9451923076923077,0.75,0.71875
999.2725219726562,0.001,1,0,23,0.9451923076923077,0.75,0.71875
999.2197265625,0.001,1,0,26,0.9451923076923077,0.75,0.71875
999.0389404296876,0.003,0,0,16,0.9451923076923077,0.75,0.71875
998.6082763671876,0.002,0,0,19,0.9451923076923077,0.75,0.71875
997.7234497070312,0.011000000000000001,0,0,12,0.9451923076923077,0.75,0.71875
997.653076171875,0.001,1,0,22,0.9451923076923077,0.75,0.71875
997.5831909179688,0.004,0,0,15,0.9451923076923077,0.75,0.71875
997.2926635742188,0.002,0,0,20,0.9451923076923077,0.75,0.71875
996.842041015625,0.001,1,0,27,0.9451923076923077,0.75,0.71875
996.5708618164062,0.011000000000000001,0,0,11,0.9451923076923077,0.75,0.71875
995.2075805664062,0.01,0,0,13,0.9451923076923077,0.75,0.71875
994.94677734375,0.002,0,0,18,0.9451923076923077,0.75,0.71875
991.9766845703124,0.017,0,0,10,0.9451923076923077,0.75,0.71875
991.6369018554688,0.006999999999999999,0,0,14,0.9451923076923077,0.75,0.71875
990.4589233398438,0.026000000000000002,0,0,6,0.9451923076923077,0.75,0.71875
986.1810302734376,0.018000000000000002,0,0,9,0.9451923076923077,0.75,0.71875
985.7071533203124,0.002,0,0,21,0.9451923076923077,0.75,0.71875
981.5794067382812,0.067,2,1,32,0.9451923076923077,0.75,0.71875
980.2693481445312,0.024,0,0,8,0.9451923076923077,0.75,0.71875
979.3955688476562,0.025,0,0,7,0.9451923076923077,0.75,0.71875
969.27197265625,0.003,0,0,17,0.9451923076923077,0.75,0.71875
963.3722534179688,0.069,0,0,2,0.9451923076923077,0.75,0.71875
957.3380737304688,0.08800000000000001,0,0,1,0.9451923076923077,0.75,0.71875
947.8161010742188,0.049,0,0,4,0.9451923076923077,0.75,0.71875
924.1644287109376,0.027999999999999997,0,0,5,0.9451923076923077,0.75,0.71875
886.3528442382812,0.069,0,0,3,0.9451923076923077,0.75,0.71875
rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
1020.5575561523438,0.052000000000000005,2,1,35,0.9327967806841044,0.02857142857142857,0.0
1001.3756103515624,0.0,1,0,33,0.9327967806841044,0.02857142857142857,0.0
1001.31787109375,0.023,0,0,10,0.9327967806841044,0.02857142857142857,0.0
1000.7784423828124,0.002,0,0,21,0.9327967806841044,0.02857142857142857,0.0
1000.5355224609376,0.003,0,0,20,0.9327967806841044,0.02857142857142857,0.0
1000.2618408203124,0.006999999999999999,0,0,16,0.9327967806841044,0.02857142857142857,0.0
1000.0935668945312,0.001,1,0,25,0.9327967806841044,0.02857142857142857,0.0
1000.0355834960938,0.005,0,0,19,0.9327967806841044,0.02857142857142857,0.0
1000.0277709960938,0.0,1,0,34,0.9327967806841044,0.02857142857142857,0.0
1000.0145874023438,0.0,1,0,30,0.9327967806841044,0.02857142857142857,0.0
999.7626953125,0.001,1,0,27,0.9327967806841044,0.02857142857142857,0.0
999.5018310546876,0.001,1,0,24,0.9327967806841044,0.02857142857142857,0.0
999.3096923828124,0.0,1,0,31,0.9327967806841044,0.02857142857142857,0.0
998.87451171875,0.0,1,0,32,0.9327967806841044,0.02857142857142857,0.0
998.6109008789062,0.001,1,0,23,0.9327967806841044,0.02857142857142857,0.0
998.4166870117188,0.001,1,0,26,0.9327967806841044,0.02857142857142857,0.0
998.3430786132812,0.001,1,0,28,0.9327967806841044,0.02857142857142857,0.0
997.5391235351562,0.001,1,0,22,0.9327967806841044,0.02857142857142857,0.0
996.1420288085938,0.005,0,0,17,0.9327967806841044,0.02857142857142857,0.0
995.9454345703124,0.015,0,0,13,0.9327967806841044,0.02857142857142857,0.0
994.9884033203124,0.006999999999999999,0,0,15,0.9327967806841044,0.02857142857142857,0.0
993.7656860351562,0.005,0,0,18,0.9327967806841044,0.02857142857142857,0.0
991.507568359375,0.027000000000000003,0,0,9,0.9327967806841044,0.02857142857142857,0.0
