Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
791,12,39.527,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.5095882317481262,0.0035765379113018602,0.058786348277174966,0.60031384,3
789,6,11.425999999999998,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.1474052856339107,0.0035765379113018602,0.0169932657529031,0.24236724,4
787,16,5.452000000000001,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.07040870472624469,0.0035765379113018602,0.008108461831334478,0.16584484,5
795,2,1.673,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.02170263186885097,0.0035765379113018602,0.0024881615267466216,0.1173999,6
806,10,1.6569999999999998,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.02149641404251641,0.0035765379113018602,0.002464365600609176,0.11719474,7
800,14,1.115,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.014510785175433213,0.0035765379113018602,0.0016582786027032176,0.11024472,8
810,18,0.71,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.009290896446339682,0.0035765379113018602,0.001055944222349134,0.1050512,9
809,5,0.335,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.004457666141623451,0.0035765379113018602,0.0004982272035027604,0.10024217,10
804,13,0.313,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.004174116630413431,0.0035765379113018602,0.0004655078050637731,0.09996004,11
808,8,0.203,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.002756369074363337,0.0035765379113018602,0.00030191081286883687,0.09854936,12
801,15,0.129,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.001802611627566,0.0035765379113018602,0.00019185465448315253,0.09760034,13
805,4,0.099,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.001415953203188701,0.0035765379113018602,0.00014723729297544264,0.097215615,14
807,17,0.071,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0010550720071032225,0.0035765379113018602,0.00010559442223491341,0.096856534,15
803,11,0.043,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0006941908110177439,0.0035765379113018602,6.395155149438416e-05,0.09649744,16
797,3,0.024,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0004493071422454548,0.0035765379113018602,3.5693889206167905e-05,0.096253775,17
793,25,0.017,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0003590868432240851,0.0035765379113018602,2.5283171521035603e-05,0.096163996,18
792,24,0.012,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0002946437724945353,0.0035765379113018602,1.7846944603083952e-05,0.096099876,19
798,1,0.006999999999999999,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0002302007017649856,0.0035765379113018602,1.0410717685132306e-05,0.096035756,20
794,22,0.004,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.00019153485932725572,0.0035765379113018602,5.9489815343613174e-06,0.09599729,21
802,9,0.002,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0001657576310354358,0.0035765379113018602,2.9744907671806587e-06,0.09597164,22
796,23,0.001,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.00015286901688952586,0.0035765379113018602,1.4872453835903298e-06,0.09595881,23
799,20,0.0,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0]",0,46,0,0,0,0,0,0.0001399804027436159,0.0035765379113018602,0.0,0.09594598,24
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
817,7,76.915,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,1.0,0.000715307582260372,0.1143914786788502,1.0741954,1
812,19,53.611999999999995,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.6970715980410209,0.000715307582260372,0.07973419950504475,0.78340983,2
811,12,40.077,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.5211227536641261,0.000715307582260372,0.059604333238149634,0.6116266,3
829,6,10.940999999999999,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.14236800451265172,0.000715307582260372,0.016271951741861797,0.23735279,4
820,16,5.4579999999999975,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.07109149814261001,0.000715307582260372,0.008117385303636017,0.16651177,5
824,2,1.751,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.02290218406022,0.000715307582260372,0.0026041666666666674,0.11858067,6
826,10,1.682,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.02200521544093623,0.000715307582260372,0.002501546735198934,0.11768829,7
830,14,1.239,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.01624641691423033,0.000715307582260372,0.0018426970302684183,0.11195883,8
815,28,0.794,2018-12-19,"[0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.010461619297110402,0.000715307582260372,0.0011808728345707215,0.10620321,9
821,18,0.7090000000000001,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.009356657954514465,0.000715307582260372,0.0010544569769655435,0.1051038,10
816,5,0.335,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.004494828047092324,0.000715307582260372,0.0004982272035027604,0.10026627,11
828,8,0.188,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.002583894901661697,0.000715307582260372,0.000279602132114982,0.09836484,12
827,13,0.17800000000000002,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0024538994495915865,0.000715307582260372,0.0002647296782790787,0.09823549,13
823,15,0.14400000000000002,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.00201191491255321,0.000715307582260372,0.00021416333523700747,0.0977957,14
818,4,0.098,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0014139358330307007,0.000715307582260372,0.00014575004759185233,0.0972007,15
832,26,0.087,2018-12-19,"[0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0012709408357535787,0.000715307582260372,0.00012939034837235866,0.09705841,16
814,17,0.055999999999999994,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0008679549343362358,0.000715307582260372,8.328574148105845e-05,0.09665742,17
831,11,0.047,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0007509590274731361,0.000715307582260372,6.99005330287455e-05,0.096540995,18
822,3,0.021,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0004129708520908483,0.000715307582260372,3.1232153055396924e-05,0.096204676,19
819,1,0.008,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.0002439767643997044,0.000715307582260372,1.1897963068722635e-05,0.09603652,20
825,9,0.003,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,47,0,0,0,0,0,0.00017897903836464909,0.000715307582260372,4.461736150770988e-06,0.09597185,21
813,33,0.001,2018-12-19,"[0, 0, 0]",0,47,0,0,0,0,0,0.00015297994795062698,0.000715307582260372,1.4872453835903298e-06,0.09594598,22
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
839,7,77.375,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,1.0,0.001430615164520744,0.11507561155530174,1.0741954,1
834,19,54.078,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.6989500629847201,0.001430615164520744,0.08042725585379784,0.7852379,2
833,12,39.532,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.5109828404314186,0.001430615164520744,0.0587937845040929,0.6016827,3
841,6,11.171,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.1444945688217543,0.001430615164520744,0.016614018180087568,0.23947616,4
842,16,5.4460000000000015,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.07051461906803162,0.001430615164520744,0.008099538359032937,0.16595018,5
835,2,1.626,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.02115157835899743,0.001430615164520744,0.0024182609937178755,0.116851665,6
850,10,1.611,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.02095774442951169,0.001430615164520744,0.0023959523129640213,0.11665885,7
847,14,1.0979999999999999,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.014328624041099513,0.001430615164520744,0.0016329954311821821,0.11006348,8
855,18,0.708,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.009288941874470366,0.001430615164520744,0.0010529697315819534,0.10504924,9
854,5,0.272,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0036548356574183007,0.001430615164520744,0.00040453074433656965,0.09944334,10
856,8,0.20800000000000002,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.002827810891612493,0.001430615164520744,0.00030934703978678847,0.09862044,11
853,13,0.183,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0025047543424695988,0.001430615164520744,0.00027216590519703034,0.09829899,12
846,15,0.15,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0020783196976009786,0.001430615164520744,0.00022308680753854946,0.09787468,13
849,4,0.09300000000000001,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0013417507655551807,0.001430615164520744,0.00013831382067390062,0.09714178,14
851,17,0.063,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0009540829065837084,0.001430615164520744,9.369645916619077e-05,0.09675603,15
852,11,0.048,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.000760248977097972,0.001430615164520744,7.138777841233581e-05,0.09656317,16
843,3,0.023,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.00043719242795507815,0.001430615164520744,3.4206643822577585e-05,0.09624172,17
840,25,0.022000000000000002,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.00042427016598936237,0.001430615164520744,3.271939843898725e-05,0.09622886,18
836,24,0.016,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.00034673659419506787,0.001430615164520744,2.3795926137445276e-05,0.09615172,19
844,1,0.006,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0002175139745379104,0.001430615164520744,8.923472301541976e-06,0.09602313,20
845,9,0.003,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0001787471886407631,0.001430615164520744,4.461736150770988e-06,0.095984556,21
838,22,0.003,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0001787471886407631,0.001430615164520744,4.461736150770988e-06,0.095984556,22
837,23,0.001,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0001529026647093317,0.001430615164520744,1.4872453835903298e-06,0.09595884,23
848,20,0.0,2018-12-20,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,48,0,0,0,0,0,0.0001399804027436159,0.001430615164520744,0.0,0.09594598,24
Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature,CalcPrio,ranking
876,7,77.368,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,1.0,0.0,0.1150652008376166,1.0741954,1
857,19,53.657,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.6935725244975888,0.0,0.07980112554730631,0.7800153,2
859,12,39.418,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.5095557886501411,0.0,0.05862423853036361,0.60028195,3
867,6,11.388,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.1473120141010886,0.0,0.016936750428326673,0.24227464,4
873,16,5.4579999999999975,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.0706760675054453,0.0,0.008117385303636017,0.16611068,5
870,10,1.891,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.024578188667897318,0.0,0.002812381020369313,0.12026067,6
874,2,1.7369999999999999,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.02258798027401384,0.0,0.0025833452312964025,0.11828071,7
862,14,1.219,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.015893642949133025,0.0,0.0018129521225966122,0.11162056,8
877,28,0.8440000000000001,2018-12-19,"[0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.011047356275715443,0.0,0.0012552351037502384,0.1067988,9
872,18,0.71,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.009315616504414228,0.0,0.001055944222349134,0.10507579,10
869,5,0.322,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.004301325226318178,0.0,0.000478893013516086,0.1000866,11
864,8,0.221,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.0029960586822777085,0.0,0.00032868122977346284,0.09878785,12
868,13,0.19899999999999998,2018-12-19,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,49,0,0,0,0,0,0.002711743197437211,0.0,0.0002959618313344756,0.09850495,13
