priority,priority_p,time,class,failures,failures_percenteage,cycle_id,ranking,nfpa,failure_metric
3.0,0.9999999999999998,0.0,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,42,0.7505972288580982,0.13333333333333333
3.0,0.9999999999999987,0.0,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,44,0.7505972288580982,0.13333333333333333
3.0,0.9999999995254933,0.002,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,34,0.7505972288580982,0.13333333333333333
3.0,0.9148295910668562,0.173,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,12,0.7505972288580982,0.13333333333333333
3.0,0.6302543198553267,0.055,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,21,0.7505972288580982,0.13333333333333333
3.0,0.5467724320258278,9.897,2.0,1,0.5,eff0d29723a5e60759d5e0407fce10b162b8cac5,45,0.7505972288580982,0.13333333333333333
2.0,0.9999999999999993,0.556,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,5,0.7505972288580982,0.13333333333333333
2.0,0.9965938726557882,0.065,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,19,0.7505972288580982,0.13333333333333333
2.0,0.9958526866857705,0.025,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,23,0.7505972288580982,0.13333333333333333
2.0,0.9178664950848705,0.002,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,33,0.7505972288580982,0.13333333333333333
2.0,0.9178421915996329,0.024,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,24,0.7505972288580982,0.13333333333333333
2.0,0.8566478539491332,0.002,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,32,0.7505972288580982,0.13333333333333333
1.0,0.999999999999974,0.009000000000000001,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,30,0.7505972288580982,0.13333333333333333
1.0,0.9999999766281314,0.233,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,9,0.7505972288580982,0.13333333333333333
1.0,0.999996282032009,1.04,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,3,0.7505972288580982,0.13333333333333333
1.0,0.9999263495311275,0.126,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,14,0.7505972288580982,0.13333333333333333
1.0,0.999794570957849,0.057,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,20,0.7505972288580982,0.13333333333333333
1.0,0.9927339182193501,0.235,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,8,0.7505972288580982,0.13333333333333333
1.0,0.9924591224923489,240.83900000000003,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,1,0.7505972288580982,0.13333333333333333
1.0,0.9902629212417349,0.001,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,35,0.7505972288580982,0.13333333333333333
1.0,0.9844512402656146,0.763,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,4,0.7505972288580982,0.13333333333333333
1.0,0.9832425235169804,0.32,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,7,0.7505972288580982,0.13333333333333333
1.0,0.9796844560482152,0.434,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,6,0.7505972288580982,0.13333333333333333
1.0,0.9585730079347209,0.081,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,17,0.7505972288580982,0.13333333333333333
1.0,0.9085705215221918,0.1,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,16,0.7505972288580982,0.13333333333333333
1.0,0.821308645274877,0.0,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,37,0.7505972288580982,0.13333333333333333
1.0,0.5696718838139744,0.027000000000000003,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,22,0.7505972288580982,0.13333333333333333
0.0,0.9999999968849131,0.016,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,25,0.7505972288580982,0.13333333333333333
0.0,0.9999791553898332,0.012,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,28,0.7505972288580982,0.13333333333333333
0.0,0.9999558379205677,0.0,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,41,0.7505972288580982,0.13333333333333333
0.0,0.9996005684207405,0.009000000000000001,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,31,0.7505972288580982,0.13333333333333333
0.0,0.9987414174927834,0.069,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,18,0.7505972288580982,0.13333333333333333
0.0,0.9948260275043986,0.009000000000000001,1.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,29,0.7505972288580982,0.13333333333333333
0.0,0.9682308497048634,1.187,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,2,0.7505972288580982,0.13333333333333333
0.0,0.9546422344643855,0.122,0.0,0,0.0,eff0d29723a5e60759d5e0407fce10b162b8cac5,15,0.7505972288580982,0.13333333333333333
