rank_index,time,class,failures,ranking,nfpa,failure_metric,DDP
6.319973001943321,0.011000000000000001,0,0,24,0.7297086247086247,0.6614285714285714,0.683736131934034
5.766848239635285,0.032,0,0,9,0.7297086247086247,0.6614285714285714,0.683736131934034
4.013173552498494,0.003,0,0,51,0.7297086247086247,0.6614285714285714,0.683736131934034
3.996790260979103,0.005,0,0,36,0.7297086247086247,0.6614285714285714,0.683736131934034
2.388885527215623,0.001,1,0,69,0.7297086247086247,0.6614285714285714,0.683736131934034
2.3726530664127234,0.0,1,0,83,0.7297086247086247,0.6614285714285714,0.683736131934034
2.3675831052502563,0.0,1,0,84,0.7297086247086247,0.6614285714285714,0.683736131934034
2.3308760558691803,0.0,1,0,85,0.7297086247086247,0.6614285714285714,0.683736131934034
2.3067287741019102,0.0,1,0,108,0.7297086247086247,0.6614285714285714,0.683736131934034
2.2971631058692026,0.0,1,0,82,0.7297086247086247,0.6614285714285714,0.683736131934034
1.9430650254248787,0.0,1,0,103,0.7297086247086247,0.6614285714285714,0.683736131934034
1.8546077728539176,0.0,1,0,99,0.7297086247086247,0.6614285714285714,0.683736131934034
1.8002181852494763,0.0,1,0,87,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7817828851052349,0.0,1,0,93,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7658427514122348,0.0,1,0,89,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7570792751922506,0.0,1,0,116,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7524348985418898,0.0,1,0,94,0.7297086247086247,0.6614285714285714,0.683736131934034
1.747702675545982,0.0,1,0,102,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7470319409875013,0.0,1,0,106,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7158679883521353,0.0,1,0,100,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7115894432657397,0.0,1,0,105,0.7297086247086247,0.6614285714285714,0.683736131934034
1.711371429849926,0.0,1,0,104,0.7297086247086247,0.6614285714285714,0.683736131934034
1.7018415406484204,0.0,1,0,88,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6976110888698408,0.003,0,0,46,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6960905198706675,0.0,1,0,86,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6906071077830076,0.0,1,0,101,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6830462668859651,0.0,1,0,90,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6822505428358994,0.003,0,0,47,0.7297086247086247,0.6614285714285714,0.683736131934034
1.679343108927952,0.0,1,0,96,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6792589345798887,0.003,0,0,49,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6792012250184505,0.016,0,0,15,0.7297086247086247,0.6614285714285714,0.683736131934034
1.678753716335544,0.0,1,0,97,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6605095917054051,0.073,0,0,2,0.7297086247086247,0.6614285714285714,0.683736131934034
1.6604250675316328,0.0,1,0,95,0.7297086247086247,0.6614285714285714,0.683736131934034
1.5805362010093815,0.005,2,1,163,0.7297086247086247,0.6614285714285714,0.683736131934034
1.4018987931549265,0.011000000000000001,0,0,23,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3977284106327386,0.062,0,0,4,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3899994220008327,0.0,1,0,91,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3654358088079823,0.003,0,0,50,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3423358612929053,0.005,0,0,34,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3324854802848778,0.011000000000000001,0,0,20,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3312380998534694,0.0,1,0,118,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3269347126037971,0.0,1,0,121,0.7297086247086247,0.6614285714285714,0.683736131934034
1.326680401404682,0.005,0,0,37,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3261911085596998,0.005,0,0,35,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3257791733094713,0.011000000000000001,0,0,21,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3126862759586482,0.0,1,0,117,0.7297086247086247,0.6614285714285714,0.683736131934034
1.3106647060139305,0.002,0,0,57,0.7297086247086247,0.6614285714285714,0.683736131934034
1.304113765955503,0.0,1,0,122,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2885390722660983,0.0,1,0,119,0.7297086247086247,0.6614285714285714,0.683736131934034
1.283671952823608,0.0,1,0,149,0.7297086247086247,0.6614285714285714,0.683736131934034
1.281065974756998,0.0,1,0,109,0.7297086247086247,0.6614285714285714,0.683736131934034
1.28036063225383,0.004,0,0,42,0.7297086247086247,0.6614285714285714,0.683736131934034
1.278733145538434,0.0,1,0,111,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2761957379686129,0.0,1,0,107,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2577461564681889,0.0,1,0,110,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2564720202772317,0.0,1,0,114,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2544741688132677,0.0,1,0,150,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2519246785797564,0.0,1,0,120,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2434742571240278,0.0,1,0,112,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2420477983502642,0.004,0,0,40,0.7297086247086247,0.6614285714285714,0.683736131934034
1.241776983397167,0.0,1,0,113,0.7297086247086247,0.6614285714285714,0.683736131934034
1.237963218019261,0.0,1,0,115,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2361631098669013,0.015,0,0,17,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2312578409688364,0.0,1,0,151,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2297256380170951,0.016,0,0,16,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2287891106211721,0.006999999999999999,0,0,30,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2128178544272012,0.011000000000000001,0,0,22,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2082278970265117,0.001,1,0,68,0.7297086247086247,0.6614285714285714,0.683736131934034
1.2058355687816649,0.003,0,0,48,0.7297086247086247,0.6614285714285714,0.683736131934034
1.1751811990815582,0.001,3,1,168,0.7297086247086247,0.6614285714285714,0.683736131934034
1.1625200961568265,0.027000000000000003,0,0,11,0.7297086247086247,0.6614285714285714,0.683736131934034
1.1537014140925692,0.057999999999999996,2,1,153,0.7297086247086247,0.6614285714285714,0.683736131934034
