test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,time_0,failures_%,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/jsoup/safety/CleanerTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,21,0,0,0,0,0,0.0,0.0,0.076,0.0,1,1,1,1,6,0,6,0,1,0,0,21,21,21,0,21,0,0,0,21,180,32,143,83,91,20,92,114,81,33,1,1,1,1,0,0.14,21,21,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,81,0,0,0,0,0,0.0,0.0,0.021,0.0,1,1,1,1,7,0,6,1,1,0,0,81,81,81,0,81,0,0,0,81,723,104,571,270,396,89,369,451,265,186,1,1,1,1,0,0.16,81,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/AttributeParseTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,6,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,6,40,47,29,18,1,1,1,1,0,0.11,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/ElementsTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,25,0,0,0,0,0,0.0,0.0,0.016,0.0,1,1,1,1,7,0,7,0,2,0,0,27,27,27,0,27,0,0,0,27,240,42,195,87,134,9,138,166,89,77,1,1,1,1,0,0.05,27,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/TextNodeTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,4,0,0,0,0,0,0.0,0.0,0.001,0.0,1,1,1,1,13,1,11,0,1,0,0,4,4,4,0,4,0,0,0,4,69,13,53,28,38,4,43,48,28,20,1,1,1,1,0,0.08,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,10,0,0,0,0,0,0.0,0.0,0.142,0.0,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/ElementTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,50,0,0,0,0,0,0.0,0.0,0.016,0.0,1,1,1,1,9,0,8,0,1,0,0,50,50,50,1,50,0,0,0,50,542,99,431,182,316,22,326,381,186,195,2,2,2,1,1,0.05,54,54,54,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,17,0,0,0,0,0,0.0,0.0,0.005,0.0,1,1,1,1,9,1,8,1,2,0,0,19,19,19,0,19,0,0,0,19,210,40,162,71,115,27,121,141,73,68,1,1,1,1,0,0.17,19,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,7,0,0,0,0,0,0.0,0.0,0.001,0.0,1,1,1,1,8,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,82,17,61,23,40,4,44,52,23,29,1,1,1,1,0,0.07,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/EntitiesTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,6,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,7,0,6,0,1,0,0,6,6,6,0,6,0,0,0,6,63,14,48,27,28,2,34,41,27,14,1,1,1,1,0,0.04,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/SelectorTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,47,0,0,0,0,0,0.0,0.0,0.034,0.0,1,1,1,1,11,1,10,0,1,0,0,47,47,47,0,47,0,0,0,47,601,114,478,206,376,26,382,430,206,224,1,1,1,1,0,0.05,47,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,7,0,7,1,1,1,1,17,17,16,0,17,0,1,0,16,186,26,154,85,88,29,84,105,65,40,2,2,2,1,1,0.19,20,20,20,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/XmlTreeBuilderTest.java,d7b5d5b28a6dd7ff198f02e1ee82160220135a74,7,0,0,0,0,0,0.0,0.0,0.002,0.0,1,1,1,1,8,0,7,1,1,0,0,7,7,7,0,7,0,0,0,7,95,13,74,48,37,17,44,52,40,12,1,1,1,1,0,0.23,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/QueryParserTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,2,0,0,0,0,0,0.0,0.0,0.009000000000000001,0.0,1,1,1,1,14,1,12,1,1,0,0,2,2,2,0,2,0,0,0,2,42,5,30,13,20,7,22,27,14,13,2,2,2,1,1,0.23,3,3,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/ElementsTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,25,0,0,0,0,0,0.016,0.0,0.01,0.1981864094734192,1,1,1,1,7,0,7,0,2,0,0,27,27,27,0,27,0,0,0,27,240,42,195,87,134,9,138,166,89,77,1,1,1,1,0,0.05,27,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,1,0,0,0,0,0,0.0,0.0,0.0,0.19597729841868086,1,1,1,1,7,0,7,1,1,1,1,17,17,16,0,17,0,1,0,16,186,26,154,85,88,29,84,105,65,40,2,2,2,1,1,0.19,20,20,20,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/AttributeParseTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,6,0,0,0,0,0,0.0,0.0,0.0,0.19923678636550904,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,6,40,47,29,18,1,1,1,1,0,0.11,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/DataUtilTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,3,0,0,0,0,0,0.0,0.0,0.001,0.0,1,1,1,1,6,0,6,0,1,0,0,3,3,3,0,3,0,0,0,3,34,6,28,15,12,1,19,23,14,9,1,1,1,1,0,0.04,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/TextNodeTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,4,0,0,0,0,0,0.001,0.0,0.001,0.1991526285807292,1,1,1,1,13,1,11,0,1,0,0,4,4,4,0,4,0,0,0,4,69,13,53,28,38,4,43,48,28,20,1,1,1,1,0,0.08,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/EntitiesTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,6,0,0,0,0,0,0.0,0.0,0.001,0.19782631794611613,1,1,1,1,7,0,6,0,1,0,0,6,6,6,0,6,0,0,0,6,63,14,48,27,28,2,34,41,27,14,1,1,1,1,0,0.04,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/CssTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,16,0,0,0,0,0,0.0,0.0,0.046,0.0,1,1,1,1,8,0,7,0,1,1,1,19,19,18,1,19,0,0,1,18,214,36,178,54,104,0,120,147,43,104,3,3,3,1,1,0.0,26,26,26,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,17,0,0,0,0,0,0.005,0.0,0.004,0.1989982048670451,1,1,1,1,9,1,8,1,2,0,0,19,19,19,0,19,0,0,0,19,210,40,162,71,115,27,121,141,73,68,1,1,1,1,0,0.17,19,19,19,19,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/ElementTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,50,0,0,0,0,0,0.016,0.0,0.012,0.1997562368710836,1,1,1,1,9,0,8,0,1,0,0,50,50,50,1,50,0,0,0,50,542,99,431,182,316,22,326,381,186,195,2,2,2,1,1,0.05,54,54,54,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,7,0,0,0,0,0,0.001,0.0,0.003,0.19943278630574546,1,1,1,1,8,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,82,17,61,23,40,4,44,52,23,29,1,1,1,1,0,0.07,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/XmlTreeBuilderTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,7,0,0,0,0,0,0.002,0.0,0.001,0.19840779701868694,1,1,1,1,8,0,7,1,1,0,0,7,7,7,0,7,0,0,0,7,95,13,74,48,37,17,44,52,40,12,1,1,1,1,0,0.23,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/SelectorTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,47,0,0,0,0,0,0.034,0.0,0.083,0.19945091406504314,1,1,1,1,11,1,10,0,1,0,0,47,47,47,0,47,0,0,0,47,601,114,478,206,376,26,382,430,206,224,1,1,1,1,0,0.05,47,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/ParseTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,10,0,0,0,0,0,0.142,0.0,0.15,0.20149153073628745,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,db2d5aa85352fe63531540ef396b944e2fe58e2c,81,0,0,0,0,0,0.021,0.0,0.026,0.20316295226415002,1,1,1,1,7,0,6,1,1,0,0,81,81,81,0,81,0,0,0,81,723,104,571,270,396,89,369,451,265,186,1,1,1,1,0,0.16,81,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,1,0,0,0,0,0,0.0,0.0,0.001,0.14047401746114094,1,1,1,1,7,0,7,1,1,1,1,17,17,16,0,17,0,1,0,16,186,26,154,85,88,29,84,105,65,40,2,2,2,1,1,0.19,20,20,20,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/NodeTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,17,0,0,0,0,0,0.004,0.0,0.002,0.13941124677658082,1,1,1,1,9,1,8,1,2,0,0,19,19,19,0,19,0,0,0,19,210,40,162,71,115,27,121,141,73,68,1,1,1,1,0,0.17,19,19,19,19,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/safety/CleanerTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,21,0,0,0,0,0,0.076,0.0,0.07400000000000001,0.3413361271222433,1,1,1,1,6,0,6,0,1,0,0,21,21,21,0,21,0,0,0,21,180,32,143,83,91,20,92,114,81,33,1,1,1,1,0,0.14,21,21,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/SelectorTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,47,0,0,0,0,0,0.083,0.0,0.033,0.13891857862472534,1,1,1,1,11,1,10,0,1,0,0,47,47,47,0,47,0,0,0,47,601,114,478,206,376,26,382,430,206,224,1,1,1,1,0,0.05,47,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/HtmlParserTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,81,0,0,0,0,0,0.026,0.0,0.018000000000000002,0.1387238581975301,1,1,1,1,7,0,6,1,1,0,0,81,81,81,0,81,0,0,0,81,723,104,571,270,396,89,369,451,265,186,1,1,1,1,0,0.16,81,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/AttributeParseTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,6,0,0,0,0,0,0.0,0.0,0.0,0.14263741572697958,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,6,40,47,29,18,1,1,1,1,0,0.11,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/ElementsTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,25,0,0,0,0,0,0.01,0.0,0.01,0.14367871284484862,1,1,1,1,7,0,7,0,2,0,0,27,27,27,0,27,0,0,0,27,240,42,195,87,134,9,138,166,89,77,1,1,1,1,0,0.05,27,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,6,0,0,0,0,0,0.001,0.0,0.0,0.1424408237139384,1,1,1,1,7,0,6,0,1,0,0,6,6,6,0,6,0,0,0,6,63,14,48,27,28,2,34,41,27,14,1,1,1,1,0,0.04,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/TextNodeTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,4,0,0,0,0,0,0.001,0.0,0.0,0.14297047058741252,1,1,1,1,13,1,11,0,1,0,0,4,4,4,0,4,0,0,0,4,69,13,53,28,38,4,43,48,28,20,1,1,1,1,0,0.08,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/XmlTreeBuilderTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,7,0,0,0,0,0,0.001,0.0,0.001,0.14135985771814982,1,1,1,1,8,0,7,1,1,0,0,7,7,7,0,7,0,0,0,7,95,13,74,48,37,17,44,52,40,12,1,1,1,1,0,0.23,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,10,0,0,0,0,0,0.15,0.0,0.11,0.14089134136835735,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/ElementTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,50,0,0,0,0,0,0.012,0.0,0.018000000000000002,0.14261642694473267,1,1,1,1,9,0,8,0,1,0,0,50,50,50,1,50,0,0,0,50,542,99,431,182,316,22,326,381,186,195,2,2,2,1,1,0.05,54,54,54,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,bbd778464660544e1bcacade75ca219aefd1b82e,7,0,0,0,0,0,0.003,0.0,0.001,0.14261598587036134,1,1,1,1,8,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,82,17,61,23,40,4,44,52,23,29,1,1,1,1,0,0.07,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/HtmlParserTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,81,0,0,0,0,0,0.018000000000000002,0.0,0.02,0.2173768957455953,1,1,1,1,7,0,6,1,1,0,0,81,81,81,0,81,0,0,0,81,723,104,571,270,396,89,369,451,265,186,1,1,1,1,0,0.16,81,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/helper/StringUtilTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,8,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/DocumentTypeTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,4,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,5,0,4,1,1,0,0,4,4,4,0,4,0,0,0,4,41,9,27,18,11,9,14,19,15,4,1,1,1,1,0,0.33,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/QueryParserTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,2,0,0,0,0,0,0.009000000000000001,0.0,0.0,0.3622512698173523,1,1,1,1,14,1,12,1,1,0,0,2,2,2,0,2,0,0,0,2,42,5,30,13,20,7,22,27,14,13,2,2,2,1,1,0.23,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/TokenQueueTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,6,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,61,10,48,24,31,3,34,41,24,17,1,1,1,1,0,0.06,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/ParseTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,10,0,0,0,0,0,0.11,0.0,0.116,0.2177248239517212,1,1,1,1,11,0,9,2,1,0,0,11,11,11,0,11,1,0,0,10,170,24,130,65,84,36,81,94,52,42,2,2,2,1,1,0.28,12,12,12,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/SelectorTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,47,0,0,0,0,0,0.033,0.0,0.033,0.22054004669189453,1,1,1,1,11,1,10,0,1,0,0,47,47,47,0,47,0,0,0,47,601,114,478,206,376,26,382,430,206,224,1,1,1,1,0,0.05,47,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/TextNodeTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,4,0,0,0,0,0,0.0,0.0,0.001,0.2192427118619283,1,1,1,1,13,1,11,0,1,0,0,4,4,4,0,4,0,0,0,4,69,13,53,28,38,4,43,48,28,20,1,1,1,1,0,0.08,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/safety/CleanerTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,21,0,0,0,0,0,0.07400000000000001,0.0,0.076,0.2218096613883972,1,1,1,1,6,0,6,0,1,0,0,21,21,21,0,21,0,0,0,21,180,32,143,83,91,20,92,114,81,33,1,1,1,1,0,0.14,21,21,21,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/XmlTreeBuilderTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,7,0,0,0,0,0,0.001,0.0,0.002,0.2195648988087972,1,1,1,1,8,0,7,1,1,0,0,7,7,7,0,7,0,0,0,7,95,13,74,48,37,17,44,52,40,12,1,1,1,1,0,0.23,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/select/ElementsTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,25,0,0,0,0,0,0.01,0.0,0.011,0.22069389422734575,1,1,1,1,7,0,7,0,2,0,0,27,27,27,0,27,0,0,0,27,240,42,195,87,134,9,138,166,89,77,1,1,1,1,0,0.05,27,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,17,0,0,0,0,0,0.002,0.0,0.006,0.22314951419830326,1,1,1,1,9,1,8,1,2,0,0,19,19,19,0,19,0,0,0,19,210,40,162,71,115,27,121,141,73,68,1,1,1,1,0,0.17,19,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/parser/AttributeParseTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,6,0,0,0,0,0,0.0,0.0,0.0,0.22161476214726766,1,1,1,1,7,0,7,0,1,0,0,6,6,6,0,6,0,0,0,6,69,11,54,29,33,6,40,47,29,18,1,1,1,1,0,0.11,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/ElementTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,50,0,0,0,0,0,0.018000000000000002,0.0,0.019,0.22022651036580404,1,1,1,1,9,0,8,0,1,0,0,50,50,50,1,50,0,0,0,50,542,99,431,182,316,22,326,381,186,195,2,2,2,1,1,0.05,54,54,54,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/DocumentTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,7,0,0,0,0,0,0.001,0.0,0.002,0.22024505535761515,1,1,1,1,8,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,82,17,61,23,40,4,44,52,23,29,1,1,1,1,0,0.07,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/DataUtilTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,3,0,0,0,0,0,0.001,0.0,0.001,0.3649888833363851,1,1,1,1,6,0,6,0,1,0,0,3,3,3,0,3,0,0,0,3,34,6,28,15,12,1,19,23,14,9,1,1,1,1,0,0.04,3,3,3,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/EntitiesTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,6,0,0,0,0,0,0.0,0.0,0.0,0.22229225238164266,1,1,1,1,7,0,6,0,1,0,0,6,6,6,0,6,0,0,0,6,63,14,48,27,28,2,34,41,27,14,1,1,1,1,0,0.04,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/integration/UrlConnectTest.java,82f8683129e83b2d7ad9c95efcd4777212d13762,1,0,0,0,0,0,0.001,0.0,0.0,0.2256560246149699,1,1,1,1,7,0,7,1,1,1,1,17,17,16,0,17,0,1,0,16,186,26,154,85,88,29,84,105,65,40,2,2,2,1,1,0.19,20,20,20,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/HttpConnectionTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,15,0,0,0,0,0,0.0,0.0,0.005,0.0,1,1,1,1,7,0,6,1,1,0,0,15,15,15,0,15,0,0,0,15,140,23,114,47,74,19,82,98,47,51,1,1,1,1,0,0.17,15,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/NodeTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,17,0,0,0,0,0,0.006,0.0,0.004,0.13500332434972126,1,1,1,1,9,1,8,1,2,0,0,19,19,19,0,19,0,0,0,19,210,40,162,71,115,27,121,141,73,68,1,1,1,1,0,0.17,19,19,19,19,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/helper/StringUtilTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,8,0,0,0,0,0,0.0,0.0,0.0,0.1390522559483846,1,1,1,1,8,0,7,0,1,0,0,8,8,8,0,8,0,0,0,8,86,17,68,22,43,1,50,59,22,37,1,1,1,1,0,0.01,8,8,8,8,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/DocumentTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,7,0,0,0,0,0,0.002,0.0,0.003,0.1347451368967692,1,1,1,1,8,0,7,0,1,0,0,7,7,7,0,7,0,0,0,7,82,17,61,23,40,4,44,52,23,29,1,1,1,1,0,0.07,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/XmlTreeBuilderTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,7,0,0,0,0,0,0.002,0.0,0.003,0.13677223920822146,1,1,1,1,8,0,7,1,1,0,0,7,7,7,0,7,0,0,0,7,95,13,74,48,37,17,44,52,40,12,1,1,1,1,0,0.23,7,7,7,7,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/parser/HtmlParserTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,81,0,0,0,0,0,0.02,0.0,0.02,0.14094146887461345,1,1,1,1,7,0,6,1,1,0,0,81,81,81,0,81,0,0,0,81,723,104,571,270,396,89,369,451,265,186,1,1,1,1,0,0.16,81,81,81,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/SelectorTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,47,0,0,0,0,0,0.033,0.0,0.031,0.1390196164449056,1,1,1,1,11,1,10,0,1,0,0,47,47,47,0,47,0,0,0,47,601,114,478,206,376,26,382,430,206,224,1,1,1,1,0,0.05,47,47,47,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/select/ElementsTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,25,0,0,0,0,0,0.011,0.0,0.012,0.1381727655728658,1,1,1,1,7,0,7,0,2,0,0,27,27,27,0,27,0,0,0,27,240,42,195,87,134,9,138,166,89,77,1,1,1,1,0,0.05,27,27,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/integration/UrlConnectTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,1,0,0,0,0,0,0.0,0.0,0.0,0.13642162481943768,1,1,1,1,7,0,7,1,1,1,1,17,17,16,0,17,0,1,0,16,186,26,154,85,88,29,84,105,65,40,2,2,2,1,1,0.19,20,20,20,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/TextNodeTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,4,0,0,0,0,0,0.001,0.0,0.0,0.13988143603007,1,1,1,1,13,1,11,0,1,0,0,4,4,4,0,4,0,0,0,4,69,13,53,28,38,4,43,48,28,20,1,1,1,1,0,0.08,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/jsoup/nodes/ElementTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,50,0,0,0,0,0,0.019,0.0,0.02,0.13844194412231445,1,1,1,1,9,0,8,0,1,0,0,50,50,50,1,50,0,0,0,50,542,99,431,182,316,22,326,381,186,195,2,2,2,1,1,0.05,54,54,54,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/jsoup/nodes/EntitiesTest.java,009013169754d4869f3a55c27a3443fc72d1d1f1,6,0,0,0,0,0,0.0,0.0,0.0,0.13804365396499635,1,1,1,1,7,0,6,0,1,0,0,6,6,6,0,6,0,0,0,6,63,14,48,27,28,2,34,41,27,14,1,1,1,1,0,0.04,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
