step;env;model;NAPFD/APFD;NRPA;DDP;training_time(seconds);prediction_time(microseconds)
1;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;25993
2;bcel;DeepOrder;0.0;0.5859649122807018;-1.0;0;18563
3;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;17647
4;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;21262
5;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;20116
6;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;18850
7;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;17664
8;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18102
9;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;18541
10;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;20789
11;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;27456
12;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18393
13;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;18261
14;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18920
15;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17278
16;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;17262
17;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18606
18;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18097
19;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17359
20;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17448
21;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20656
22;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20629
23;bcel;DeepOrder;0.0;0.6263736263736264;-1.0;0;19196
24;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;19179
25;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17885
26;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17605
27;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17596
28;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17257
29;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17604
30;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20678
31;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;25879
32;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;21760
33;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;19921
34;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;19951
35;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18908
36;bcel;DeepOrder;0.0;0.6;-1.0;0;19393
37;bcel;DeepOrder;0.0;0.6078431372549019;-1.0;0;19484
38;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17673
39;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17012
40;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17050
41;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20521
42;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18248
43;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;19485
44;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18268
45;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17757
46;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17810
47;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20141
48;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18274
49;bcel;DeepOrder;0.0;0.6263736263736264;-1.0;0;18330
50;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;18685
51;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;24884
52;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17825
53;bcel;DeepOrder;0.0;0.6;-1.0;0;16955
54;bcel;DeepOrder;0.0;0.6;-1.0;0;20068
55;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;18012
56;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18059
57;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17649
58;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17465
59;bcel;DeepOrder;0.0;0.5980392156862745;-1.0;0;21031
60;bcel;DeepOrder;0.0;0.6071428571428571;-1.0;0;20033
61;bcel;DeepOrder;0.0;0.6071428571428571;-1.0;0;23031
62;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;17396
63;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17631
64;bcel;DeepOrder;0.0;0.6;-1.0;0;22382
65;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20836
66;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;18225
67;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;0;18535
68;bcel;DeepOrder;0.0;0.6071428571428571;-1.0;0;20267
69;bcel;DeepOrder;0.0;0.5789473684210527;-1.0;0;19717
70;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18426
71;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;21541
72;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18135
73;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17969
74;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17997
75;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;18909
76;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;19633
77;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18508
78;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18003
79;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;20134
80;bcel;DeepOrder;0.0;0.5882352941176471;-1.0;0;18231
81;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;21595
82;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17631
83;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;19561
84;bcel;DeepOrder;0.0;0.5929824561403508;-1.0;0;18084
85;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;17985
86;bcel;DeepOrder;0.0;0.5789473684210527;-1.0;0;20907
87;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;18345
88;bcel;DeepOrder;0.0;0.5931372549019608;-1.0;0;17852
89;bcel;DeepOrder;0.0;0.6;-1.0;0;18266
90;bcel;DeepOrder;0.0;0.6285714285714284;-1.0;0;18310
91;bcel;DeepOrder;0.0;0.574025974025974;-1.0;0;34215
92;bcel;DeepOrder;0.0;0.5844155844155844;-1.0;0;28051
93;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;28685
94;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;0;28288
95;bcel;DeepOrder;0.0;0.6071428571428571;-1.0;0;28344
96;bcel;DeepOrder;0.0;0.6071428571428571;-1.0;0;28139
97;bcel;DeepOrder;0.0;0.574025974025974;-1.0;0;28215
98;bcel;DeepOrder;0.0;0.574025974025974;-1.0;0;28307
99;bcel;DeepOrder;0.0;0.6047430830039526;-1.0;0;28640
100;bcel;DeepOrder;0.0;0.6047430830039526;-1.0;0;29420
101;bcel;DeepOrder;0.0;0.5691699604743082;-1.0;0;34477
102;bcel;DeepOrder;0.0;0.6;-1.0;0;29403
103;bcel;DeepOrder;0.0;0.5740259740259741;-1.0;0;28924
104;bcel;DeepOrder;0.0;0.5844155844155844;-1.0;0;28140
105;bcel;DeepOrder;0.0;0.574025974025974;-1.0;0;28907
106;bcel;DeepOrder;0.0;0.5974025974025974;-1.0;0;28197
107;bcel;DeepOrder;0.0;0.5818181818181818;-1.0;0;28144
108;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;28265
109;bcel;DeepOrder;0.0;0.575098814229249;-1.0;0;28154
110;bcel;DeepOrder;0.0;0.568986568986569;-1.0;0;28682
111;bcel;DeepOrder;0.0;0.5671936758893281;-1.0;0;34021
112;bcel;DeepOrder;0.0;0.5691699604743082;-1.0;0;27858
113;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;28142
114;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;28364
115;bcel;DeepOrder;0.0;0.5671936758893281;-1.0;0;28672
116;bcel;DeepOrder;0.0;0.5824561403508772;-1.0;0;28032
117;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;28000
118;bcel;DeepOrder;0.0;0.5671936758893281;-1.0;0;27858
119;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;29825
120;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;28548
121;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;33731
122;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;184590
123;bcel;DeepOrder;0.0;0.5849802371541504;-1.0;0;19095
124;bcel;DeepOrder;0.0;0.5869565217391305;-1.0;0;18881
125;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;17526
126;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;17695
127;bcel;DeepOrder;0.0;0.5691699604743082;-1.0;0;18154
128;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;18007
129;bcel;DeepOrder;0.0;0.5731225296442689;-1.0;0;18011
130;bcel;DeepOrder;0.0;0.575098814229249;-1.0;0;18942
131;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;0;22597
132;bcel;DeepOrder;0.0;0.575098814229249;-1.0;0;17855
133;bcel;DeepOrder;0.0;0.5818181818181818;-1.0;0;17351
134;bcel;DeepOrder;0.0;0.5714285714285715;-1.0;0;17521
135;bcel;DeepOrder;0.0;0.5844155844155844;-1.0;0;17432
136;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;0;18066
137;bcel;DeepOrder;0.0;0.5818181818181818;-1.0;0;18248
138;bcel;DeepOrder;0.0;0.5818181818181818;-1.0;0;17264
139;bcel;DeepOrder;0.0;0.574025974025974;-1.0;0;17079
140;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;0;17132
141;bcel;DeepOrder;0.0;0.5974025974025974;-1.0;0;22016
142;bcel;DeepOrder;0.0;0.5974025974025974;-1.0;0;17385
143;bcel;DeepOrder;0.0;0.5714285714285715;-1.0;0;18858
144;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;0;28841
145;bcel;DeepOrder;0.0;0.5974025974025974;-1.0;0;28395
146;bcel;DeepOrder;0.0;0.5714285714285715;-1.0;0;27673
