MART,RankNet,RankBoost,CA,L-MART,DeepOrder,RL,COLEMAN,PPO2-PO,ACER-PA,PPO1-LI
0.0,0.5294117647058824,0.0,0.17647058823529413,0.4117647058823529,0.0,0.35294117647058826,0.0,0.058823529411764705,0.0,0.11764705882352941
0.08,0.56,0.0,0.2,0.44,0.0,0.32,0.12,0.08,0.0,0.64
0.4444444444444444,0.5,0.0,0.2222222222222222,0.3888888888888889,0.0555555555555555,0.9444444444444444,0.0555555555555555,0.05555555555555555,0.0,0.9444444444444444
0.5,0.5,0.0,0.2222222222222222,0.3888888888888889,0.0555555555555555,0.6666666666666666,0.0555555555555555,0.05555555555555555,0.0,0.5
0.0,0.52,0.0,0.16,0.4,0.04,0.92,0.16,0.04,0.0,0.72
0.5789473684210527,0.47368421052631576,0.0,0.21052631578947367,0.3684210526315789,0.0,0.3684210526315789,0.0526315789473684,0.0,0.0,0.631578947368421
0.0,0.5,0.0,0.0,0.4,0.0,0.75,0.05,0.05,0.0,0.6
0.5384615384615384,0.5384615384615384,0.0,0.2692307692307692,0.38461538461538464,0.0384615384615384,0.07692307692307693,0.1923076923076923,0.0,0.0,0.38461538461538464
0.6785714285714286,0.5714285714285714,0.0,0.14285714285714285,0.39285714285714285,0.0357142857142857,0.5714285714285714,0.25,0.03571428571428571,0.0,0.14285714285714285
0.0,0.5,0.0,0.18181818181818182,0.36363636363636365,0.0454545454545454,0.5454545454545454,0.0909090909090909,0.045454545454545456,0.0,0.45454545454545453
0.0,0.47368421052631576,0.0,0.0,0.42105263157894735,0.0526315789473684,0.47368421052631576,0.0526315789473684,0.05263157894736842,0.0,0.42105263157894735
0.0,0.5238095238095238,0.0,0.23809523809523808,0.3333333333333333,0.0476190476190476,0.7142857142857143,0.0952380952380952,0.0,0.0,0.6666666666666666
0.375,0.25,0.0,0.375,0.125,0.125,0.125,0.125,0.0,0.0,0.5
0.47619047619047616,0.47619047619047616,0.0,0.047619047619047616,0.38095238095238093,0.0,0.8571428571428571,0.0476190476190476,0.09523809523809523,0.0,0.9047619047619048
0.23529411764705882,0.5294117647058824,0.0,0.0,0.4117647058823529,0.0,0.47058823529411764,0.0588235294117647,0.0,0.0,0.7647058823529411
0.037037037037037035,0.5555555555555556,0.0,0.1111111111111111,0.4444444444444444,0.037037037037037,0.5555555555555556,0.1111111111111111,0.037037037037037035,0.0,0.25925925925925924
0.0,0.6,0.0,0.03333333333333333,0.4,0.0,0.2,0.2,0.03333333333333333,0.0,0.5333333333333333
0.6,0.55,0.0,0.2,0.3,0.0,0.45,0.1,0.05,0.0,0.35
0.25925925925925924,0.5555555555555556,0.0,0.18518518518518517,0.3333333333333333,0.037037037037037,0.8148148148148148,0.1481481481481481,0.07407407407407407,0.0,0.8148148148148148
0.3333333333333333,0.5925925925925926,0.0,0.2222222222222222,0.3333333333333333,0.037037037037037,0.18518518518518517,0.1851851851851851,0.18518518518518517,0.0,0.8888888888888888
0.32142857142857145,0.5714285714285714,0.0,0.25,0.35714285714285715,0.0357142857142857,0.39285714285714285,0.1785714285714285,0.10714285714285714,0.0,0.7142857142857143
0.7,0.55,0.0,0.2,0.3,0.05,0.6,0.1,0.0,0.0,0.9
0.7666666666666667,0.6,0.0,0.16666666666666666,0.36666666666666664,0.0,0.23333333333333334,0.2333333333333333,0.0,0.0,0.7333333333333333
0.15,0.55,0.0,0.2,0.3,0.0,0.1,0.1,0.1,0.0,0.1
0.0,0.47058823529411764,0.0,0.23529411764705882,0.17647058823529413,0.0588235294117647,0.7058823529411765,0.1764705882352941,0.058823529411764705,0.0,0.8823529411764706
0.0,0.0,0.3076923076923077,0.5384615384615384,0.6923076923076923,0.3076923076923077,0.6153846153846154,0.0,0.6153846153846154,0.6153846153846154,0.5384615384615384
0.0,0.0,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.9230769230769232,0.46153846153846156,0.0,0.6153846153846154,0.7692307692307693,0.15384615384615385
0.0,0.0,0.3076923076923077,0.23076923076923078,0.6923076923076923,0.9230769230769232,0.23076923076923078,0.0769230769230769,0.0,0.6923076923076923,0.0
0.0,0.5882352941176471,0.8823529411764706,0.5294117647058824,0.9411764705882353,0.4705882352941176,0.17647058823529413,0.2352941176470588,0.47058823529411764,0.47058823529411764,0.6470588235294118
0.0,0.6410256410256411,0.8717948717948718,0.5897435897435898,0.8717948717948718,0.2051282051282051,0.46153846153846156,0.1282051282051282,0.9743589743589743,0.7692307692307693,0.02564102564102564
0.0,0.25,0.625,0.5,0.5,0.25,0.5,0.75,0.25,0.625,0.0
0.12408759124087591,0.6496350364963503,0.043795620437956206,0.26277372262773724,0.8029197080291971,0.291970802919708,0.3357664233576642,0.6642335766423357,0.6861313868613139,0.6934306569343066,0.5693430656934306
0.0,0.32857142857142857,0.04285714285714286,0.8428571428571429,0.21428571428571427,0.6857142857142857,0.5428571428571428,0.5714285714285714,0.37142857142857144,0.05714285714285714,0.5714285714285714
