MART,RankNet,RankBoost,CA,L-MART,DeepOrder,RL,COLEMAN,PPO2-PO,ACER-PA,PPO1-LI
0.9705882352941176,0.4411764705882353,0.9705882352941176,0.7941176470588235,0.5588235294117647,0.9705882352941176,0.6176470588235294,0.9705882352941176,0.9117647058823529,0.9705882352941176,0.8529411764705882
0.9,0.42000000000000004,0.98,0.78,0.54,0.98,0.66,0.86,0.9,0.98,0.33999999999999997
0.5277777777777778,0.4722222222222222,0.9722222222222222,0.75,0.5833333333333334,0.9166666666666666,0.027777777777777776,0.9166666666666666,0.9166666666666666,0.9722222222222222,0.027777777777777776
0.4722222222222222,0.4722222222222222,0.9722222222222222,0.75,0.5833333333333334,0.9166666666666666,0.3055555555555556,0.9166666666666666,0.9166666666666666,0.9722222222222222,0.4722222222222222
0.98,0.45999999999999996,0.98,0.8200000000000001,0.5800000000000001,0.94,0.06000000000000004,0.8200000000000001,0.9400000000000001,0.98,0.26
0.39473684210526316,0.5,0.9736842105263158,0.7631578947368421,0.6052631578947368,0.9736842105263158,0.6052631578947368,0.9210526315789472,0.9736842105263158,0.9736842105263158,0.3421052631578947
0.975,0.475,0.975,0.975,0.5750000000000001,0.975,0.22499999999999995,0.925,0.925,0.975,0.375
0.44230769230769235,0.44230769230769235,0.9807692307692308,0.7115384615384616,0.5961538461538461,0.9423076923076924,0.9038461538461539,0.7884615384615384,0.9807692307692308,0.9807692307692308,0.5961538461538461
0.30357142857142855,0.41071428571428575,0.9821428571428572,0.8392857142857143,0.5892857142857143,0.9464285714285716,0.41071428571428575,0.7321428571428572,0.9464285714285715,0.9821428571428572,0.8392857142857143
0.9772727272727273,0.4772727272727273,0.9772727272727273,0.7954545454545454,0.6136363636363635,0.9318181818181818,0.43181818181818177,0.8863636363636364,0.9318181818181818,0.9772727272727273,0.5227272727272727
0.9736842105263158,0.5,0.9736842105263158,0.9736842105263158,0.5526315789473685,0.9210526315789472,0.5,0.9210526315789472,0.9210526315789473,0.9736842105263158,0.5526315789473685
0.9761904761904762,0.45238095238095244,0.9761904761904762,0.7380952380952381,0.6428571428571429,0.9285714285714286,0.261904761904762,0.880952380952381,0.9761904761904762,0.9761904761904762,0.30952380952380953
0.5625,0.6875,0.9375,0.5625,0.8125,0.8125,0.8125,0.8125,0.9375,0.9375,0.4375
0.5,0.5,0.9761904761904762,0.9285714285714286,0.5952380952380952,0.9761904761904762,0.11904761904761904,0.9285714285714286,0.880952380952381,0.9761904761904762,0.07142857142857148
0.7352941176470588,0.4411764705882353,0.9705882352941176,0.9705882352941176,0.5588235294117647,0.9705882352941176,0.5,0.9117647058823528,0.9705882352941176,0.9705882352941176,0.20588235294117652
0.9444444444444444,0.42592592592592593,0.9814814814814815,0.8703703703703703,0.5370370370370371,0.9444444444444444,0.42592592592592593,0.8703703703703703,0.9444444444444444,0.9814814814814815,0.7222222222222222
0.9833333333333334,0.38333333333333336,0.9833333333333334,0.9500000000000001,0.5833333333333334,0.9833333333333334,0.7833333333333333,0.7833333333333333,0.9500000000000001,0.9833333333333334,0.45
0.375,0.42500000000000004,0.975,0.775,0.675,0.975,0.525,0.875,0.925,0.975,0.625
0.7222222222222222,0.42592592592592593,0.9814814814814815,0.7962962962962963,0.6481481481481481,0.9444444444444444,0.16666666666666666,0.8333333333333334,0.9074074074074073,0.9814814814814815,0.16666666666666666
0.6481481481481481,0.38888888888888884,0.9814814814814815,0.7592592592592592,0.6481481481481481,0.9444444444444444,0.7962962962962963,0.7962962962962963,0.7962962962962963,0.9814814814814815,0.09259259259259259
0.6607142857142857,0.41071428571428575,0.9821428571428572,0.7321428571428572,0.6250000000000001,0.9464285714285716,0.5892857142857143,0.8035714285714286,0.8750000000000001,0.9821428571428572,0.26785714285714285
0.275,0.42500000000000004,0.975,0.775,0.675,0.925,0.375,0.875,0.975,0.975,0.07500000000000004
0.21666666666666662,0.38333333333333336,0.9833333333333334,0.8166666666666668,0.6166666666666667,0.9833333333333334,0.7500000000000001,0.7500000000000001,0.9833333333333334,0.9833333333333334,0.24999999999999994
0.8250000000000001,0.42500000000000004,0.975,0.775,0.675,0.975,0.875,0.875,0.875,0.975,0.875
0.9705882352941176,0.5,0.9705882352941176,0.7352941176470588,0.7941176470588235,0.9117647058823528,0.26470588235294124,0.7941176470588235,0.9117647058823529,0.9705882352941176,0.08823529411764708
0.9615384615384616,0.9615384615384616,0.6538461538461539,0.423076923076923,0.26923076923076916,0.6538461538461539,0.34615384615384615,0.9615384615384616,0.34615384615384615,0.34615384615384615,0.423076923076923
0.9615384615384616,0.9615384615384616,0.6538461538461539,0.6538461538461539,0.34615384615384615,0.0384615384615384,0.5,0.9615384615384616,0.34615384615384615,0.19230769230769232,0.8076923076923076
0.9615384615384616,0.9615384615384616,0.6538461538461539,0.7307692307692307,0.26923076923076916,0.0384615384615384,0.7307692307692307,0.8846153846153846,0.9615384615384616,0.26923076923076916,0.9615384615384616
0.9705882352941176,0.38235294117647056,0.08823529411764708,0.4411764705882353,0.029411764705882353,0.5,0.7941176470588235,0.7352941176470588,0.5,0.5,0.32352941176470584
0.9871794871794871,0.3461538461538462,0.11538461538461535,0.3974358974358974,0.11538461538461535,0.7820512820512819,0.5256410256410255,0.8589743589743589,0.01282051282051282,0.217948717948718,0.9615384615384615
0.9375,0.6875,0.3125,0.4375,0.4375,0.6875,0.4375,0.1875,0.6875,0.3125,0.9375
0.8642857142857143,0.35,0.9428571428571428,0.7357142857142858,0.19999999999999998,0.7071428571428571,0.6642857142857143,0.3357142857142857,0.3142857142857143,0.30714285714285716,0.4357142857142857
0.9928571428571429,0.6642857142857143,0.95,0.15000000000000005,0.7785714285714286,0.3071428571428571,0.44999999999999996,0.4214285714285714,0.6214285714285714,0.9357142857142857,0.4214285714285714
0.9929577464788732,0.204225352112676,0.9507042253521126,0.6690140845070423,0.4295774647887324,0.6549295774647887,0.9225352112676056,0.2183098591549296,0.176056338028169,0.23239436619718312,0.528169014084507
0.9929577464788732,0.34507042253521125,0.9507042253521126,0.5704225352112676,0.1197183098591549,0.6408450704225352,0.880281690140845,0.471830985915493,0.34507042253521125,0.7253521126760563,0.7253521126760563
0.9930555555555556,0.3402777777777778,0.9513888888888888,0.6319444444444444,0.020833333333333284,0.6319444444444444,0.9513888888888888,0.7430555555555556,0.22916666666666666,0.2847222222222222,0.5208333333333333
0.9931506849315068,0.34931506849315075,0.952054794520548,0.5958904109589042,0.22602739726027396,0.0068493150684931,0.8287671232876712,0.7328767123287672,0.32191780821917815,0.32191780821917815,0.5273972602739727
0.9929577464788732,0.007042253521126761,0.9507042253521126,0.9647887323943662,0.556338028169014,0.880281690140845,0.21830985915492962,0.3732394366197182,0.07746478873239439,0.03521126760563376,0.9366197183098591
0.9931506849315068,0.678082191780822,0.952054794520548,0.5547945205479452,0.7328767123287672,0.6095890410958904,0.1849315068493151,0.9794520547945206,0.6643835616438356,0.6095890410958904,0.48630136986301375
0.9935897435897436,0.10897435897435895,0.9551282051282051,0.2628205128205128,0.1346153846153846,0.8782051282051282,0.7628205128205128,0.2628205128205128,0.12179487179487183,0.08333333333333329,0.4807692307692307
0.99375,0.10624999999999998,0.9562499999999999,0.91875,0.043749999999999976,0.00625,0.63125,0.30625,0.09375000000000003,0.05625000000000004,0.94375
0.9935897435897436,0.10897435897435895,0.9551282051282051,0.27564102564102566,0.10897435897435895,0.0064102564102564,0.891025641025641,0.6474358974358974,0.03205128205128207,0.22435897435897437,0.9551282051282051
0.7405063291139241,0.04430379746835441,0.9556962025316456,0.006329113924050633,0.5379746835443038,0.7911392405063291,0.2848101265822785,0.8291139240506329,0.018987341772151854,0.41139240506329117,0.9430379746835443
0.74375,0.043749999999999976,0.9562499999999999,0.00625,0.54375,0.00625,0.69375,0.81875,0.018749999999999954,0.40625,0.45624999999999993
0.6142857142857142,0.4428571428571429,0.014285714285714285,0.18571428571428567,0.7285714285714285,0.8999999999999999,0.5285714285714285,0.6428571428571428,0.8142857142857143,0.38571428571428573,0.8428571428571427
0.265625,0.453125,0.265625,0.140625,0.609375,0.984375,0.703125,0.984375,0.859375,0.171875,0.578125
0.9857142857142857,0.6714285714285714,0.38571428571428573,0.4142857142857143,0.7285714285714285,0.9857142857142857,0.7,0.8999999999999999,0.5285714285714285,0.6142857142857142,0.35714285714285715
0.04545454545454543,0.6818181818181819,0.3787878787878788,0.9848484848484849,0.6515151515151515,0.9848484848484848,0.015151515151515152,0.9545454545454546,0.10606060606060609,0.1969696969696969,0.04545454545454543
0.9857142857142857,0.6714285714285714,0.32857142857142857,0.6714285714285714,0.6142857142857142,0.9857142857142857,0.5285714285714285,0.8999999999999999,0.4142857142857143,0.2714285714285714,0.042857142857142864
0.109375,0.890625,0.359375,0.421875,0.671875,0.984375,0.140625,0.953125,0.796875,0.296875,0.984375
