step;env;model;NAPFD/APFD;NRPA;DDP;training_time(seconds);prediction_time(microseconds)
1;bcel;DeepOrder;0.0;0.5452821242294926;-1.0;1;25265
2;bcel;DeepOrder;0.0;0.5910364145658262;-1.0;1;18860
3;bcel;DeepOrder;0.0;0.6491228070175438;-1.0;1;18482
4;bcel;DeepOrder;0.0;0.6491228070175438;-1.0;1;34335
5;bcel;DeepOrder;0.0;0.5476529160739687;-1.0;1;39037
6;bcel;DeepOrder;0.0;0.5935483870967742;-1.0;1;39049
7;bcel;DeepOrder;0.0;0.55049786628734;-1.0;1;22252
8;bcel;DeepOrder;0.0;0.55049786628734;-1.0;1;17190
9;bcel;DeepOrder;0.0;0.5910364145658262;-1.0;1;17356
10;bcel;DeepOrder;0.0;0.5538169748696065;-1.0;1;17361
11;bcel;DeepOrder;0.0;0.5653225806451613;-1.0;1;21350
12;bcel;DeepOrder;0.0;0.6169354838709677;-1.0;1;17631
13;bcel;DeepOrder;0.0;0.5653225806451613;-1.0;1;22643
14;bcel;DeepOrder;0.0;0.5835561497326203;-1.0;1;17462
15;bcel;DeepOrder;0.0;0.5724137931034482;-1.0;1;17346
16;bcel;DeepOrder;0.0;0.6372549019607843;-1.0;1;20661
17;bcel;DeepOrder;0.0;0.5551820728291317;-1.0;1;21532
18;bcel;DeepOrder;0.0;0.5862299465240641;-1.0;1;19649
19;bcel;DeepOrder;0.0;0.6059743954480797;-1.0;1;18284
20;bcel;DeepOrder;0.0;0.5881773399014778;-1.0;1;18435
21;bcel;DeepOrder;0.0;0.6142857142857142;-1.0;1;18672
22;bcel;DeepOrder;0.0;0.6047430830039526;-1.0;1;21646
23;bcel;DeepOrder;0.0;0.5910364145658262;-1.0;1;23324
24;bcel;DeepOrder;0.0;0.5529411764705883;-1.0;1;17982
25;bcel;DeepOrder;0.0;0.6153846153846153;-1.0;1;17834
26;bcel;DeepOrder;0.7857142857142857;0.7357142857142857;0.14285714285714285;1;19492
27;bcel;DeepOrder;0.0;0.6285714285714284;-1.0;1;17894
28;bcel;DeepOrder;0.0;0.7017543859649124;-1.0;1;19531
29;bcel;DeepOrder;0.0;0.6421568627450981;-1.0;1;19650
30;bcel;DeepOrder;0.0;0.5855614973262032;-1.0;1;19442
31;bcel;DeepOrder;0.0;0.5980392156862745;-1.0;1;17957
32;bcel;DeepOrder;0.0;0.6140350877192982;-1.0;1;18883
33;bcel;DeepOrder;0.0;0.5825910931174089;-1.0;1;22508
34;bcel;DeepOrder;0.0;0.582995951417004;-1.0;1;19130
35;bcel;DeepOrder;0.0;0.5838056680161943;-1.0;1;23445
36;bcel;DeepOrder;0.0;0.5497975708502024;-1.0;1;19343
37;bcel;DeepOrder;0.0;0.6344827586206895;-1.0;1;18333
38;bcel;DeepOrder;0.0;0.6047430830039526;-1.0;1;18147
39;bcel;DeepOrder;0.0;0.5909407665505226;-1.0;1;18066
40;bcel;DeepOrder;0.0;0.5766233766233767;-1.0;1;19632
41;bcel;DeepOrder;0.0;0.7428571428571429;-1.0;1;19158
42;bcel;DeepOrder;0.0;0.6140350877192982;-1.0;1;22008
43;bcel;DeepOrder;0.0;0.6285714285714284;-1.0;1;22595
44;bcel;DeepOrder;0.0;0.6140350877192982;-1.0;1;23379
45;bcel;DeepOrder;0.0;0.6357142857142858;-1.0;1;17979
46;bcel;DeepOrder;0.9705882352941176;0.7271708683473389;0.0;1;17951
47;bcel;DeepOrder;0.9705882352941176;0.8028011204481793;0.0;1;21035
48;bcel;DeepOrder;0.0;0.6372549019607843;-1.0;1;18660
49;bcel;DeepOrder;0.9761904761904762;0.6605255209906372;0.0;1;18132
50;bcel;DeepOrder;0.0;0.6078431372549019;-1.0;1;17741
51;bcel;DeepOrder;0.0;0.6581196581196581;-1.0;1;17652
52;bcel;DeepOrder;0.9782608695652174;0.6574930619796485;0.0;1;22231
53;bcel;DeepOrder;0.9772727272727273;0.6471673254281951;0.0;1;27002
54;bcel;DeepOrder;0.9772727272727273;0.6471673254281951;0.0;1;28391
55;bcel;DeepOrder;0.9772727272727273;0.6669301712779974;0.0;1;29812
56;bcel;DeepOrder;0.880952380952381;0.6846874056176383;0.09523809523809523;1;18649
57;bcel;DeepOrder;0.9166666666666666;0.6235182550972024;0.05555555555555555;1;19157
58;bcel;DeepOrder;0.9705882352941176;0.6980392156862745;0.0;1;18738
59;bcel;DeepOrder;0.0;0.5923076923076923;-1.0;1;17464
60;bcel;DeepOrder;0.96875;0.7359625668449198;0.0;1;17519
61;bcel;DeepOrder;0.0;0.6263736263736264;-1.0;1;17957
62;bcel;DeepOrder;0.0;0.6461538461538461;-1.0;1;24546
63;bcel;DeepOrder;0.0;0.5810276679841898;-1.0;1;25620
64;bcel;DeepOrder;0.9666666666666667;0.6693548387096775;0.0;1;20365
65;bcel;DeepOrder;0.9782608695652174;0.6389916743755782;0.0;1;17853
66;bcel;DeepOrder;0.9705882352941176;0.6549019607843137;0.0;1;17729
67;bcel;DeepOrder;0.9772727272727273;0.6532279314888011;0.0;1;17893
68;bcel;DeepOrder;0.9772727272727273;0.613965744400527;0.0;1;21103
69;bcel;DeepOrder;0.9772727272727273;0.6366271409749671;0.0;1;20462
70;bcel;DeepOrder;0.9736842105263158;0.6121457489878541;0.0;1;20049
71;bcel;DeepOrder;0.9807692307692308;0.6466698919529109;0.0;1;18890
