test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/springframework/data/redis/connection/lettuce/LettuceReactiveScriptingCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,20,0,0,0,0,0,0.0,0.021,0.026000000000000002,52.39197803735733,1,1,1,1,10,2,8,1,1,1,0,12,12,10,0,11,0,1,0,10,182,44,119,49,69,52,52,65,38,27,2,2,2,1,1,0.44,13,13,13,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveListCommandTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,50,0,0,0,0,0,0.0,0.052000000000000005,0.061,52.39201217095057,1,1,1,1,8,2,6,0,1,0,0,25,25,25,0,25,0,0,0,25,309,88,201,84,102,51,105,131,56,75,1,1,1,1,0,0.25,25,25,25,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveStringCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,76,0,0,0,0,0,0.0,0.124,0.092,16.127140732606257,1,1,1,1,9,2,7,1,1,0,0,39,39,38,0,38,0,0,0,38,512,136,356,133,203,108,153,192,90,102,1,1,1,1,0,0.3,39,39,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveHyperLogLogCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,10,0,0,0,0,0,0.0,0.006999999999999999,0.012,52.395089256763455,1,1,1,1,8,2,5,0,1,0,0,5,5,5,0,5,0,0,0,5,82,21,42,18,18,24,22,28,13,15,1,1,1,1,0,0.57,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveRedisConnectionUnitTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,13,0,0,0,0,0,0.0,1.1,0.073,52.39262231985728,1,1,1,1,7,2,5,0,1,0,0,18,18,14,3,14,0,0,0,14,217,65,132,73,64,33,80,95,52,43,1,1,1,1,0,0.25,18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveServerCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,28,0,0,0,0,0,0.0,0.11199999999999999,0.037000000000000005,16.116088219483693,1,1,1,1,7,1,6,1,1,0,0,23,23,14,0,14,0,0,0,14,207,45,142,37,87,62,45,66,22,44,2,2,2,1,2,0.44,28,28,28,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveKeyCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,70,0,0,0,0,0,0.0,0.051,0.01,52.39288843075435,1,1,1,1,8,2,6,0,1,0,0,39,39,35,1,35,0,0,0,35,439,119,299,114,164,90,140,176,71,105,1,1,1,1,0,0.3,39,39,39,39,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveClusterKeyCommandsTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,2,0,0,0,0,0,0.0,0.001,0.003,76.70868550539016,1,1,1,1,10,2,7,0,1,0,1,2,2,2,0,2,0,0,0,2,65,14,33,21,11,20,25,29,20,9,2,2,2,1,1,0.61,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveRedisClusterConnectionUnitTests.java,f13056c385f13460c38600146b71d9f6beaaa1ea,2,0,0,0,0,0,0.0,0.405,1.07,76.70914783477784,1,1,1,1,8,2,5,0,1,0,1,3,3,3,6,3,0,0,0,3,91,18,53,42,12,22,39,43,36,7,1,1,1,1,0,0.42,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/DefaultRedisTypeMapperUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,16,0,0,0,0,0,0.0,0.12,0.312,28.68648183743159,1,1,1,1,7,1,5,0,1,0,0,20,20,20,4,20,0,3,0,17,224,52,152,58,74,36,70,94,40,54,3,3,3,1,1,0.24,24,24,24,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/MappingRedisConverterUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,133,0,0,0,0,0,0.0,1.56,1.818,28.686506370703377,1,1,1,1,11,2,8,0,6,0,0,144,144,144,10,144,3,2,0,139,2020,575,1423,600,925,186,845,1001,426,575,4,4,5,1,1,0.13,150,150,152,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,6,0,0,0,0,0,0.0,0.08800000000000001,0.08800000000000001,28.685653607050575,1,1,1,1,13,4,9,0,3,0,0,8,8,8,7,8,0,0,0,8,199,49,129,67,60,27,92,103,54,49,1,1,1,1,0,0.21,8,8,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/mapping/ObjectHashMapperTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,6,0,0,0,0,0,0.0,0.012,0.019,28.68302575349808,1,1,1,1,5,1,4,0,1,0,0,4,4,4,0,4,0,0,1,3,60,13,28,20,9,22,15,20,17,3,1,1,1,1,0,0.79,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/RedisRepositoryIntegrationTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,22,0,0,0,0,0,0.0,0.20600000000000002,0.247,28.68699899911881,1,1,1,1,11,3,7,0,2,0,0,4,4,4,1,4,1,1,0,2,117,25,73,53,22,20,49,55,41,14,1,1,1,1,0,0.27,4,4,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/IndexWriterUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,11,0,0,0,0,0,0.0,0.3,0.358,28.68452143271764,1,1,1,1,8,2,6,0,4,0,4,15,15,15,4,15,0,0,0,15,216,54,143,74,63,30,81,99,60,39,1,1,1,1,0,0.21,15,15,15,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/convert/BinaryKeyspaceIdentifierUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,4,0,0,0,0,0,0.0,0.0,0.0,28.684094170729324,1,1,1,1,7,1,6,0,1,0,0,4,4,4,0,4,0,0,0,4,67,11,36,14,17,24,20,25,10,15,1,1,1,1,0,0.67,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/convert/KeyspaceIdentifierUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,4,0,0,0,0,0,0.0,0.034,0.032,28.684109242757163,1,1,1,1,6,1,5,0,1,0,0,4,4,4,0,4,0,0,0,4,65,11,34,14,15,24,20,25,10,15,1,1,1,1,0,0.71,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/configuration/RedisRepositoryConfigurationUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,3,0,0,0,0,0,0.0,0.5670000000000001,0.588,28.68472697337468,1,1,1,1,5,1,4,0,7,1,0,7,7,6,3,7,4,0,0,3,139,26,95,69,18,21,49,63,50,13,1,1,1,1,0,0.22,7,7,7,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/configuration/RedisRepositoryConfigurationExtensionUnitTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,7,0,0,0,0,0,0.0,0.04,0.045,28.685184439023327,1,1,1,1,6,1,5,0,8,2,0,13,13,11,7,13,0,5,0,8,192,47,123,74,42,29,56,81,58,23,3,3,3,3,2,0.24,16,16,16,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,88,0,0,0,0,0,0.0,0.327,0.212,0.9085031151771544,1,1,1,1,17,3,13,0,8,2,0,57,57,33,36,35,1,0,0,34,977,237,704,228,507,69,465,515,180,335,8,8,8,8,1,0.1,64,64,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/repository/support/QueryByExampleRedisExecutorTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,8,0,0,0,0,0,0.0,0.042,0.044000000000000004,28.688617289066315,1,1,1,1,8,2,6,0,3,0,0,15,15,13,11,13,0,1,0,12,229,55,153,97,71,29,94,110,72,38,1,1,1,1,0,0.19,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,db2e3bcae64c0a97a4adc017b4cb536d27d186e2,58,0,0,0,0,0,0.0,0.23,1.0270000000000001,0.9069118142127992,1,1,1,1,14,3,10,0,8,4,1,39,37,34,25,38,0,2,0,36,767,210,519,213,324,77,368,417,163,254,3,3,3,1,2,0.15,43,43,44,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/SubscriptionConnectionTests.java,06e368b4305619468e1555b1393593fb51dff442,6,0,0,0,0,0,0.0,240.845,240.83900000000003,6.817237293720245,1,1,1,1,13,1,10,1,2,2,2,8,8,6,3,8,0,0,0,8,189,25,127,58,70,37,93,109,55,54,3,3,3,1,2,0.29,14,14,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/collections/RedisMapTests.java,06e368b4305619468e1555b1393593fb51dff442,464,0,0,0,0,0,0.0,0.085,0.061,6.8201085170110085,1,1,1,1,37,5,31,6,1,1,0,3,3,2,0,3,1,0,0,2,172,22,121,54,86,43,90,95,49,46,2,2,2,1,1,0.36,4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/jedis/ScanTests.java,06e368b4305619468e1555b1393593fb51dff442,2,0,0,0,0,0,0.0,0.992,0.963,6.8199128150939945,1,1,1,1,13,2,10,0,1,2,0,6,6,3,3,5,0,0,0,5,134,25,86,47,36,23,59,70,42,28,4,4,4,1,3,0.27,11,11,11,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/MultithreadedRedisTemplateTests.java,06e368b4305619468e1555b1393593fb51dff442,2,0,0,0,0,0,0.0,0.005,0.006999999999999999,6.818686938285827,1,1,1,1,8,1,7,0,1,2,0,4,4,2,1,4,0,0,0,4,89,17,52,31,19,21,38,44,28,16,2,2,2,1,1,0.4,5,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceSentinelIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.011000000000000001,0.011000000000000001,6.82187168598175,1,1,1,1,14,3,11,0,1,2,7,13,13,11,1,13,0,0,0,13,296,70,202,95,123,37,131,151,76,75,2,2,2,1,1,0.18,14,14,14,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryTests.java,06e368b4305619468e1555b1393593fb51dff442,25,0,0,0,0,0,0.0,0.055999999999999994,0.06,6.820274376869202,1,1,1,1,12,2,9,0,1,2,0,36,36,29,2,31,0,3,0,28,565,119,408,169,265,55,250,295,120,175,2,2,2,1,1,0.13,43,43,44,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/ReactiveRedisMessageListenerContainerIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,10,0,0,0,0,0,0.0,0.019,0.019,6.822736422220867,1,1,1,1,8,1,6,1,1,3,3,20,20,8,2,11,0,1,0,10,213,44,145,66,79,48,74,89,52,37,3,3,3,1,2,0.33,23,23,23,20,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,06e368b4305619468e1555b1393593fb51dff442,88,0,0,0,0,0,0.0,0.212,0.44,5.910081307093304,1,1,1,1,17,3,13,0,8,2,0,57,57,33,36,35,1,0,0,34,977,237,704,228,507,69,465,515,180,335,8,8,8,8,1,0.1,64,64,64,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/script/DefaultReactiveScriptExecutorTests.java,06e368b4305619468e1555b1393593fb51dff442,16,0,0,0,0,0,0.0,0.223,0.20600000000000002,6.816310028235117,1,1,1,1,11,3,8,0,1,2,3,14,14,10,0,12,0,0,1,11,248,61,167,83,94,28,102,117,64,53,2,2,2,1,1,0.17,15,15,15,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/stream/StreamReceiverIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.001,6.821074688434602,1,1,1,1,10,1,7,1,2,2,3,23,23,7,3,9,0,0,0,9,270,55,189,96,120,59,93,106,69,37,2,2,2,1,1,0.31,25,25,25,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/collections/RedisPropertiesTests.java,06e368b4305619468e1555b1393593fb51dff442,560,0,0,0,0,0,0.0,0.052000000000000005,0.038,6.817659441630045,1,1,1,1,12,1,10,1,1,1,0,17,17,16,2,17,1,0,1,15,310,52,225,107,137,46,146,167,86,81,2,2,2,1,1,0.2,18,18,18,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionPipelineIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.002,0.002,6.81824977795283,1,1,1,1,13,0,12,0,1,0,0,5,5,4,0,4,0,0,0,4,112,9,78,39,39,26,50,58,29,29,2,2,2,1,1,0.33,7,7,7,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultReactiveHashOperationsIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,34,0,0,0,0,0,0.0,0.048,0.038,6.816575352350871,1,1,1,1,13,3,9,2,1,2,0,27,27,20,5,22,0,1,0,21,440,110,309,158,206,95,172,195,130,65,1,1,2,1,0,0.31,27,27,31,27,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisClusterTemplateTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.0,6.816562175750732,1,1,1,1,10,1,8,1,1,1,2,16,16,15,0,16,0,0,0,16,269,48,197,101,106,38,112,130,68,62,2,2,2,1,1,0.19,17,17,17,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/TransactionalLettuceIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,10,0,0,0,0,0,0.0,0.45899999999999996,0.8440000000000001,6.825561499595642,1,1,1,1,8,1,7,0,2,0,0,1,1,1,0,1,0,0,0,1,46,5,22,15,5,19,12,15,11,4,1,1,1,1,0,0.86,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/mapping/Jackson2HashMapperTests.java,06e368b4305619468e1555b1393593fb51dff442,2,0,0,0,0,0,0.0,0.001,0.026000000000000002,6.824643695354463,1,1,1,1,7,1,6,0,1,2,0,5,5,3,3,5,0,0,0,5,101,18,62,39,20,22,43,50,34,16,2,2,2,1,1,0.35,6,6,6,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/script/lettuce/LettuceDefaultScriptExecutorTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.0,6.8215676665306075,1,1,1,1,6,1,5,0,1,0,1,3,3,3,0,3,0,0,1,2,60,9,30,17,8,21,17,22,14,8,2,2,2,1,1,0.7,4,4,4,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisTemplateTests.java,06e368b4305619468e1555b1393593fb51dff442,819,0,0,0,0,0,0.0,2.037,2.291,6.820608182748159,1,1,1,1,10,1,9,0,13,2,0,77,77,61,3,63,0,1,0,62,829,141,653,296,438,48,420,489,233,256,2,2,3,1,1,0.07,83,83,92,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryUnitTests.java,06e368b4305619468e1555b1393593fb51dff442,44,0,0,0,0,0,0.0,0.48100000000000004,0.904,6.827745815118153,1,1,1,1,12,3,9,0,6,0,0,51,51,51,3,51,1,0,4,46,820,212,584,290,379,76,362,425,212,213,2,2,2,1,1,0.13,56,56,56,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/DefaultReactiveStreamOperationsTests.java,06e368b4305619468e1555b1393593fb51dff442,99,0,0,0,0,0,0.0,0.155,0.132,6.827780822912853,1,1,1,1,13,2,9,1,1,2,0,20,20,11,6,13,0,0,0,13,325,70,223,115,134,65,129,146,98,48,5,5,5,1,1,0.29,26,26,33,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisKeyValueAdapterTests.java,06e368b4305619468e1555b1393593fb51dff442,58,0,0,0,0,0,0.0,1.0270000000000001,0.22,5.91344868739446,1,1,1,1,14,3,10,0,8,4,1,39,37,34,25,38,0,2,0,36,767,210,519,213,324,77,368,417,163,254,3,3,3,1,2,0.15,43,43,44,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/ReactiveStringRedisTemplateIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.0,6.821656119823456,1,1,1,1,5,1,4,0,1,1,1,4,4,2,1,3,0,0,0,3,66,13,33,21,10,21,20,24,17,7,1,1,1,1,0,0.64,4,4,4,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionTransactionIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.12300000000000001,0.001,6.827224822839102,1,1,1,1,13,1,11,0,1,0,0,2,2,2,0,2,0,0,0,2,71,8,39,19,17,24,24,29,15,14,2,2,2,1,1,0.62,3,3,3,2,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultStreamOperationsTests.java,06e368b4305619468e1555b1393593fb51dff442,99,0,0,0,0,0,0.0,0.003,0.003,6.828765757878622,1,1,1,1,14,4,9,0,1,2,0,16,16,13,5,15,0,0,0,15,325,96,206,128,121,34,147,166,109,57,2,2,3,1,1,0.17,19,19,22,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/PubSubResubscribeTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.003,0.0,6.820783030986786,1,1,1,1,16,3,10,1,3,4,1,14,14,9,8,13,0,1,0,12,328,70,213,94,127,46,163,180,83,97,2,2,2,1,1,0.22,16,16,16,14,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.003,6.8304645339647925,1,1,1,1,14,0,12,1,1,0,0,18,18,16,1,16,0,0,0,16,339,35,262,104,168,45,178,202,76,126,2,2,2,1,1,0.17,24,24,24,18,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/RedisMessageListenerContainerUnitTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.18600000000000005,0.20800000000000002,6.829313071568808,1,1,1,1,11,2,8,0,2,0,0,5,5,3,7,3,0,0,0,3,102,22,59,27,32,22,46,50,25,25,1,1,1,1,0,0.37,5,5,5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceClusterConnectionTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.004,0.016,6.832348394393921,1,1,1,1,7,2,5,0,1,1,16,240,240,239,5,240,0,1,0,239,2444,749,1671,638,870,262,861,1110,365,745,3,3,3,1,1,0.16,247,247,247,240,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/stream/StreamMessageListenerContainerIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.0,6.8228095451990765,1,1,1,1,15,4,10,0,2,3,2,17,17,10,4,13,0,1,0,12,353,99,234,127,153,36,151,168,93,75,2,2,2,1,1,0.15,19,19,19,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/BoundKeyOperationsTest.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.002,24.88760526974996,1,1,1,1,6,0,6,0,1,2,0,10,10,7,3,9,0,1,0,8,140,24,95,50,35,25,50,66,35,31,5,5,5,1,1,0.26,16,16,17,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/jedis/JedisConnectionIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,1,0,0,0,0,0,0.0,0.0,0.124,22.932240454355874,1,1,1,1,12,1,9,1,3,0,0,27,27,25,1,25,0,0,0,25,409,69,289,132,151,58,161,197,95,102,4,4,4,1,1,0.2,36,36,36,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/atomic/RedisAtomicIntegerTests.java,06e368b4305619468e1555b1393593fb51dff442,44,0,0,0,0,0,0.0,0.03,0.032,24.88844446738561,1,1,1,1,10,2,7,0,1,2,0,35,35,24,3,26,0,0,0,26,413,114,272,128,157,47,176,207,95,112,3,3,3,1,4,0.17,38,38,38,35,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicDoubleTests.java,06e368b4305619468e1555b1393593fb51dff442,48,0,0,0,0,0,0.0,0.038,0.026000000000000002,22.933135648568467,1,1,1,1,9,2,6,0,1,2,0,36,36,26,3,28,0,0,0,28,406,113,267,128,148,52,173,202,92,110,1,1,1,1,0,0.19,36,36,36,36,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/CompareAndSetIntegrationTests.java,06e368b4305619468e1555b1393593fb51dff442,12,0,0,0,0,0,0.0,0.001,0.001,22.942409865061446,1,1,1,1,6,1,4,0,1,2,1,13,13,5,3,7,0,0,0,7,132,29,82,53,40,24,56,64,43,21,1,1,1,1,0,0.29,13,13,13,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicLongTests.java,06e368b4305619468e1555b1393593fb51dff442,44,0,0,0,0,0,0.0,0.008,0.004,24.889941207567855,1,1,1,1,10,2,7,0,1,2,0,34,34,24,3,26,0,0,0,26,395,110,258,124,148,44,170,197,90,107,1,1,1,1,0,0.17,34,34,34,34,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/stream/StreamMessageListenerContainerIntegrationTests.java,548d8e754558a7c135266ea5be56bafab148a27f,1,0,0,0,0,0,0.0,0.0,0.0,1.6209332585334777,1,1,1,1,15,4,10,0,2,3,2,17,17,10,4,13,0,1,0,12,353,99,234,127,153,36,151,168,93,75,2,2,2,1,1,0.15,19,19,19,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/StreamRecordsUnitTests.java,548d8e754558a7c135266ea5be56bafab148a27f,5,0,0,0,0,0,0.0,0.0,0.318,0.0,1,1,1,1,6,1,5,0,3,1,10,12,12,11,3,12,1,0,0,11,164,39,106,65,52,24,64,79,53,26,1,1,1,1,0,0.23,12,12,12,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/DefaultStreamOperationsTests.java,548d8e754558a7c135266ea5be56bafab148a27f,99,0,0,0,0,0,0.0,0.003,0.012,1.6236995975176494,1,1,1,1,14,4,9,0,1,2,0,16,16,13,5,15,0,0,0,15,325,96,206,128,121,34,147,166,109,57,2,2,3,1,1,0.17,19,19,22,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultReactiveStreamOperationsTests.java,548d8e754558a7c135266ea5be56bafab148a27f,99,0,0,0,0,0,0.0,0.132,0.146,1.6252487977345784,1,1,1,1,13,2,9,1,1,2,0,20,20,11,6,13,0,0,0,13,325,70,223,115,134,65,129,146,98,48,5,5,5,1,1,0.29,26,26,33,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/stream/StreamReceiverIntegrationTests.java,548d8e754558a7c135266ea5be56bafab148a27f,1,0,0,0,0,0,0.0,0.001,0.0,1.628583598136902,1,1,1,1,10,1,7,1,2,2,3,23,23,7,3,9,0,0,0,9,270,55,189,96,120,59,93,106,69,37,2,2,2,1,1,0.31,25,25,25,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionPipelineTests.java,548d8e754558a7c135266ea5be56bafab148a27f,276,0,0,0,0,0,0.0,0.067,0.07,24.561946666240694,1,1,1,1,4,0,4,0,1,0,0,270,270,270,0,270,0,0,1,269,1732,318,1382,558,558,68,570,841,288,553,1,1,1,1,0,0.05,270,270,270,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionPipelineIntegrationTests.java,548d8e754558a7c135266ea5be56bafab148a27f,1,0,0,0,0,0,0.0,0.002,0.001,1.6288774649302165,1,1,1,1,13,0,12,0,1,0,0,5,5,4,0,4,0,0,0,4,112,9,78,39,39,26,50,58,29,29,2,2,2,1,1,0.33,7,7,7,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceSentinelIntegrationTests.java,548d8e754558a7c135266ea5be56bafab148a27f,1,0,0,0,0,0,0.0,0.011000000000000001,0.024,1.6313205043474832,1,1,1,1,14,3,11,0,1,2,7,13,13,11,1,13,0,0,0,13,296,70,202,95,123,37,131,151,76,75,2,2,2,1,1,0.18,14,14,14,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionPipelineTxTests.java,548d8e754558a7c135266ea5be56bafab148a27f,277,0,0,0,0,0,0.0,0.368,0.307,24.561071256796517,1,1,1,1,4,0,4,0,1,0,0,268,268,268,0,268,0,0,1,267,1855,313,1517,556,698,64,565,834,288,546,1,1,1,1,0,0.04,268,268,268,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
