test_class_name,cycle_id,tests,failures_0,failures_1,failures_2,failures_3,current_failures,failures_%,time_0,time,time_since,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,A_priority,A_priority_with_time,B_priority,B_priority_with_time,C_priority,C_priority_with_time,D_priority
org/springframework/data/redis/connection/jedis/JedisConnectionFactorySentinelIntegrationTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,4,0,0,0,0,0,0.0,0.0,0.001,8.787824193636576,1,1,1,1,8,2,6,0,1,0,1,5,5,5,2,5,0,0,0,5,96,22,51,28,24,28,28,35,20,15,2,2,2,1,1,0.55,6,6,6,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisKeyValueTemplateTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,44,44,44,44,44,44,1.0,0.284,0.442,8.781523954868316,1,1,1,1,17,3,13,0,8,2,0,57,57,33,36,35,1,0,0,34,975,238,701,227,505,69,464,514,179,335,8,8,8,8,1,0.1,64,64,64,64,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/springframework/data/redis/support/collections/RedisCollectionFactoryBeanTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,2,2,2,2,2,2,1.0,0.0,0.0,8.793769133090972,1,1,1,1,8,1,7,0,1,1,0,8,8,6,3,7,0,2,0,5,119,24,76,34,41,19,55,63,30,33,1,1,1,1,0,0.25,8,8,8,8,1.0,3.0,5.0,11.0,4.0,9.0,1.0
org/springframework/data/redis/cache/DefaultRedisCacheWriterTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,30,0,0,0,0,0,0.0,0.064,0.078,8.78969407081604,1,1,1,1,7,1,6,0,2,2,1,42,42,19,5,21,1,1,0,19,329,85,225,85,135,34,125,150,64,86,2,2,2,1,1,0.15,43,43,43,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/support/collections/RedisPropertiesTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,560,0,0,0,0,0,0.0,0.013999999999999999,0.044000000000000004,8.79623436530431,1,1,1,1,11,1,9,1,1,1,0,18,18,16,2,17,1,0,1,15,309,53,223,106,136,46,144,165,85,80,2,2,2,1,1,0.21,19,19,19,18,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/RedisMessageListenerContainerTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,1,0,0,0,0,0,0.0,0.0,0.002,118.77059433857599,1,1,1,1,9,2,7,0,2,0,0,5,5,4,5,4,0,0,0,4,102,24,55,27,28,24,40,45,24,21,1,1,1,1,0,0.44,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/SubscriptionConnectionTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,6,0,0,0,0,0,0.0,240.84400000000002,240.734,8.789868378639222,1,1,1,1,13,1,10,1,2,2,2,8,8,6,3,8,0,0,0,8,189,25,127,58,70,37,93,109,55,54,3,3,3,1,2,0.29,14,14,14,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/jedis/TransactionalJedisIntegrationTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,5,5,5,5,5,5,1.0,0.488,0.909,118.76302851041159,1,1,1,1,7,1,6,0,2,0,0,1,1,1,0,1,0,0,0,1,44,5,20,14,4,19,10,13,10,3,1,1,1,1,0,0.95,1,1,1,1,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/springframework/data/redis/connection/jedis/JedisConnectionFactoryUnitTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,21,0,0,0,0,0,0.0,0.555,0.934,8.77836366891861,1,1,1,1,11,2,8,0,1,0,2,23,23,23,1,23,0,2,0,21,365,93,250,112,154,60,156,180,84,96,1,1,1,1,0,0.24,23,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisClusterTemplateTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,1,0,0,0,0,0,0.0,0.001,0.001,8.777124615510305,1,1,1,1,10,1,8,1,1,1,2,16,16,15,0,16,0,0,0,16,274,50,200,102,108,38,113,131,69,62,2,2,2,1,1,0.19,17,17,17,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/support/QueryByExampleRedisExecutorTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,8,0,0,0,0,0,0.0,0.03,0.037000000000000005,8.778587826093037,1,1,1,1,8,2,6,0,3,0,0,15,15,13,11,13,0,1,0,12,229,55,153,97,71,29,94,110,72,38,1,1,1,1,0,0.19,15,15,15,15,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/collections/RedisMapTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,464,0,0,0,0,0,0.0,0.011000000000000001,0.071,8.797565865516663,1,1,1,1,37,5,31,6,1,1,0,3,3,2,0,3,1,0,0,2,172,22,121,54,86,43,90,95,49,46,2,2,2,1,1,0.36,4,4,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/PubSubTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,25,0,0,0,0,0,0.0,126.31299999999999,126.30799999999999,8.778101658821106,1,1,1,1,8,1,7,0,3,3,1,15,15,11,6,14,0,1,2,11,215,40,147,70,72,30,96,115,60,55,3,3,3,3,1,0.2,19,19,19,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/jedis/JedisTransactionalConnectionStarvationTest.java,964c55959aa784c8f951e32ab8ef194235b22b65,9,9,9,9,9,9,1.0,0.785,0.037000000000000005,8.79901716709137,1,1,1,1,5,0,5,0,2,0,1,6,6,6,1,6,0,0,1,5,97,17,61,38,18,23,34,43,28,15,2,2,2,1,1,0.38,7,7,7,6,1.0,3.0,5.0,11.0,4.0,9.0,1.0
org/springframework/data/redis/mapping/Jackson2HashMapperTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,2,0,0,0,0,0,0.0,0.053,0.073,8.776257979869843,1,1,1,1,7,1,6,0,1,2,0,5,5,3,3,5,0,0,0,5,101,19,61,38,20,22,42,49,33,16,2,2,2,1,1,0.36,6,6,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/jedis/JedisConnectionFactoryIntegrationTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,3,0,0,0,0,0,0.0,0.001,0.0,8.788238569100697,1,1,1,1,9,2,7,0,1,0,0,4,4,4,1,4,0,0,0,4,82,18,44,19,20,23,24,30,15,15,2,2,2,1,1,0.52,5,5,5,4,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/BoundKeyOperationsTest.java,964c55959aa784c8f951e32ab8ef194235b22b65,1,0,0,0,0,0,0.0,0.0,0.0,8.778233293692269,1,1,1,1,7,0,6,0,1,2,0,10,10,7,3,9,0,1,0,8,143,25,97,50,37,25,50,66,35,31,5,5,5,1,1,0.26,16,16,17,10,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicIntegerTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,44,0,0,0,0,0,0.0,0.040999999999999995,0.053,8.789582864443464,1,1,1,1,10,2,7,0,1,2,0,35,35,24,3,26,0,0,0,26,413,114,272,128,157,47,176,207,95,112,3,3,3,1,4,0.17,38,38,38,35,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicDoubleTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,48,0,0,0,0,0,0.0,0.051,0.055999999999999994,8.786902213096619,1,1,1,1,9,2,6,0,1,2,0,36,36,26,3,28,0,0,0,28,406,113,267,128,148,52,173,202,92,110,1,1,1,1,0,0.19,36,36,36,36,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/support/atomic/CompareAndSetIntegrationTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,6,6,6,6,6,6,1.0,0.001,0.0,8.788778984546662,1,1,1,1,6,1,4,0,1,2,1,13,13,5,3,7,0,0,0,7,132,29,82,53,40,24,56,64,43,21,1,1,1,1,0,0.29,13,13,13,13,1.0,3.0,5.0,11.0,4.0,9.0,1.0
org/springframework/data/redis/support/atomic/RedisAtomicLongTests.java,964c55959aa784c8f951e32ab8ef194235b22b65,44,0,0,0,0,0,0.0,0.013000000000000001,0.054000000000000006,8.791377862294517,1,1,1,1,10,2,7,0,1,2,0,34,34,24,3,26,0,0,0,26,395,110,258,124,148,44,170,197,90,107,1,1,1,1,0,0.17,34,34,34,34,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveScriptingCommandsTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,20,0,0,0,0,0,0.0,0.015,0.061,11.152692608038583,1,1,1,1,10,2,8,1,1,1,0,12,12,10,0,11,0,1,0,10,184,45,120,50,69,52,53,66,39,27,2,2,2,1,1,0.43,13,13,13,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/RedisTemplateTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,423,414,414,414,414,414,0.9787234042553192,1.295,0.748,4.190492951869965,1,1,1,1,10,1,8,0,13,2,0,81,81,62,3,64,0,1,0,63,837,143,660,300,440,49,423,493,236,257,2,2,3,1,1,0.07,87,87,93,81,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/springframework/data/redis/core/DefaultValueOperationsTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,279,260,260,260,260,260,0.931899641577061,0.721,0.9940000000000001,12.969142214457195,1,1,1,1,10,3,7,0,1,2,0,38,38,34,4,36,0,0,0,36,529,160,344,195,203,41,229,266,155,111,1,1,1,1,0,0.12,38,38,38,38,1.0,2.0,5.0,10.0,4.0,8.0,1.0
org/springframework/data/redis/config/NamespaceTest.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,2,0,0,0,0,0,0.0,0.009000000000000001,5.407,12.98682593901952,1,1,1,1,3,0,3,0,1,0,0,2,2,2,3,2,0,0,0,2,55,9,27,21,3,19,16,19,16,3,1,1,1,1,0,0.7,2,2,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceClusterConnectionTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,11.146964144706724,1,1,1,1,7,1,5,0,1,1,16,252,252,239,5,240,0,1,0,239,2457,750,1683,637,883,262,860,1109,364,745,3,3,3,1,1,0.16,259,259,259,252,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,25,0,0,0,0,0,0.0,0.051,0.115,11.155887476603189,1,1,1,1,12,2,9,0,1,2,0,37,37,29,2,31,0,3,0,28,571,123,412,169,272,54,251,295,118,177,2,2,2,1,1,0.13,43,43,44,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/core/DefaultHyperLogLogOperationsTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,12.96966696580251,1,1,1,1,8,1,6,0,1,2,1,11,11,8,4,10,0,0,0,10,164,36,109,75,51,24,69,80,58,22,1,1,1,1,0,0.22,11,11,11,11,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/KeyExpirationEventMessageListenerTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,2,2,2,2,2,0,0.0,0.003,0.387,4.193716414769491,1,1,1,1,11,2,8,0,1,0,0,6,6,4,4,4,0,0,0,4,122,26,77,38,35,21,53,62,33,29,2,2,2,1,1,0.27,7,7,7,6,0.0,0.0,4.0,8.0,0.0,0.0,0.0
org/springframework/data/redis/listener/PubSubResubscribeTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,4.19459615945816,1,1,1,1,15,3,10,1,2,5,1,15,15,8,8,13,0,2,0,11,330,73,212,95,126,46,163,181,83,98,3,3,3,3,1,0.22,18,18,18,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/listener/PubSubTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,25,0,0,0,0,0,0.0,126.30799999999999,126.321,4.189813343683879,1,1,1,1,8,1,7,0,3,3,1,16,16,11,6,14,0,1,2,11,219,40,151,72,74,29,99,118,62,56,3,3,3,3,1,0.19,20,20,20,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/listener/ReactiveRedisMessageListenerContainerIntegrationTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,10,0,0,0,0,0,0.0,0.001,0.018000000000000002,12.0361634572347,1,1,1,1,7,1,5,1,1,3,3,21,21,8,2,11,0,1,0,10,206,42,140,67,75,48,74,87,53,34,2,2,2,1,1,0.34,22,22,22,21,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/stream/StreamMessageListenerContainerIntegrationTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,11.152998228867851,1,1,1,1,13,4,9,0,2,3,3,21,21,12,4,15,0,2,0,13,383,108,254,146,164,38,173,190,108,82,1,1,1,1,0,0.15,21,21,21,21,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/stream/StreamReceiverIntegrationTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,11.153531444072726,1,1,1,1,9,1,7,1,2,2,3,23,23,7,3,9,0,0,0,9,264,55,183,96,114,61,91,102,69,33,1,1,1,1,0,0.33,23,23,23,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/RedisClusterTemplateTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.001,0.0,4.191540694236755,1,1,1,1,10,1,8,1,1,1,2,16,16,15,0,16,0,0,0,16,274,50,200,102,108,38,113,131,69,62,2,2,2,1,1,0.19,17,17,17,16,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceClusterKeyspaceNotificationsTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,12.976861604054768,1,1,1,1,6,0,5,0,4,0,1,17,17,13,4,13,3,1,6,3,194,41,124,70,44,30,67,84,53,31,1,1,1,1,0,0.24,17,17,17,17,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/repository/RedisRepositoryClusterIntegrationTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.001,0.001,4.195413525899252,1,1,1,1,12,4,8,0,2,0,2,1,1,1,0,1,1,0,0,0,74,12,40,34,9,22,25,28,25,3,1,1,1,1,0,0.55,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/ClusterSlotHashUtilsTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.0,0.0,277.36514647006993,3,3,3,1,30,6,23,2,1,0,1,3,3,3,0,3,0,1,0,2,139,28,87,42,55,26,56,69,43,26,4,4,4,1,2,0.3,10,10,10,3,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/jedis/JedisClusterConnectionTests.java,0e0519ce254ee20b3acc0fe1f1cc32f3a83d300a,1,0,0,0,0,0,0.0,0.001,0.0,12.985216744740805,1,1,1,1,7,1,5,0,1,0,14,256,256,243,3,243,0,0,0,243,2499,755,1715,662,890,270,872,1128,382,746,3,3,3,1,2,0.16,266,266,266,256,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveKeyCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,70,0,0,0,0,0,0.0,0.006,0.008,12.57010661760966,1,1,1,1,8,2,6,0,1,0,0,39,39,35,1,35,0,0,0,35,439,120,298,113,164,90,139,175,70,105,1,1,1,1,0,0.3,39,39,39,39,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveHashCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,42,0,0,0,0,0,0.0,0.131,0.135,12.568370819091795,1,1,1,1,8,1,6,0,1,0,9,23,23,21,0,21,0,0,0,21,280,71,188,67,112,52,93,115,46,69,1,1,1,1,0,0.28,23,23,23,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveZSetCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,82,0,0,0,0,0,0.0,0.152,0.14400000000000002,12.570216949780784,1,1,1,1,10,2,8,0,1,0,4,41,41,41,0,41,0,0,0,41,546,138,386,99,250,102,192,234,58,176,1,1,1,1,0,0.26,41,41,41,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveListCommandTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,50,0,0,0,0,0,0.0,0.06,0.057999999999999996,12.569215643405915,1,1,1,1,8,2,6,0,1,0,0,26,26,25,0,25,0,0,0,25,307,88,199,80,104,51,101,127,52,75,1,1,1,1,0,0.26,26,26,26,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveStreamCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,46,0,0,0,0,0,0.0,0.06,0.067,12.57198874950409,1,1,1,1,11,2,9,1,1,0,0,42,42,24,0,24,0,0,0,24,477,106,349,89,254,112,166,191,63,128,1,1,1,1,0,0.32,42,42,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveHyperLogLogCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,10,0,0,0,0,0,0.0,0.004,0.004,12.568803155422213,1,1,1,1,8,2,6,0,1,0,0,5,5,5,0,5,0,0,0,5,82,21,42,16,20,24,20,26,11,15,1,1,1,1,0,0.57,5,5,5,5,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveSetCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,46,0,0,0,0,0,0.0,0.071,0.071,12.569245568911235,1,1,1,1,7,1,5,0,1,0,0,24,24,23,0,23,0,0,0,23,259,73,165,53,88,60,71,95,30,65,1,1,1,1,0,0.36,24,24,24,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveNumberCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,12,0,0,0,0,0,0.0,0.0,0.006999999999999999,12.570733904838562,1,1,1,1,4,0,3,0,1,0,0,6,6,6,0,6,0,0,0,6,64,13,33,17,9,24,12,19,11,8,1,1,1,1,0,0.73,6,6,6,6,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveGeoCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,28,0,0,0,0,0,0.0,0.078,0.081,12.571189030011494,1,1,1,1,9,1,8,0,1,0,9,18,18,14,0,14,0,0,0,14,248,55,175,61,115,48,85,100,42,58,1,1,1,1,0,0.27,18,18,18,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveStringCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,76,0,0,0,0,0,0.0,0.11,0.11199999999999999,12.569497323036193,1,1,1,1,9,2,7,1,1,0,0,39,39,38,0,38,0,0,0,38,512,137,355,132,205,108,150,189,87,102,1,1,1,1,0,0.3,39,39,39,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveServerCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,28,0,0,0,0,0,0.0,0.027999999999999997,0.036000000000000004,12.572557413578036,1,1,1,1,7,1,6,1,1,0,0,23,23,14,0,14,0,0,0,14,207,45,142,37,87,62,45,66,22,44,2,2,2,1,2,0.44,28,28,28,23,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceConnectionFactoryTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,25,0,0,0,0,0,0.0,0.115,0.06,1.4156520167986553,1,1,1,1,12,2,9,0,1,2,0,37,37,29,2,31,0,3,0,28,571,123,412,169,272,54,251,295,118,177,2,2,2,1,1,0.13,43,43,44,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveScriptingCommandsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,20,0,0,0,0,0,0.0,0.061,0.019,1.4183170994122822,1,1,1,1,10,2,8,1,1,1,0,12,12,10,0,11,0,1,0,10,184,45,120,50,69,52,53,66,39,27,2,2,2,1,1,0.43,13,13,13,12,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceSentinelIntegrationTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,1,0,0,0,0,0,0.0,0.001,0.0,12.572749984264373,1,1,1,1,14,3,11,0,1,2,7,13,13,11,1,13,0,0,0,13,293,70,199,92,123,37,128,148,73,75,2,2,2,1,1,0.19,14,14,14,13,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceReactiveRedisConnectionUnitTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,14,0,0,0,0,0,0.0,0.21600000000000005,0.228,12.574088168144224,1,1,1,1,8,2,5,0,1,0,0,19,19,15,3,15,0,0,0,15,241,72,149,85,72,34,92,108,62,46,1,1,1,1,0,0.23,19,19,19,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/PipeliningFlushPolicyUnitTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,3,0,0,0,0,0,0.0,0.0,0.41,14.388098096847534,1,1,1,1,17,6,10,0,1,0,0,3,3,3,1,3,0,0,0,3,93,28,47,23,26,21,35,39,19,20,1,1,1,1,0,0.45,3,3,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/lettuce/AuthenticatingRedisClientTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,1,0,0,0,0,0,0.0,0.001,0.001,14.388498560587564,1,1,1,1,5,0,5,0,1,0,0,9,9,9,1,9,0,0,0,9,105,16,67,37,25,22,33,45,27,18,2,2,2,1,1,0.33,11,11,11,9,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceClusterConnectionUnitTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,26,0,0,0,0,0,0.0,1.5119999999999998,1.104,12.56508436600367,1,1,1,1,8,2,6,0,2,0,4,33,33,29,11,29,0,0,1,28,393,108,266,119,137,48,168,199,91,108,2,2,2,1,1,0.18,34,34,34,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/stream/StreamMessageListenerContainerIntegrationTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,1,0,0,0,0,0,0.0,0.0,0.0,1.4158778150876363,1,1,1,1,13,4,9,0,2,3,3,21,21,12,4,15,0,2,0,13,383,108,254,146,164,38,173,190,108,82,1,1,1,1,0,0.15,21,21,21,21,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/lettuce/LettuceClusterConnectionTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,1,0,0,0,0,0,0.0,0.0,0.001,1.418399409453074,1,1,1,1,7,1,5,0,1,1,16,252,252,239,5,240,0,1,0,239,2457,750,1683,637,883,262,860,1109,364,745,3,3,3,1,1,0.16,259,259,259,252,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,272,0,0,0,0,0,0.0,0.053,0.057,12.571067619323733,1,1,1,1,5,0,5,0,1,0,0,275,275,275,22,275,0,0,2,273,2179,392,1762,637,889,73,907,1183,360,823,1,1,1,1,0,0.04,275,275,275,275,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/stream/StreamReadOptionsUnitTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,1,6,1,5,0,1,0,0,1,1,1,0,1,0,0,0,1,38,6,12,7,3,21,7,9,6,3,1,1,1,1,0,1.75,1,1,1,1,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultReactiveStreamOperationsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,121,0,0,0,0,0,0.0,0.011000000000000001,0.012,12.570575229326884,1,1,1,1,13,3,9,1,1,2,0,24,24,13,6,15,0,0,0,15,375,85,258,126,162,67,150,169,107,62,5,5,5,1,1,0.26,30,30,37,24,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/core/DefaultStreamOperationsTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,117,0,0,0,0,0,0.0,0.015,0.009000000000000001,12.571176815032961,1,1,1,1,14,4,10,0,1,2,0,18,18,15,5,17,0,0,0,17,367,108,236,144,143,36,169,190,123,67,2,2,3,1,1,0.15,21,21,24,18,0.0,1.0,0.0,1.0,0.0,1.0,1.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionPipelineTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,276,0,0,0,0,0,0.0,0.079,0.08900000000000001,12.568870389461518,1,1,1,1,4,0,4,0,1,0,0,270,270,270,0,270,0,0,1,269,1732,318,1382,558,558,68,570,841,288,553,1,1,1,1,0,0.05,270,270,270,270,0.0,0.0,0.0,0.0,0.0,0.0,0.0
org/springframework/data/redis/connection/DefaultStringRedisConnectionPipelineTxTests.java,f4676edbd29a9bf845a194a9c1847b76453300df,277,0,0,0,0,0,0.0,0.381,0.452,12.57017993927002,1,1,1,1,4,0,4,0,1,0,0,268,268,268,0,268,0,0,1,267,1855,314,1516,556,697,64,565,834,288,546,1,1,1,1,0,0.04,268,268,268,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0
