cycle_id,num_testsuite,NORMALIZED_RPA,total_failures_in_cycle,exec_time,optimal_failures_25%,failures_in_25%_ordered,optimal_exec_time_25%,exec_time_25%,optimal_failures_50%,failures_in_50%_ordered,optimal_exec_time_50%,exec_time_50%,optimal_failures_75%,failures_in_75%_ordered,optimal_exec_time_75%,exec_time_75%
d8d5de6476ac411593bd34ca89492e74905372ab,13.0,0.9194139194139196,0.0,56.32700000000001,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.004,0.0,0.0,0.015,50.544
788f2aaa7aff361416e11fba5df7cfc31060cbb1,13.0,0.9255189255189256,0.0,52.483000000000004,0.0,0.0,0.001,0.002,0.0,0.0,0.005,0.311,0.0,0.0,0.027000000000000003,47.57899999999999
ef51c1ecad91aad5527b8e1568e2a17748039be8,13.0,0.8986568986568986,0.0,55.89099999999999,0.0,0.0,0.002,0.002,0.0,0.0,0.005,0.28500000000000003,0.0,0.0,0.044000000000000004,49.75899999999999
476e8830818f6f31481fa487cf62ffb407b2f4e2,13.0,0.8937728937728938,0.0,51.37200000000001,0.0,0.0,0.003,0.003,0.0,0.0,0.006,0.355,0.0,0.0,0.027999999999999997,46.65500000000001
282f21139408d10253b4a9c32a681c05a8d5ef17,13.0,0.8766788766788768,0.0,52.36,0.0,0.0,0.001,0.003,0.0,0.0,0.004,0.28800000000000003,0.0,0.0,0.011000000000000001,47.641999999999996
6fd5179244556bc80a51720de15fe13d143d1717,8.0,0.9019607843137254,0.0,54.442,0.0,0.0,0.002,0.002,0.0,0.0,0.027000000000000003,47.967,0.0,0.0,0.52,47.992
da55604794b31f84eaa1a04205fe4d9a6573749c,13.0,0.9120879120879122,0.0,53.843,0.0,0.0,0.0,0.003,0.0,0.0,0.005,0.326,0.0,0.0,0.044000000000000004,47.831
4d2616b7a550c2ce855b612829eb34dea9ce09dc,13.0,0.9267399267399268,0.0,55.13399999999999,0.0,0.0,0.001,0.002,0.0,0.0,0.006,0.425,0.0,0.0,0.017,49.13500000000001
030fb8e37c4024b24fac2b5404300449a6741699,13.0,0.9084249084249084,0.0,53.83900000000001,0.0,0.0,0.001,0.004,0.0,0.0,0.006,0.304,0.0,0.0,0.021,48.27
8eb36bd8a783b85f867451b8a0a5abbb79324e88,13.0,0.932844932844933,0.0,51.32899999999999,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.292,0.0,0.0,0.011000000000000001,45.654
dca99998f17a9755dfb40ed30bc1734e54ba0b04,13.0,0.9242979242979243,0.0,59.956,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.369,0.0,0.0,0.028999999999999998,53.738
474b7f4d00387aefa7abc559034ab58ee92e62b6,13.0,0.9389499389499391,0.0,53.172,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.38299999999999995,0.0,0.0,0.049,47.46
6ffce5335b9824ade8e728e3cb9e05198678d420,13.0,0.9389499389499391,0.0,52.99000000000001,0.0,0.0,0.002,0.002,0.0,0.0,0.006,0.37799999999999995,0.0,0.0,0.032,47.431
0ff2f24499b54cd3b3439d35d8f4b3ab590de908,13.0,0.9340659340659342,0.0,54.826,0.0,0.0,0.002,0.003,0.0,0.0,0.005,0.40700000000000003,0.0,0.0,0.034,49.504
89f81712154a7d510e0b0f9323b08421cb8a529a,13.0,0.9340659340659342,0.0,53.107,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.3720000000000001,0.0,0.0,0.023,48.266999999999996
b94e5ac0256b3c9e66f066355340b129706cac46,13.0,0.9304029304029304,0.0,54.73,0.0,0.0,0.001,0.002,0.0,0.0,0.005,0.35700000000000004,0.0,0.0,0.042,48.54600000000001
33bfaeef8a0a0343abc45313d1669df19dfc5e21,13.0,0.9304029304029304,0.0,51.17100000000001,0.0,0.0,0.001,0.002,0.0,0.0,0.004,0.275,0.0,0.0,0.019,46.42
d6e494b44d85540923b39eb4956a704ecee295b1,13.0,0.915750915750916,0.0,54.806,0.0,0.0,0.0,0.002,0.0,0.0,0.003,0.39899999999999997,0.0,0.0,0.043,48.953
605bc0154f080e7a98c70256830a7d1d620e1358,13.0,0.8730158730158731,2.0,62.26100000000001,2.0,0.0,0.017,0.001,2.0,0.0,0.019000000000000003,0.34800000000000003,2.0,0.0,0.035,56.718
c683594f59030e5515b95ff7d8d0b9fa66eaac42,13.0,0.8632478632478632,2.0,52.233000000000004,2.0,0.0,0.043,0.001,2.0,0.0,0.044000000000000004,0.253,2.0,0.0,0.076,46.597
dd5de3807215e1a38a2819027559e074c9e63d5a,13.0,0.8461538461538461,2.0,54.283,2.0,0.0,0.049,0.002,2.0,0.0,0.052000000000000005,0.364,2.0,0.0,0.066,48.754
03550ab565e55f509def8995c3c852b8686e80b2,13.0,0.9145299145299148,0.0,51.928,0.0,0.0,0.001,0.001,0.0,0.0,0.004,0.26899999999999996,0.0,0.0,0.044,46.527
bc64fb569cfba9f8d289d526e879f985fb8b3cf4,13.0,0.9279609279609278,0.0,53.48,0.0,0.0,0.0,0.001,0.0,0.0,0.004,0.345,0.0,0.0,0.024,47.755
53fa8ad35692437c9995117d1e59fd6146997e30,13.0,0.9242979242979243,0.0,53.05899999999999,0.0,0.0,0.002,0.003,0.0,0.0,0.005,0.37200000000000005,0.0,0.0,0.046,47.469
f7c2ca216608457071ab45d05223952a69f76d58,13.0,0.9316239316239318,0.0,51.742,0.0,0.0,0.002,0.002,0.0,0.0,0.005,0.35600000000000004,0.0,0.0,0.025,46.227
e2f0a4d8a83a41eaa984086636a3712c682307ea,17.0,0.9366946778711486,0.0,50.17700000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.004,0.0,0.0,0.083,44.298
059649167c5045dfd40ebf0f97def33a9235c3d1,15.0,0.9201612903225808,0.0,54.96100000000001,0.0,0.0,0.0,0.053,0.0,0.0,0.003,0.055,0.0,0.0,0.114,48.13500000000001
18644c88d4f063f9727f5826e78245559aef033a,15.0,0.9451612903225808,0.0,52.218999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.08100000000000003,46.083999999999996
06dda31f5218c138c2eafbe27f154d2faa79b507,15.0,0.9524193548387097,0.0,59.61299999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.003,0.0,0.0,0.14300000000000002,53.048
4033a0199e2d0086afeeb07870a687e3b0caf4bf,10.0,0.9272727272727276,0.0,59.540000000000006,0.0,0.0,0.0,0.066,0.0,0.0,0.016,0.067,0.0,0.0,0.23600000000000002,53.185
b58168683d01149a568734df21568ffcc41105fe,10.0,0.9350649350649352,0.0,52.25100000000001,0.0,0.0,0.0,0.001,0.0,0.0,0.013,0.33,0.0,0.0,0.29600000000000004,45.645
680398e759ff9e0159a1e89a22f452c6b3590b06,15.0,0.9427419354838712,0.0,55.5,0.0,0.0,0.0,0.001,0.0,0.0,0.003,0.003,0.0,0.0,0.163,48.545
e3eca25d1329a202db4e63fb623117b63c74aa71,10.0,0.9064935064935066,0.0,53.653999999999996,0.0,0.0,0.001,0.11800000000000001,0.0,0.0,0.027000000000000003,0.12,0.0,0.0,0.33,47.238
