rank_index,time,class,failures,ranking,nfpa,DDP
0.4923264463796924,0.017,2,2.0,13,0.8742368742368742,0.0
0.4923264463796924,0.0,1,0.0,12,0.8742368742368742,0.0
0.4923264463796924,0.0,1,0.0,10,0.8742368742368742,0.0
0.4923264463796924,0.002,1,0.0,7,0.8742368742368742,0.0
0.4923264463796924,0.002,1,0.0,6,0.8742368742368742,0.0
0.4923264463796924,0.012,0,0.0,5,0.8742368742368742,0.0
0.4923264463796924,0.133,0,0.0,4,0.8742368742368742,0.0
0.4923264463796924,5.391,0,0.0,2,0.8742368742368742,0.0
0.4923264463796924,56.356,0,0.0,1,0.8742368742368742,0.0
0.4923264463796884,0.001,1,0.0,8,0.8742368742368742,0.0
0.4923264463796148,0.001,1,0.0,9,0.8742368742368742,0.0
0.4923264463789142,0.0,1,0.0,11,0.8742368742368742,0.0
0.492326446286342,0.34600000000000003,0,0.0,3,0.8742368742368742,0.0
rank_index,time,class,failures,ranking,nfpa,DDP
0.4923264463796924,0.043,2,2.0,13,0.8815628815628815,0.0
0.4923264463796924,0.0,1,0.0,12,0.8815628815628815,0.0
0.4923264463796924,0.0,1,0.0,10,0.8815628815628815,0.0
0.4923264463796924,0.001,1,0.0,8,0.8815628815628815,0.0
0.4923264463796924,0.012,0,0.0,6,0.8815628815628815,0.0
0.4923264463796924,0.019,0,0.0,5,0.8815628815628815,0.0
0.4923264463796924,0.105,0,0.0,4,0.8815628815628815,0.0
0.4923264463796924,5.487,0,0.0,2,0.8815628815628815,0.0
0.4923264463796924,46.313,0,0.0,1,0.8815628815628815,0.0
0.4923264463796884,0.001,1,0.0,7,0.8815628815628815,0.0
0.492326446379615,0.0,1,0.0,9,0.8815628815628815,0.0
0.4923264463789142,0.0,1,0.0,11,0.8815628815628815,0.0
0.4923264462863143,0.252,0,0.0,3,0.8815628815628815,0.0
rank_index,time,class,failures,ranking,nfpa,DDP
0.4923264463796924,0.049,2,2.0,13,0.8608058608058607,0.0
0.4923264463796924,0.001,1,0.0,10,0.8608058608058607,0.0
0.4923264463796924,0.001,1,0.0,9,0.8608058608058607,0.0
0.4923264463796924,0.001,1,0.0,8,0.8608058608058607,0.0
0.4923264463796924,0.001,1,0.0,6,0.8608058608058607,0.0
0.4923264463796924,0.012,0,0.0,5,0.8608058608058607,0.0
0.4923264463796924,0.133,0,0.0,4,0.8608058608058607,0.0
0.4923264463796924,5.346,0,0.0,2,0.8608058608058607,0.0
0.4923264463796924,48.377,0,0.0,1,0.8608058608058607,0.0
0.4923264463796884,0.0,1,0.0,12,0.8608058608058607,0.0
0.4923264463796152,0.0,1,0.0,11,0.8608058608058607,0.0
0.4923264463789177,0.001,1,0.0,7,0.8608058608058607,0.0
0.4923264462864215,0.361,0,0.0,3,0.8608058608058607,0.0
