rank_index,time,class,failures,ranking,nfpa,failure_metric
0.4962599661679669,48.123000000000005,0,0,1,0.7667887667887667,0.8461538461538461
0.4961980974001706,0.34,0,0,3,0.7667887667887667,0.8461538461538461
0.4960426842891071,0.0,1,0,10,0.7667887667887667,0.8461538461538461
0.4959925627345805,0.0,1,0,8,0.7667887667887667,0.8461538461538461
0.4959591392310885,0.0,1,0,12,0.7667887667887667,0.8461538461538461
0.495957875436696,0.0,1,0,9,0.7667887667887667,0.8461538461538461
0.495897609577971,0.006999999999999999,0,0,5,0.7667887667887667,0.8461538461538461
0.4958687913591567,0.0,1,0,11,0.7667887667887667,0.8461538461538461
0.495867702429364,0.001,1,0,7,0.7667887667887667,0.8461538461538461
0.4958650876707617,0.002,1,0,6,0.7667887667887667,0.8461538461538461
0.4958650875975872,0.018000000000000002,2,1,13,0.7667887667887667,0.8461538461538461
0.4958650875975872,0.109,0,0,4,0.7667887667887667,0.8461538461538461
0.4958650875975872,4.748,0,0,2,0.7667887667887667,0.8461538461538461
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.4962506678408728,46.606,0,0,1,0.7631257631257632,0.8461538461538461
0.4961972986817209,0.327,0,0,3,0.7631257631257632,0.8461538461538461
0.496042707026603,0.001,1,0,7,0.7631257631257632,0.8461538461538461
0.4959926136778988,0.0,1,0,12,0.7631257631257632,0.8461538461538461
0.4959591141062549,0.001,1,0,10,0.7631257631257632,0.8461538461538461
0.495957825632898,0.0,1,0,11,0.7631257631257632,0.8461538461538461
0.4958975793375983,0.003,1,0,5,0.7631257631257632,0.8461538461538461
0.4958687900009712,0.001,1,0,8,0.7631257631257632,0.8461538461538461
0.4958676991944967,0.001,1,0,9,0.7631257631257632,0.8461538461538461
0.4958650876706927,0.002,1,0,6,0.7631257631257632,0.8461538461538461
0.4958650875975872,0.025,2,1,13,0.7631257631257632,0.8461538461538461
0.4958650875975872,0.171,0,0,4,0.7631257631257632,0.8461538461538461
0.4958650875975872,5.095,0,0,2,0.7631257631257632,0.8461538461538461
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.4962525747765947,56.356,0,0,1,0.778998778998779,0.8461538461538461
0.4961966112902317,0.34600000000000003,0,0,3,0.778998778998779,0.8461538461538461
0.4960422273233138,0.0,1,0,11,0.778998778998779,0.8461538461538461
0.4959920235136792,0.0,1,0,12,0.778998778998779,0.8461538461538461
0.4959614485138554,0.001,1,0,9,0.778998778998779,0.8461538461538461
0.4959334312217901,0.001,1,0,8,0.778998778998779,0.8461538461538461
0.4958979063181022,0.012,0,0,5,0.778998778998779,0.8461538461538461
0.495866799815093,0.0,1,0,10,0.778998778998779,0.8461538461538461
0.4958660676910447,0.002,1,0,7,0.778998778998779,0.8461538461538461
0.4958650876621705,0.002,1,0,6,0.778998778998779,0.8461538461538461
0.4958650875975872,0.017,2,2,13,0.778998778998779,0.8461538461538461
0.4958650875975872,0.133,0,0,4,0.778998778998779,0.8461538461538461
0.4958650875975872,5.391,0,0,2,0.778998778998779,0.8461538461538461
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.4963239911699756,46.313,0,0,1,0.778998778998779,0.8461538461538461
0.4961960848270201,0.252,0,0,3,0.778998778998779,0.8461538461538461
0.4960422232389953,0.0,1,0,11,0.778998778998779,0.8461538461538461
0.4959920146420045,0.0,1,0,12,0.778998778998779,0.8461538461538461
0.495961472763818,0.0,1,0,9,0.778998778998779,0.8461538461538461
0.4959334605793482,0.001,1,0,7,0.778998778998779,0.8461538461538461
0.4958979226113124,0.012,0,0,6,0.778998778998779,0.8461538461538461
0.4958667994227408,0.0,1,0,10,0.778998778998779,0.8461538461538461
0.4958660685275539,0.001,1,0,8,0.778998778998779,0.8461538461538461
0.495865087662178,0.019,0,0,5,0.778998778998779,0.8461538461538461
0.4958650875975872,0.043,2,2,13,0.778998778998779,0.8461538461538461
0.4958650875975872,0.105,0,0,4,0.778998778998779,0.8461538461538461
0.4958650875975872,5.487,0,0,2,0.778998778998779,0.8461538461538461
rank_index,time,class,failures,ranking,nfpa,failure_metric
0.4962320258697438,48.376999999999995,0,0,1,0.7533577533577533,0.8461538461538461
0.496194991381158,0.361,0,0,3,0.7533577533577533,0.8461538461538461
0.4960420942053294,0.001,1,0,7,0.7533577533577533,0.8461538461538461
0.4959918626882874,0.001,1,0,10,0.7533577533577533,0.8461538461538461
0.4959615366255283,0.0,1,0,11,0.7533577533577533,0.8461538461538461
0.4959336088286857,0.0,1,0,12,0.7533577533577533,0.8461538461538461
0.4958979929937711,0.012,0,0,5,0.7533577533577533,0.8461538461538461
0.4958668031808104,0.001,1,0,6,0.7533577533577533,0.8461538461538461
0.4958660710907224,0.001,1,0,8,0.7533577533577533,0.8461538461538461
0.4958650876624732,0.001,1,0,9,0.7533577533577533,0.8461538461538461
0.4958650875975872,0.049,2,2,13,0.7533577533577533,0.8461538461538461
0.4958650875975872,0.133,0,0,4,0.7533577533577533,0.8461538461538461
0.4958650875975872,5.346,0,0,2,0.7533577533577533,0.8461538461538461
