rank_index,time,class,failures,ranking,nfpa,DDP
1906.7274169921875,0.075,2,1.0,33,0.9627264745789769,0.0
1000.0492553710938,0.0,1,0.0,25,0.9627264745789769,0.0
1000.0214233398438,0.0,1,0.0,27,0.9627264745789769,0.0
1000.0110473632812,0.0,1,0.0,26,0.9627264745789769,0.0
999.7125854492188,0.0,1,0.0,32,0.9627264745789769,0.0
999.4724731445312,0.001,1,0.0,22,0.9627264745789769,0.0
999.3633422851562,0.0,1,0.0,29,0.9627264745789769,0.0
999.219482421875,0.0,1,0.0,31,0.9627264745789769,0.0
999.1671752929688,0.0,1,0.0,24,0.9627264745789769,0.0
999.1504516601562,0.001,1,0.0,18,0.9627264745789769,0.0
998.8837890625,0.003,0,0.0,14,0.9627264745789769,0.0
997.3866577148438,0.001,1,0.0,17,0.9627264745789769,0.0
997.060546875,0.001,1,0.0,21,0.9627264745789769,0.0
996.7562866210938,0.002,0,0.0,15,0.9627264745789769,0.0
996.6566162109376,0.001,1,0.0,20,0.9627264745789769,0.0
996.6271362304688,0.0,1,0.0,30,0.9627264745789769,0.0
996.3668823242188,0.003,0,0.0,13,0.9627264745789769,0.0
996.0629272460938,0.001,1,0.0,16,0.9627264745789769,0.0
995.7066040039062,0.0,1,0.0,23,0.9627264745789769,0.0
993.201904296875,0.0,1,0.0,28,0.9627264745789769,0.0
992.4323120117188,0.005,0,0.0,12,0.9627264745789769,0.0
988.4236450195312,0.034,0,0.0,6,0.9627264745789769,0.0
988.3942260742188,0.024,0,0.0,9,0.9627264745789769,0.0
988.1016845703124,0.017,0,0.0,11,0.9627264745789769,0.0
982.9636840820312,0.001,1,0.0,19,0.9627264745789769,0.0
976.3414916992188,0.023,0,0.0,10,0.9627264745789769,0.0
972.8776245117188,0.029,0,0.0,8,0.9627264745789769,0.0
948.7478637695312,0.061,0,0.0,4,0.9627264745789769,0.0
939.8861694335938,0.052000000000000005,0,0.0,5,0.9627264745789769,0.0
939.5200805664062,0.062,0,0.0,3,0.9627264745789769,0.0
913.7838745117188,0.094,0,0.0,2,0.9627264745789769,0.0
876.7865600585938,0.133,0,0.0,1,0.9627264745789769,0.0
226.6051788330078,0.032,0,0.0,7,0.9627264745789769,0.0
rank_index,time,class,failures,ranking,nfpa,DDP
1937.165283203125,0.092,2,1.0,35,0.9358819584171697,0.0
1000.4894409179688,0.0,1,0.0,34,0.9358819584171697,0.0
1000.0794677734376,0.004,0,0.0,17,0.9358819584171697,0.0
1000.0480346679688,0.0,1,0.0,32,0.9358819584171697,0.0
999.961181640625,0.0,1,0.0,33,0.9358819584171697,0.0
999.8997192382812,0.0,1,0.0,31,0.9358819584171697,0.0
999.777099609375,0.001,1,0.0,25,0.9358819584171697,0.0
999.6683959960938,0.001,1,0.0,28,0.9358819584171697,0.0
999.5148315429688,0.001,1,0.0,22,0.9358819584171697,0.0
999.3655395507812,0.001,1,0.0,23,0.9358819584171697,0.0
998.4279174804688,0.004,0,0.0,16,0.9358819584171697,0.0
997.7974243164062,0.002,0,0.0,19,0.9358819584171697,0.0
997.7295532226562,0.005,0,0.0,14,0.9358819584171697,0.0
997.682861328125,0.001,1,0.0,24,0.9358819584171697,0.0
997.4193725585938,0.004,0,0.0,15,0.9358819584171697,0.0
996.9478759765624,0.002,0,0.0,20,0.9358819584171697,0.0
996.574462890625,0.0,1,0.0,29,0.9358819584171697,0.0
994.7920532226562,0.003,0,0.0,18,0.9358819584171697,0.0
994.5846557617188,0.001,1,0.0,26,0.9358819584171697,0.0
994.1607055664062,0.002,0,0.0,21,0.9358819584171697,0.0
993.7866821289062,0.067,0,0.0,5,0.9358819584171697,0.0
993.6102294921876,0.006,0,0.0,13,0.9358819584171697,0.0
991.037353515625,0.001,1,0.0,27,0.9358819584171697,0.0
990.61572265625,0.013,0,0.0,12,0.9358819584171697,0.0
989.8584594726562,0.038,0,0.0,8,0.9358819584171697,0.0
988.912109375,0.027000000000000003,0,0.0,9,0.9358819584171697,0.0
988.085205078125,0.023,0,0.0,10,0.9358819584171697,0.0
979.2529296875,0.016,0,0.0,11,0.9358819584171697,0.0
973.6715087890624,0.05,0,0.0,7,0.9358819584171697,0.0
963.9545288085938,0.057,0,0.0,6,0.9358819584171697,0.0
944.1974487304688,0.069,0,0.0,4,0.9358819584171697,0.0
920.395751953125,0.123,0,0.0,2,0.9358819584171697,0.0
