rank_index,time,class,failures,ranking,nfpa,DDP
3.1067397594451904,0.026000000000000002,3.0,1.0,32,0.9128422060818899,0.00040899795501022495
0.0815710499882698,0.001,3.0,6.0,33,0.9128422060818899,0.00040899795501022495
0.0815710499882698,0.037000000000000005,3.0,8.0,31,0.9128422060818899,0.00040899795501022495
0.0815710499882698,0.419,2.0,44.0,30,0.9128422060818899,0.00040899795501022495
0.017162218689918518,0.579,2.0,5.0,29,0.9128422060818899,0.00040899795501022495
-2.261063575744629,2.496,2.0,405.0,28,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.0,1.0,0.0,21,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.046,1.0,0.0,10,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.038,1.0,0.0,12,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.02,1.0,0.0,14,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.001,1.0,0.0,19,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.009000000000000001,1.0,0.0,17,0.9128422060818899,0.00040899795501022495
-3.086301326751709,0.0,1.0,0.0,25,0.9128422060818899,0.00040899795501022495
-3.150710105895996,0.0,1.0,0.0,26,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.038,1.0,0.0,11,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.26899999999999996,0.0,0.0,4,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.002,1.0,0.0,18,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.065,0.0,0.0,8,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.013999999999999999,1.0,0.0,16,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.018000000000000002,1.0,0.0,15,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.03,1.0,0.0,13,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.001,1.0,0.0,20,0.9128422060818899,0.00040899795501022495
-3.1664693355560303,0.0,1.0,0.0,27,0.9128422060818899,0.00040899795501022495
-3.1669633388519287,0.065,0.0,0.0,9,0.9128422060818899,0.00040899795501022495
-3.1698765754699707,0.0,1.0,0.0,22,0.9128422060818899,0.00040899795501022495
-3.1825122833251958,0.0,1.0,0.0,24,0.9128422060818899,0.00040899795501022495
-3.228199005126953,0.084,0.0,0.0,7,0.9128422060818899,0.00040899795501022495
-3.228199005126953,0.13699999999999998,0.0,0.0,6,0.9128422060818899,0.00040899795501022495
-3.2308781147003174,0.165,0.0,0.0,5,0.9128422060818899,0.00040899795501022495
-3.2400085926055913,240.859,0.0,0.0,1,0.9128422060818899,0.00040899795501022495
-3.259175062179565,126.323,0.0,0.0,2,0.9128422060818899,0.00040899795501022495
-3.26263427734375,0.0,1.0,0.0,23,0.9128422060818899,0.00040899795501022495
-3.29260778427124,1.0290000000000001,0.0,0.0,3,0.9128422060818899,0.00040899795501022495
rank_index,time,class,failures,ranking,nfpa,DDP
0.9747496247291564,0.001,3.0,1.0,71,0.8418272899681899,0.00038739214650466633
-0.6664798259735107,0.0,3.0,6.0,72,0.8418272899681899,0.00038739214650466633
-1.0283372402191162,0.049,3.0,5.0,67,0.8418272899681899,0.00038739214650466633
-1.1448177099227903,0.006999999999999999,3.0,8.0,69,0.8418272899681899,0.00038739214650466633
-1.1448177099227903,0.526,2.0,44.0,66,0.8418272899681899,0.00038739214650466633
-1.4330382347106934,0.0,3.0,2.0,73,0.8418272899681899,0.00038739214650466633
-1.4330382347106934,0.005,3.0,2.0,70,0.8418272899681899,0.00038739214650466633
-1.4330382347106934,0.028999999999999998,3.0,9.0,68,0.8418272899681899,0.00038739214650466633
-1.4330382347106934,0.8740000000000001,2.0,5.0,65,0.8418272899681899,0.00038739214650466633
-2.3369174003601074,1.032,2.0,405.0,64,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.10800000000000001,0.0,0.0,12,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.081,0.0,0.0,17,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.068,0.0,0.0,19,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.066,0.0,0.0,21,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.047,1.0,0.0,26,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.023,1.0,0.0,31,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.0,1.0,0.0,47,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.004,1.0,0.0,41,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.001,1.0,0.0,45,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.006,1.0,0.0,37,0.8418272899681899,0.00038739214650466633
-2.9607093334198,0.0,1.0,0.0,54,0.8418272899681899,0.00038739214650466633
-3.001276016235352,0.0,1.0,0.0,51,0.8418272899681899,0.00038739214650466633
-3.001276016235352,0.0,1.0,0.0,60,0.8418272899681899,0.00038739214650466633
-3.001276016235352,0.087,0.0,0.0,15,0.8418272899681899,0.00038739214650466633
-3.001276016235352,0.094,0.0,0.0,14,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.008,1.0,0.0,36,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.005,1.0,0.0,40,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.052000000000000005,1.0,0.0,24,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.012,1.0,0.0,34,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.39799999999999996,0.0,0.0,7,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.0,1.0,0.0,62,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.08199999999999999,0.0,0.0,16,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.987,0.0,0.0,3,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.001,1.0,0.0,46,0.8418272899681899,0.00038739214650466633
-3.0406203269958496,0.002,1.0,0.0,43,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.028999999999999998,1.0,0.0,30,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.017,1.0,0.0,32,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.12300000000000001,0.0,0.0,10,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.0,1.0,0.0,53,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.0,1.0,0.0,57,0.8418272899681899,0.00038739214650466633
-3.040877342224121,0.433,0.0,0.0,6,0.8418272899681899,0.00038739214650466633
-3.0416054725646973,0.198,0.0,0.0,8,0.8418272899681899,0.00038739214650466633
-3.0814440250396733,0.713,0.0,0.0,4,0.8418272899681899,0.00038739214650466633
-3.1023499965667725,0.003,1.0,0.0,42,0.8418272899681899,0.00038739214650466633
-3.1023499965667725,0.14,0.0,0.0,9,0.8418272899681899,0.00038739214650466633
-3.1023499965667725,0.09699999999999999,0.0,0.0,13,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.0,1.0,0.0,58,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.048,1.0,0.0,25,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.0,1.0,0.0,48,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.005,1.0,0.0,39,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.0,1.0,0.0,50,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.068,0.0,0.0,20,0.8418272899681899,0.00038739214650466633
-3.1488540172576904,0.0,1.0,0.0,56,0.8418272899681899,0.00038739214650466633
-3.150710105895996,0.001,1.0,0.0,44,0.8418272899681899,0.00038739214650466633
-3.1698765754699707,0.0,1.0,0.0,63,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.045,1.0,0.0,27,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.033,1.0,0.0,29,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.0,1.0,0.0,61,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.055999999999999994,1.0,0.0,22,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.053,1.0,0.0,23,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.0,1.0,0.0,55,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.005,1.0,0.0,38,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.009000000000000001,1.0,0.0,35,0.8418272899681899,0.00038739214650466633
-3.229022026062012,0.017,1.0,0.0,33,0.8418272899681899,0.00038739214650466633
-3.22951602935791,0.069,0.0,0.0,18,0.8418272899681899,0.00038739214650466633
-3.2308781147003174,0.0,1.0,0.0,49,0.8418272899681899,0.00038739214650466633
-3.2450649738311768,0.0,1.0,0.0,59,0.8418272899681899,0.00038739214650466633
-3.2907516956329346,0.044000000000000004,1.0,0.0,28,0.8418272899681899,0.00038739214650466633
-3.2907516956329346,0.10800000000000001,0.0,0.0,11,0.8418272899681899,0.00038739214650466633
