Id,Name,Duration,LastRun,LastResults,Verdict,Cycle,E1,E2,E3,DIST,CHANGE_IN_STATUS,PRIORITY_VALUE,LastRunFeature,DurationFeature
46,19,0.0,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,9.999000099990002e-05,0.010337323177366704,0.0
47,6,0.116,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,1.0,0.010337323177366704,0.002202977818292312
48,11,0.033,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.28455430319037067,0.010337323177366704,0.0006267092069279853
49,5,0.001,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.008719817673405073,0.010337323177366704,1.8991188088726826e-05
50,1,0.076,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.6552068931037931,0.010337323177366704,0.0014433302947432388
51,13,0.002,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.017339645345810246,0.010337323177366704,3.798237617745365e-05
52,4,0.011,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.09491809439745681,0.010337323177366704,0.00020890306897599508
53,8,0.006,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.051818956035430935,0.010337323177366704,0.00011394712853236095
54,3,0.0,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,9.999000099990002e-05,0.010337323177366704,0.0
55,7,0.019,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.16387671577669818,0.010337323177366704,0.0003608325736858097
56,9,0.002,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.017339645345810246,0.010337323177366704,3.798237617745365e-05
57,15,0.001,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,0.008719817673405073,0.010337323177366704,1.8991188088726826e-05
58,10,0.0,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,9.999000099990002e-05,0.010337323177366704,0.0
59,12,0.0,2012-07-17,"[0, 0, 0]",0,4,0,0,0,0,0,9.999000099990002e-05,0.010337323177366704,0.0
60,20,0.005,2012-07-17,"[0, 0, 0]",0,5,0,0,0,0,0,0.04319912836302576,0.0002720348204570185,9.495594044363413e-05
61,8,0.004,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.03457930069062059,0.0002720348204570185,7.59647523549073e-05
62,17,0.0,2012-07-17,"[0, 0, 0]",0,5,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
63,9,0.003,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.02595947301821542,0.0002720348204570185,5.697356426618048e-05
64,13,0.003,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.02595947301821542,0.0002720348204570185,5.697356426618048e-05
65,2,0.02,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.17249654344910334,0.0002720348204570185,0.0003798237617745365
66,11,0.031,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.2673146478455603,0.0002720348204570185,0.0005887268307505317
67,4,0.012,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.10353792206986198,0.0002720348204570185,0.0002278942570647219
68,12,0.0,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
69,5,0.0,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
70,7,0.02,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,0.17249654344910334,0.0002720348204570185,0.0003798237617745365
71,10,0.0,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
72,6,0.116,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,1.0,0.0002720348204570185,0.002202977818292312
73,3,0.0,2012-07-17,"[0, 0, 0, 0]",0,5,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
74,1,0.07400000000000001,2012-07-17,"[0, 0, 0]",0,5,0,0,0,0,0,0.6379672377589828,0.0002720348204570185,0.0014053479185657852
75,15,0.002,2012-07-18,"[0, 0, 0]",0,6,0,0,0,0,0,0.011794726960052532,0.000544069640914037,3.798237617745365e-05
76,9,0.002,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.011794726960052532,0.000544069640914037,3.798237617745365e-05
77,17,0.002,2012-07-18,"[0, 0, 0]",0,6,0,0,0,0,0,0.011794726960052532,0.000544069640914037,3.798237617745365e-05
78,5,0.0,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,9.999000099990002e-05,0.000544069640914037,0.0
79,11,0.063,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.36848420421115785,0.000544069640914037,0.00119644484958979
80,6,0.171,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,1.0,0.000544069640914037,0.0032474931631722875
81,1,0.108,2012-07-18,"[0, 0, 0, 0]",0,6,0,0,0,0,0,0.631615785789842,0.000544069640914037,0.0020510483135824974
82,8,0.008,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.04687893783721042,0.000544069640914037,0.0001519295047098146
83,3,0.0,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,9.999000099990002e-05,0.000544069640914037,0.0
84,4,0.016,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.09365788567342095,0.000544069640914037,0.0003038590094196292
85,13,0.002,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.011794726960052532,0.000544069640914037,3.798237617745365e-05
86,7,0.028,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.16382630742773674,0.000544069640914037,0.0005317532664843511
87,10,0.0,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,9.999000099990002e-05,0.000544069640914037,0.0
88,12,0.0,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,9.999000099990002e-05,0.000544069640914037,0.0
89,2,0.03,2012-07-18,"[0, 0, 0, 0, 0]",0,6,0,0,0,0,0,0.17552104438678937,0.000544069640914037,0.0005697356426618048
90,20,0.006,2012-07-18,"[0, 0, 0]",0,6,0,0,0,0,0,0.035184200878157795,0.000544069640914037,0.00011394712853236095
91,21,0.0,2012-09-21,"[0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
92,8,0.003,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.026184338087930335,0.017954298150163223,5.697356426618048e-05
93,5,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
94,7,0.014,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.1218269477400086,0.017954298150163223,0.00026587663324217556
95,2,0.02,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.17399564391386946,0.017954298150163223,0.0003798237617745365
96,9,0.001,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.00879477269664338,0.017954298150163223,1.8991188088726826e-05
97,3,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
98,10,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
99,11,0.033,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.2870278189572348,0.017954298150163223,0.0006267092069279853
100,13,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
101,15,0.001,2012-09-21,"[0, 0, 0]",0,7,0,0,0,0,0,0.00879477269664338,0.017954298150163223,1.8991188088726826e-05
102,12,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
103,17,0.0,2012-09-21,"[0, 0, 0]",0,7,0,0,0,0,0,9.999000099990002e-05,0.017954298150163223,0.0
104,6,0.115,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,1.0,0.017954298150163223,0.0021839866302035852
105,4,0.01,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.08704781695743469,0.017954298150163223,0.00018991188088726826
106,1,0.07200000000000001,2012-09-21,"[0, 0, 0, 0, 0]",0,7,0,0,0,0,0,0.6261243440873304,0.017954298150163223,0.0013673655423883317
107,21,0.002,2012-09-21,"[0, 0, 0]",0,8,0,0,0,0,0,0.01334369874270851,0.0002720348204570185,3.798237617745365e-05
108,8,0.009000000000000001,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.05969667933868865,0.0002720348204570185,0.00017092069279854146
109,13,0.001,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.006721844371854206,0.0002720348204570185,1.8991188088726826e-05
110,11,0.057,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.3775456891396954,0.0002720348204570185,0.001082497721057429
111,12,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
112,17,0.001,2012-09-21,"[0, 0, 0, 0]",0,8,0,0,0,0,0,0.006721844371854206,0.0002720348204570185,1.8991188088726826e-05
113,9,0.002,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.01334369874270851,0.0002720348204570185,3.798237617745365e-05
114,7,0.019,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.12591522304723168,0.0002720348204570185,0.0003608325736858097
115,5,0.001,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.006721844371854206,0.0002720348204570185,1.8991188088726826e-05
116,10,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
117,2,0.02,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.132537077418086,0.0002720348204570185,0.0003798237617745365
118,6,0.151,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,1.0,0.0002720348204570185,0.0028676694013977507
119,4,0.018000000000000002,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.11929336867637741,0.0002720348204570185,0.0003418413855970829
120,15,0.002,2012-09-21,"[0, 0, 0, 0]",0,8,0,0,0,0,0,0.01334369874270851,0.0002720348204570185,3.798237617745365e-05
121,3,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
122,1,0.104,2012-09-21,"[0, 0, 0, 0, 0, 0]",0,8,0,0,0,0,0,0.6887728445698477,0.0002720348204570185,0.00197508356122759
123,15,0.001,2012-09-21,"[0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.009714413174067208,0.0002720348204570185,1.8991188088726826e-05
124,20,0.005,2012-09-21,"[0, 0, 0]",0,9,0,0,0,0,0,0.04817210586633644,0.0002720348204570185,9.495594044363413e-05
125,5,0.001,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.009714413174067208,0.0002720348204570185,1.8991188088726826e-05
126,9,0.003,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.02894325952020183,0.0002720348204570185,5.697356426618048e-05
127,1,0.071,2012-09-21,"[0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.6827240352887788,0.0002720348204570185,0.0013483743542996045
128,10,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
129,2,0.018000000000000002,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.17315960711621148,0.0002720348204570185,0.0003418413855970829
130,11,0.027000000000000003,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.2596894156738173,0.0002720348204570185,0.0005127620783956244
131,8,0.006,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.057786529039403754,0.0002720348204570185,0.00011394712853236095
132,7,0.015,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.14431633759700954,0.0002720348204570185,0.0002848678213309024
133,3,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
134,13,0.001,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.009714413174067208,0.0002720348204570185,1.8991188088726826e-05
135,17,0.0,2012-09-21,"[0, 0, 0, 0, 0]",0,9,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
136,6,0.104,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,1.0,0.0002720348204570185,0.00197508356122759
137,4,0.01,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,0.09624422173167299,0.0002720348204570185,0.00018991188088726826
138,12,0.0,2012-09-21,"[0, 0, 0, 0, 0, 0, 0, 0]",0,9,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
139,10,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
140,2,0.02,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.16674999166749993,0.0008161044613710555,0.0003798237617745365
141,1,0.071,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.5917074959170749,0.0008161044613710555,0.0013483743542996045
142,9,0.004,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.0334299903342999,0.0008161044613710555,7.59647523549073e-05
143,7,0.015,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.1250874912508749,0.0008161044613710555,0.0002848678213309024
144,8,0.005,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.041762490417624906,0.0008161044613710555,9.495594044363413e-05
145,5,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
146,12,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
147,15,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.0084324900843249,0.0008161044613710555,1.8991188088726826e-05
148,11,0.035,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.291737492917375,0.0008161044613710555,0.000664691583105439
149,4,0.011,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.0917574909175749,0.0008161044613710555,0.00020890306897599508
150,6,0.12,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,1.0,0.0008161044613710555,0.002278942570647219
151,13,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.0084324900843249,0.0008161044613710555,1.8991188088726826e-05
152,22,0.0,2012-09-23,"[0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
153,3,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
154,17,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0]",0,10,0,0,0,0,0,0.0084324900843249,0.0008161044613710555,1.8991188088726826e-05
155,20,0.006,2012-09-23,"[0, 0, 0]",0,10,0,0,0,0,0,0.050094990500949906,0.0008161044613710555,0.00011394712853236095
156,18,0.0,2012-09-23,"[0, 0, 0]",0,10,0,0,0,0,0,9.999000099990002e-05,0.0008161044613710555,0.0
157,2,0.027000000000000003,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.16674999166749993,0.0002720348204570185,0.0005127620783956244
158,4,0.021,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.12971665796383322,0.0002720348204570185,0.0003988149498632634
159,6,0.162,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,1.0,0.0002720348204570185,0.003076572470373746
160,8,0.008,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.049477768272555456,0.0002720348204570185,0.0001519295047098146
161,9,0.004,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.02478887913677768,0.0002720348204570185,7.59647523549073e-05
162,10,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.006272212284944345,0.0002720348204570185,1.8991188088726826e-05
163,15,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.006272212284944345,0.0002720348204570185,1.8991188088726826e-05
164,5,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
165,11,0.038,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.23464443679088878,0.0002720348204570185,0.0007216651473716194
166,7,0.02,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.12354443567988879,0.0002720348204570185,0.0003798237617745365
167,13,0.002,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.01244443456888879,0.0002720348204570185,3.798237617745365e-05
168,12,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
169,1,0.077,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,0.47536110586472224,0.0002720348204570185,0.0014623214828319655
170,22,0.0,2012-09-23,"[0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
171,3,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
172,18,0.0,2012-09-23,"[0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
173,17,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
174,20,0.006999999999999999,2012-09-23,"[0, 0, 0, 0]",0,11,0,0,0,0,0,0.043305545988611006,0.0002720348204570185,0.00013293831662108778
175,23,0.0,2012-09-23,"[0, 0, 0]",0,11,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
176,8,0.005,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.04319912836302576,0.0002720348204570185,9.495594044363413e-05
177,12,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
178,15,0.001,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.008719817673405073,0.0002720348204570185,1.8991188088726826e-05
179,11,0.03,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.2586948201731551,0.0002720348204570185,0.0005697356426618048
180,7,0.017,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.14663706043188784,0.0002720348204570185,0.0003228501975083561
181,3,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
182,10,0.0,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,9.999000099990002e-05,0.0002720348204570185,0.0
183,2,0.027000000000000003,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.2328353371559396,0.0002720348204570185,0.0005127620783956244
184,13,0.002,2012-09-23,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,12,0,0,0,0,0,0.017339645345810246,0.0002720348204570185,3.798237617745365e-05
